time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2022/10/20/21:18:43.361281,25,0,0,base_link,0.534,0.301,0.126875019977,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.370937,26,0,0,base_link,0.534,0.301,0.126750022518,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.381046,27,0,0,base_link,0.534,0.301,0.126625025291,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.390932,28,0,0,base_link,0.534,0.301,0.126500028297,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.400914,29,0,0,base_link,0.534,0.301,0.126375031304,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.411439,30,0,0,base_link,0.534,0.301,0.126250034776,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.420989,31,0,0,base_link,0.534,0.301,0.12612503848,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.431086,32,0,0,base_link,0.534,0.301,0.126000042651,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.441012,33,0,0,base_link,0.534,0.301,0.125875046588,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.451147,34,0,0,base_link,0.534,0.301,0.125750051457,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.460994,35,0,0,base_link,0.534,0.301,0.125625056326,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.470981,36,0,0,base_link,0.534,0.301,0.125500061195,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.481980,37,0,0,base_link,0.534,0.301,0.125375066996,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.490893,38,0,0,base_link,0.534,0.301,0.12525007233,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.502126,39,0,0,base_link,0.534,0.301,0.125125078596,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.510937,40,0,0,base_link,0.534,0.301,0.125000084862,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.521014,41,0,0,base_link,0.534,0.301,0.124875091594,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.530935,42,0,0,base_link,0.534,0.301,0.124750098325,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.540962,43,0,0,base_link,0.534,0.301,0.124625105523,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.550923,44,0,0,base_link,0.534,0.301,0.124500113185,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.561120,45,0,0,base_link,0.534,0.301,0.124375121314,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.570947,46,0,0,base_link,0.534,0.301,0.124250129443,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.580988,47,0,0,base_link,0.534,0.301,0.124125138037,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.590927,48,0,0,base_link,0.534,0.301,0.124000147097,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.601018,49,0,0,base_link,0.534,0.301,0.123875156622,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.610991,50,0,0,base_link,0.534,0.301,0.123750166614,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.620968,51,0,0,base_link,0.534,0.301,0.123625176605,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.632451,52,0,0,base_link,0.534,0.301,0.123500187062,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.640990,53,0,0,base_link,0.534,0.301,0.123375197984,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.650909,54,0,0,base_link,0.534,0.301,0.123250209372,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.660927,55,0,0,base_link,0.534,0.301,0.123125221226,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.671084,56,0,0,base_link,0.534,0.301,0.123000233546,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.681095,57,0,0,base_link,0.534,0.301,0.122875246331,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.690919,58,0,0,base_link,0.534,0.301,0.122750259582,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.701027,59,0,0,base_link,0.534,0.301,0.122625272833,-0.3828,0.9238,0.0,0.0
2022/10/20/21:18:43.710940,60,0,0,base_link,0.534,0.301,0.122500287015,-0.3828,0.9238,0.0,0.0
