time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
2022/10/20/21:27:24.746833,0,1666326444,746442436,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:24.767128,1,1666326444,766411759,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:24.786826,2,1666326444,786408802,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:24.806731,3,1666326444,806388838,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:24.826610,4,1666326444,826350474,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:24.849303,5,1666326444,847507278,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:24.866749,6,1666326444,866399427,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:24.886696,7,1666326444,886390971,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:24.906978,8,1666326444,906362981,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:24.927764,9,1666326444,926386421,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:24.946928,10,1666326444,946432909,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:24.966692,11,1666326444,966392671,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:24.986680,12,1666326444,986390631,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.006675,13,1666326445,6387311,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.026640,14,1666326445,26362951,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.046677,15,1666326445,46448777,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.066610,16,1666326445,66389138,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.086961,17,1666326445,86407153,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.106690,18,1666326445,106389327,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.126714,19,1666326445,126380865,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.146592,20,1666326445,146389050,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.166702,21,1666326445,166399089,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.186659,22,1666326445,186388536,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.206750,23,1666326445,206391796,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.226724,24,1666326445,226392424,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.246794,25,1666326445,246386295,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.268198,26,1666326445,266385653,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.286574,27,1666326445,286384213,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.306621,28,1666326445,306387886,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.329724,29,1666326445,327740407,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.346627,30,1666326445,346388956,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.367013,31,1666326445,366392012,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.386632,32,1666326445,386380428,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.406620,33,1666326445,406386807,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.426788,34,1666326445,426433599,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.446683,35,1666326445,446385306,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.466672,36,1666326445,466390941,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.486636,37,1666326445,486384012,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.506772,38,1666326445,506395837,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.526619,39,1666326445,526389767,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.546531,40,1666326445,546378644,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.567062,41,1666326445,566732593,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.586761,42,1666326445,586412870,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.606695,43,1666326445,606375199,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.626630,44,1666326445,626362128,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.647915,45,1666326445,647547421,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.666625,46,1666326445,666394705,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.686823,47,1666326445,686393392,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.706703,48,1666326445,706397441,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.726613,49,1666326445,726384293,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.746635,50,1666326445,746388562,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.766632,51,1666326445,766387718,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.786627,52,1666326445,786395092,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.806681,53,1666326445,806403445,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.827827,54,1666326445,826389879,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.846593,55,1666326445,846384914,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.866699,56,1666326445,866382590,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.886696,57,1666326445,886392161,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.909472,58,1666326445,908827042,base_link,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20/21:27:25.929334,59,1666326445,929003821,base_link,0.0,0.0,0.0,0.0,0.0,0.0
