time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2022/10/20/22:07:58.575421,24,0,0,base_link,0.544,0.391,0.077000018,-0.3828,0.9238,0,0
2022/10/20/22:07:58.584459,25,0,0,base_link,0.544,0.391,0.07687502,-0.3828,0.9238,0,0
2022/10/20/22:07:58.594652,26,0,0,base_link,0.544,0.391,0.076750023,-0.3828,0.9238,0,0
2022/10/20/22:07:58.604436,27,0,0,base_link,0.544,0.391,0.076625025,-0.3828,0.9238,0,0
2022/10/20/22:07:58.614446,28,0,0,base_link,0.544,0.391,0.076500028,-0.3828,0.9238,0,0
2022/10/20/22:07:58.624469,29,0,0,base_link,0.544,0.391,0.076375031,-0.3828,0.9238,0,0
2022/10/20/22:07:58.634462,30,0,0,base_link,0.544,0.391,0.076250035,-0.3828,0.9238,0,0
2022/10/20/22:07:58.647349,31,0,0,base_link,0.544,0.391,0.076125038,-0.3828,0.9238,0,0
2022/10/20/22:07:58.655891,32,0,0,base_link,0.544,0.391,0.076000043,-0.3828,0.9238,0,0
2022/10/20/22:07:58.664441,33,0,0,base_link,0.544,0.391,0.075875047,-0.3828,0.9238,0,0
2022/10/20/22:07:58.674461,34,0,0,base_link,0.544,0.391,0.075750051,-0.3828,0.9238,0,0
2022/10/20/22:07:58.684648,35,0,0,base_link,0.544,0.391,0.075625056,-0.3828,0.9238,0,0
2022/10/20/22:07:58.694547,36,0,0,base_link,0.544,0.391,0.075500061,-0.3828,0.9238,0,0
2022/10/20/22:07:58.704479,37,0,0,base_link,0.544,0.391,0.075375067,-0.3828,0.9238,0,0
2022/10/20/22:07:58.714471,38,0,0,base_link,0.544,0.391,0.075250072,-0.3828,0.9238,0,0
2022/10/20/22:07:58.724406,39,0,0,base_link,0.544,0.391,0.075125079,-0.3828,0.9238,0,0
2022/10/20/22:07:58.734522,40,0,0,base_link,0.544,0.391,0.075000085,-0.3828,0.9238,0,0
2022/10/20/22:07:58.744609,41,0,0,base_link,0.544,0.391,0.074875092,-0.3828,0.9238,0,0
2022/10/20/22:07:58.754527,42,0,0,base_link,0.544,0.391,0.074750098,-0.3828,0.9238,0,0
2022/10/20/22:07:58.764469,43,0,0,base_link,0.544,0.391,0.074625106,-0.3828,0.9238,0,0
2022/10/20/22:07:58.774711,44,0,0,base_link,0.544,0.391,0.074500113,-0.3828,0.9238,0,0
2022/10/20/22:07:58.784497,45,0,0,base_link,0.544,0.391,0.074375121,-0.3828,0.9238,0,0
2022/10/20/22:07:58.794459,46,0,0,base_link,0.544,0.391,0.074250129,-0.3828,0.9238,0,0
2022/10/20/22:07:58.804448,47,0,0,base_link,0.544,0.391,0.074125138,-0.3828,0.9238,0,0
2022/10/20/22:07:58.814411,48,0,0,base_link,0.544,0.391,0.074000147,-0.3828,0.9238,0,0
2022/10/20/22:07:58.824782,49,0,0,base_link,0.544,0.391,0.073875157,-0.3828,0.9238,0,0
2022/10/20/22:07:58.835080,50,0,0,base_link,0.544,0.391,0.073750167,-0.3828,0.9238,0,0
2022/10/20/22:07:58.844431,51,0,0,base_link,0.544,0.391,0.073625177,-0.3828,0.9238,0,0
2022/10/20/22:07:58.854413,52,0,0,base_link,0.544,0.391,0.073500187,-0.3828,0.9238,0,0
2022/10/20/22:07:58.865010,53,0,0,base_link,0.544,0.391,0.073375198,-0.3828,0.9238,0,0
2022/10/20/22:07:58.874560,54,0,0,base_link,0.544,0.391,0.073250209,-0.3828,0.9238,0,0
