w,x,y,z,ax,ay,az
1.00,0.00,-0.00,-0.00,-3,-1,-17
1.00,0.00,-0.00,-0.00,-3,-1,-19
1.00,0.00,-0.00,-0.00,-8,-3,-13
1.00,0.00,-0.00,-0.00,-7,-3,-20
1.00,0.00,-0.00,-0.00,-8,-1,-27
1.00,0.00,-0.00,-0.00,-10,0,-33
1.00,0.00,-0.00,-0.00,-8,1,-31
1.00,0.00,-0.00,-0.00,-6,2,-23
1.00,0.00,-0.00,-0.00,-10,5,-19
1.00,0.00,-0.00,-0.00,-5,2,-15
1.00,0.00,-0.00,-0.00,-1,2,-8
1.00,0.00,-0.00,-0.00,3,6,-3
1.00,0.00,-0.00,-0.00,1,12,-5
1.00,0.00,-0.00,-0.00,0,11,-19
1.00,0.00,-0.00,-0.00,-6,8,-26
1.00,0.00,-0.00,-0.00,-8,6,-28
1.00,0.00,-0.00,-0.00,-5,2,-23
1.00,0.00,-0.00,-0.00,-3,-2,-22
1.00,0.00,-0.00,-0.00,1,-1,-17
1.00,0.00,-0.00,-0.00,-1,0,-19
1.00,0.00,-0.00,-0.00,-1,0,-22
1.00,0.00,-0.00,-0.00,0,0,-18
1.00,0.00,-0.00,-0.00,-3,0,-19
1.00,0.00,-0.00,-0.00,-4,0,-20
1.00,0.00,-0.00,-0.00,-3,3,-13
1.00,0.00,-0.00,-0.00,0,3,-8
1.00,0.00,-0.00,-0.00,-6,6,-6
1.00,0.00,-0.00,-0.00,-8,7,-3
1.00,0.00,-0.00,-0.00,-5,8,-11
1.00,0.00,-0.00,-0.00,-8,3,-8
1.00,0.00,-0.00,-0.00,-6,9,-9
1.00,0.00,-0.00,-0.00,-5,4,-12
1.00,0.00,-0.00,-0.00,-5,4,-14
1.00,0.00,-0.00,-0.00,-7,1,-16
1.00,0.00,-0.00,-0.00,-2,0,-27
1.00,0.00,-0.00,-0.00,-4,2,-28
1.00,0.00,-0.00,-0.00,-2,2,-29
1.00,0.00,-0.00,-0.00,-2,3,-25
1.00,0.00,-0.00,-0.00,-2,3,-14
1.00,0.00,-0.00,-0.00,-4,0,-14
1.00,0.00,-0.00,-0.00,-8,1,-18
1.00,0.00,-0.00,-0.00,-14,0,-20
1.00,0.00,-0.00,-0.00,-16,3,-19
1.00,0.00,-0.00,-0.00,-12,2,-13
1.00,0.00,-0.00,-0.00,-13,3,-5
1.00,0.00,-0.00,-0.00,-16,6,-8
1.00,0.00,-0.00,-0.00,-17,5,-16
1.00,0.00,-0.00,-0.00,-19,-1,-21
1.00,0.00,-0.00,-0.00,-13,-4,-17
1.00,0.00,-0.00,-0.00,-14,-4,-17
1.00,0.00,-0.00,-0.00,-9,0,-17
1.00,0.00,-0.00,-0.00,-10,0,-15
1.00,0.00,-0.00,-0.00,-9,0,-17
1.00,0.00,-0.00,-0.00,0,0,-8
1.00,0.00,-0.00,-0.00,0,0,0
1.00,0.00,-0.00,-0.00,-3,0,0
1.00,0.00,-0.00,-0.00,-7,2,-2
1.00,0.00,-0.00,-0.00,-13,3,-15
1.00,0.00,-0.00,-0.00,-15,3,-13
1.00,0.00,-0.00,-0.00,-13,4,-11
1.00,0.00,-0.00,-0.00,-11,4,-15
1.00,0.00,-0.00,-0.00,-11,2,-18
1.00,0.00,-0.00,-0.00,-13,4,-15
1.00,0.00,-0.00,-0.00,-11,9,-12
1.00,0.00,-0.00,-0.00,-9,7,-20
1.00,0.00,-0.00,-0.00,-4,5,-21
1.00,0.00,-0.00,-0.00,-8,0,-23
1.00,0.00,-0.00,-0.00,-7,-3,-28
1.00,0.00,-0.00,-0.00,-3,0,-28
1.00,0.00,-0.00,-0.00,-6,-1,-25
1.00,0.00,-0.00,-0.00,-5,5,-28
1.00,0.00,-0.00,-0.00,-8,6,-21
1.00,0.00,-0.00,-0.00,-11,8,-20
1.00,0.00,-0.00,-0.00,-12,6,-20
1.00,0.00,-0.00,-0.00,-9,5,-29
1.00,0.00,-0.00,-0.00,-11,10,-27
1.00,0.00,-0.00,-0.00,-10,9,-25
1.00,0.00,-0.00,-0.00,-11,8,-20
1.00,0.00,-0.00,-0.00,-17,2,-18
1.00,0.00,-0.00,-0.00,-16,-2,-19
1.00,0.00,-0.00,-0.00,-13,0,-22
1.00,0.00,-0.00,-0.00,-13,-3,-21
1.00,0.00,-0.00,-0.00,-9,-4,-20
1.00,0.00,-0.00,-0.00,-10,0,-17
1.00,0.00,-0.00,-0.00,-8,0,-15
1.00,0.00,-0.00,-0.00,-6,2,-16
1.00,0.00,-0.00,-0.00,-8,1,-14
1.00,0.00,-0.00,-0.00,-11,1,-14
1.00,0.00,-0.00,-0.00,-4,0,-11
1.00,0.00,-0.00,-0.00,-6,2,-10
1.00,0.00,-0.00,-0.00,-7,4,-9
1.00,0.00,-0.00,-0.00,-5,9,-11
1.00,0.00,-0.00,-0.00,-8,8,-15
1.00,0.00,-0.00,-0.00,-8,4,-21
1.00,0.00,-0.00,-0.00,-7,1,-34
1.00,0.00,-0.00,-0.00,-10,0,-29
1.00,0.00,-0.00,-0.00,-12,0,-30
1.00,0.00,-0.00,-0.00,-10,0,-16
1.00,0.00,-0.00,-0.00,-12,0,-25
1.00,0.00,-0.00,-0.00,-11,4,-19
1.00,0.00,-0.00,-0.00,-11,6,-11
1.00,0.00,-0.00,-0.00,-12,5,-1
1.00,0.00,-0.00,-0.00,-10,2,-11
1.00,0.00,-0.00,-0.00,-10,0,-13
1.00,0.00,-0.00,-0.00,-11,0,-17
1.00,0.00,-0.00,-0.00,-8,10,-24
1.00,0.00,-0.00,-0.00,-8,9,-26
1.00,0.00,-0.00,-0.00,-10,6,-19
1.00,0.00,-0.00,-0.00,-11,3,-19
1.00,0.00,-0.00,-0.00,-12,2,-15
1.00,0.00,-0.00,-0.00,-11,2,-13
1.00,0.00,-0.00,-0.00,-9,3,-17
1.00,0.00,-0.00,-0.00,-7,2,-17
1.00,0.00,-0.00,-0.00,-6,1,-24
1.00,0.00,-0.00,-0.00,-6,1,-23
1.00,0.00,-0.00,-0.00,-6,3,-21
1.00,0.00,-0.00,-0.00,-10,3,-16
1.00,0.00,-0.00,-0.00,-11,5,-18
1.00,0.00,-0.00,-0.00,-8,3,-18
1.00,0.00,-0.00,-0.00,-8,0,-13
1.00,0.00,-0.00,-0.00,-4,-2,-15
1.00,0.00,-0.00,-0.00,-10,1,-18
1.00,0.00,-0.00,-0.00,-11,4,-14
1.00,0.00,-0.00,-0.00,-17,6,-20
1.00,0.00,-0.00,-0.00,-15,4,-19
1.00,0.00,-0.00,-0.00,-8,8,-13
1.00,0.00,-0.00,-0.00,-13,4,-9
1.00,0.00,-0.00,-0.00,-8,0,-13
1.00,0.00,-0.00,-0.00,-9,-2,-18
1.00,0.00,-0.00,-0.00,-10,-3,-21
1.00,0.00,-0.00,-0.00,-16,-8,-13
1.00,0.00,-0.00,-0.00,-14,-6,-15
1.00,0.00,-0.00,-0.00,-10,-7,-16
1.00,0.00,-0.00,-0.00,-11,-6,-18
1.00,0.00,-0.00,-0.00,-7,-1,-14
1.00,0.00,-0.00,-0.00,-7,0,-13
1.00,0.00,-0.00,-0.00,-9,1,-14
1.00,0.00,-0.00,-0.00,-6,4,-9
1.00,0.00,-0.00,-0.00,-2,3,-13
1.00,0.00,-0.00,-0.00,-2,2,-22
1.00,0.00,-0.00,-0.00,-5,2,-23
1.00,0.00,-0.00,-0.00,-9,5,-17
1.00,0.00,-0.00,-0.00,-8,7,-21
1.00,0.00,-0.00,-0.00,-8,10,-19
1.00,0.00,-0.00,-0.00,-11,8,-15
1.00,0.00,-0.00,-0.00,-8,7,-8
1.00,0.00,-0.00,-0.00,-7,5,-12
1.00,0.00,-0.00,-0.00,-7,4,-8
1.00,0.00,-0.00,-0.00,-6,1,-16
1.00,0.00,-0.00,-0.00,-5,3,-21
1.00,0.00,-0.00,-0.00,-5,1,-14
1.00,0.00,-0.00,-0.00,-1,3,-10
1.00,0.00,-0.00,-0.00,0,3,-12
1.00,0.00,-0.00,-0.00,-5,2,-11
1.00,0.00,-0.00,-0.00,-7,2,-9
1.00,0.00,-0.00,-0.00,-9,4,-9
1.00,0.00,-0.00,-0.00,-9,2,-7
1.00,0.00,-0.00,-0.00,-10,3,-9
