t,w,x,y,z,ax,ay,az
100,1.00,0.00,-0.00,-0.00,-16,-25,-21
101,1.00,0.00,-0.00,-0.00,-17,-18,-19
102,1.00,0.00,-0.00,-0.00,-20,-15,-12
103,1.00,0.00,-0.00,-0.00,-16,-17,-5
104,1.00,0.00,-0.00,-0.00,-9,-23,2
105,1.00,0.00,-0.00,-0.00,-4,-22,2
106,1.00,0.00,-0.00,-0.00,-4,-19,12
107,1.00,0.00,-0.00,-0.00,0,-18,14
108,1.00,0.00,-0.00,-0.00,-8,-20,14
109,1.00,0.00,-0.00,-0.00,-6,-20,5
110,1.00,0.00,-0.00,-0.00,-5,-19,3
111,1.00,0.00,-0.00,-0.00,0,-19,0
112,1.00,0.00,-0.00,-0.00,0,-20,-7
113,1.00,0.00,-0.00,-0.00,0,-24,-6
114,1.00,0.00,-0.00,-0.00,0,-26,-9
115,1.00,0.00,-0.00,-0.00,-8,-20,-19
116,1.00,0.00,-0.00,-0.00,-9,-22,-20
117,1.00,0.00,-0.00,-0.00,-13,-26,-22
118,1.00,0.00,-0.00,-0.00,-9,-27,-14
119,1.00,0.00,-0.00,-0.00,-7,-21,-12
120,1.00,0.00,-0.00,-0.00,-10,-13,-6
121,1.00,0.00,-0.00,-0.00,-9,-11,-11
122,1.00,0.00,-0.00,-0.00,-8,-12,-16
123,1.00,0.00,-0.00,-0.00,-8,-19,-6
124,1.00,0.00,-0.00,-0.00,0,-21,2
125,1.00,0.00,-0.00,-0.00,0,-22,-6
126,1.00,0.00,-0.00,-0.00,1,-20,0
127,1.00,0.00,-0.00,-0.00,4,-22,0
128,1.00,0.00,-0.00,-0.00,0,-18,0
129,1.00,0.00,-0.00,-0.00,3,-21,0
130,1.00,0.00,-0.00,-0.00,2,-15,-3
131,1.00,0.00,-0.00,-0.00,-2,-14,-4
132,1.00,0.00,-0.00,-0.00,-4,-13,-7
133,1.00,0.00,-0.00,-0.00,-6,-13,-8
134,1.00,0.00,-0.00,-0.00,-6,-14,-11
135,1.00,0.00,-0.00,-0.00,-8,-14,-8
136,1.00,0.00,-0.00,-0.00,-4,-16,-18
137,1.00,0.00,-0.00,-0.00,-5,-18,-16
138,1.00,0.00,-0.00,-0.00,-5,-21,-20
139,1.00,0.00,-0.00,-0.00,-6,-23,-21
140,1.00,0.00,-0.00,-0.00,-4,-23,-14
141,1.00,0.00,-0.00,-0.00,1,-20,-11
142,1.00,0.00,-0.00,-0.00,5,-23,-6
143,1.00,0.00,-0.00,-0.00,8,-24,0
144,1.00,0.00,-0.00,-0.00,13,-27,0
145,1.00,0.00,-0.00,-0.00,9,-28,0
146,1.00,0.00,-0.00,-0.00,10,-25,3
147,1.00,0.00,-0.00,-0.00,6,-24,-1
148,1.00,0.00,-0.00,-0.00,2,-19,-2
149,1.00,0.00,-0.00,-0.00,0,-16,-1
150,1.00,0.00,-0.00,-0.00,-5,-17,-8
151,1.00,0.00,-0.00,-0.00,-4,-18,-21
152,1.00,0.00,-0.00,-0.00,-5,-13,-20
153,1.00,0.00,-0.00,-0.00,-5,-13,-13
154,1.00,0.00,-0.00,-0.00,-11,-14,-11
155,1.00,0.00,-0.00,-0.00,-12,-14,-6
156,1.00,0.00,-0.00,-0.00,-8,-17,-12
157,1.00,0.00,-0.00,-0.00,-10,-15,-9
158,1.00,0.00,-0.00,-0.00,-7,-18,-15
159,1.00,0.00,-0.00,-0.00,-1,-13,-13
160,1.00,0.00,-0.00,-0.00,2,-14,-5
161,1.00,0.00,-0.00,-0.00,4,-12,-6
162,1.00,0.00,-0.00,-0.00,0,-11,0
163,1.00,0.00,-0.00,-0.00,0,-10,-7
164,1.00,0.00,-0.00,-0.00,0,-12,-15
165,1.00,0.00,-0.00,-0.00,-5,-9,-8
166,1.00,0.00,-0.00,-0.00,-6,-8,-11
167,1.00,0.00,-0.00,-0.00,-6,-9,-12
168,1.00,0.00,-0.00,-0.00,-5,-9,-6
169,1.00,0.00,-0.00,-0.00,-6,-8,-4
170,1.00,0.00,-0.00,-0.00,-6,-11,-8
171,1.00,0.00,-0.00,-0.00,-4,-16,-6
172,1.00,0.00,-0.00,-0.00,-2,-21,-6
173,1.00,0.00,-0.00,-0.00,1,-21,-1
174,1.00,0.00,-0.00,-0.00,1,-24,0
175,1.00,0.00,-0.00,-0.00,1,-21,0
176,1.00,0.00,-0.00,-0.00,0,-21,1
177,1.00,0.00,-0.00,-0.00,0,-23,-1
178,1.00,0.00,-0.00,-0.00,-1,-20,-1
179,1.00,0.00,-0.00,-0.00,0,-21,0
180,1.00,0.00,-0.00,-0.00,0,-18,7
181,1.00,0.00,-0.00,-0.00,-1,-15,11
182,1.00,0.00,-0.00,-0.00,0,-14,11
183,1.00,0.00,-0.00,-0.00,-1,-15,3
184,1.00,0.00,-0.00,-0.00,-5,-16,-1
185,1.00,0.00,-0.00,-0.00,-5,-17,1
186,1.00,0.00,-0.00,-0.00,-9,-19,8
187,1.00,0.00,-0.00,-0.00,-13,-14,4
188,1.00,0.00,-0.00,-0.00,-15,-13,0
189,1.00,0.00,-0.00,-0.00,-13,-14,1
190,1.00,0.00,-0.00,-0.00,-14,-9,-2
191,1.00,0.00,-0.00,-0.00,-9,-10,-2
192,1.00,0.00,-0.00,-0.00,-2,-13,0
193,1.00,0.00,-0.00,-0.00,0,-18,-4
194,1.00,0.00,-0.00,-0.00,-4,-17,-9
195,1.00,0.00,-0.00,-0.00,0,-18,-9
196,1.00,0.00,-0.00,-0.00,-2,-18,-7
197,1.00,0.00,-0.00,-0.00,-6,-14,-8
198,1.00,0.00,-0.00,-0.00,-8,-15,0
199,1.00,0.00,-0.00,-0.00,-14,-8,0
200,1.00,0.00,-0.00,-0.00,-13,-9,-3
201,1.00,0.00,-0.00,-0.00,-14,-11,0
202,1.00,0.00,-0.00,-0.00,-10,-11,-5
203,1.00,0.00,-0.00,-0.00,-12,-14,-9
204,1.00,0.00,-0.00,-0.00,-8,-16,-9
205,1.00,0.00,-0.00,-0.00,-9,-11,-9
206,1.00,0.00,-0.00,-0.00,-8,-9,-10
207,1.00,0.00,-0.00,-0.00,-6,-10,-8
208,1.00,0.00,-0.00,-0.00,-4,-9,-16
209,1.00,0.00,-0.00,-0.00,0,-15,-17
210,1.00,0.00,-0.00,-0.00,1,-16,-8
211,1.00,0.00,-0.00,-0.00,1,-7,-4
212,1.00,0.00,-0.00,-0.00,3,-4,-9
213,1.00,0.00,-0.00,-0.00,0,-6,-13
214,1.00,0.00,-0.00,-0.00,0,-10,-14
215,1.00,0.00,-0.00,-0.00,-2,-12,-9
216,1.00,0.00,-0.00,-0.00,-3,-8,-14
217,1.00,0.00,-0.00,-0.00,-1,-10,-15
218,1.00,0.00,-0.00,-0.00,0,-7,-2
219,1.00,0.00,-0.00,-0.00,-1,-4,-2
220,1.00,0.00,-0.00,-0.00,-9,-4,-11
221,1.00,0.00,-0.00,-0.00,-8,-1,-13
222,1.00,0.00,-0.00,-0.00,-7,-4,-12
223,1.00,0.00,-0.00,-0.00,-4,-3,-14
224,1.00,0.00,-0.00,-0.00,-7,-5,-5
225,1.00,0.00,-0.00,-0.00,-8,-8,-5
226,1.00,0.00,-0.00,-0.00,-4,-4,-15
227,1.00,0.00,-0.00,-0.00,-5,-6,-15
228,1.00,0.00,-0.00,-0.00,-3,-5,-14
229,1.00,0.00,-0.00,-0.00,0,-6,-10
230,1.00,0.00,-0.00,-0.00,-2,-7,-5
231,1.00,0.00,-0.00,-0.00,-2,-4,-7
232,1.00,0.00,-0.00,-0.00,-7,-3,-1
233,1.00,0.00,-0.00,-0.00,-4,-6,-7
234,1.00,0.00,-0.00,-0.00,-6,-6,2
235,1.00,0.00,-0.00,-0.00,-12,-7,0
236,1.00,0.00,-0.00,-0.00,-10,-4,-5
237,1.00,0.00,-0.00,-0.00,-7,0,-9
238,1.00,0.00,-0.00,-0.00,-8,0,-10
239,1.00,0.00,-0.00,-0.00,-4,2,-16
240,1.00,0.00,-0.00,-0.00,0,0,-22
241,1.00,0.00,-0.00,-0.00,0,0,-24
242,1.00,0.00,-0.00,-0.00,0,2,-21
243,1.00,0.00,-0.00,-0.00,1,0,-18
244,1.00,0.00,-0.00,-0.00,1,2,-15
245,1.00,0.00,-0.00,-0.00,2,0,-12
246,1.00,0.00,-0.00,-0.00,1,2,-4
247,1.00,0.00,-0.00,-0.00,-5,-3,-9
248,1.00,0.00,-0.00,-0.00,0,-7,-13
249,1.00,0.00,-0.00,-0.00,-1,0,-12
250,1.00,0.00,-0.00,-0.00,-7,3,-18
251,1.00,0.00,-0.00,-0.00,-6,7,-18
252,1.00,0.00,-0.00,-0.00,-4,6,-20
253,1.00,0.00,-0.00,-0.00,-6,5,-20
254,1.00,0.00,-0.00,-0.00,-6,0,-16
255,1.00,0.00,-0.00,-0.00,-6,-3,-12
256,1.00,0.00,-0.00,-0.00,-7,0,-6
257,1.00,0.00,-0.00,-0.00,-9,-3,-4
258,1.00,0.00,-0.00,-0.00,-15,0,-9
259,1.00,0.00,-0.00,-0.00,-9,-3,-18
260,1.00,0.00,-0.00,-0.00,-5,-6,-18
261,1.00,0.00,-0.00,-0.00,0,-6,-16
262,1.00,0.00,-0.00,-0.00,-1,-2,-10
263,1.00,0.00,-0.00,-0.00,-2,-4,-16
264,1.00,0.00,-0.00,-0.00,-3,-3,-12
265,1.00,0.00,-0.00,-0.00,-3,-5,-1
266,1.00,0.00,-0.00,-0.00,-1,-8,-4
267,1.00,0.00,-0.00,-0.00,-4,-8,-6
268,1.00,0.00,-0.00,-0.00,-7,-3,-1
269,1.00,0.00,-0.00,-0.00,-4,0,2
270,1.00,0.00,-0.00,-0.00,-5,0,2
271,1.00,0.00,-0.00,-0.00,-7,2,0
272,1.00,0.00,-0.00,-0.00,-4,1,1
273,1.00,0.00,-0.00,-0.00,-3,1,-9
274,1.00,0.00,-0.00,-0.00,-1,-1,-10
275,1.00,0.00,-0.00,-0.00,-3,-4,-6
276,1.00,0.00,-0.00,-0.00,-6,-5,-5
277,1.00,0.00,-0.00,-0.00,-4,-2,-5
278,1.00,0.00,-0.00,-0.00,-8,2,-3
279,1.00,0.00,-0.00,-0.00,-4,0,0
280,1.00,0.00,-0.00,-0.00,-4,-1,4
281,1.00,0.00,-0.00,-0.00,-8,-4,-1
282,1.00,0.00,-0.00,-0.00,-8,-1,0
283,1.00,0.00,-0.00,-0.00,-6,0,0
284,1.00,0.00,-0.00,-0.00,-3,0,-4
285,1.00,0.00,-0.00,-0.00,-9,-2,-9
286,1.00,0.00,-0.00,-0.00,-11,-4,3
287,1.00,0.00,-0.00,-0.00,-5,-2,5
288,1.00,0.00,-0.00,-0.00,-4,-1,-4
289,1.00,0.00,-0.00,-0.00,-4,0,-8
290,1.00,0.00,-0.00,-0.00,-7,-1,-17
291,1.00,0.00,-0.00,-0.00,-6,0,-20
292,1.00,0.00,-0.00,-0.00,-7,0,-25
293,1.00,0.00,-0.00,-0.00,-7,0,-28
294,1.00,0.00,-0.00,-0.00,-6,0,-31
295,1.00,0.00,-0.00,-0.00,-1,0,-24
296,1.00,0.00,-0.00,-0.00,0,0,-22
297,1.00,0.00,-0.00,-0.00,-3,-2,-19
298,1.00,0.00,-0.00,-0.00,-4,-1,-19
299,1.00,0.00,-0.00,-0.00,0,-3,-13
300,1.00,0.00,-0.00,-0.00,1,-9,-3
301,1.00,0.00,-0.00,-0.00,0,-4,0
302,1.00,0.00,-0.00,-0.00,-5,-4,2
303,1.00,0.00,-0.00,-0.00,-6,-6,2
304,1.00,0.00,-0.00,-0.00,-7,-3,0
305,1.00,0.00,-0.00,-0.00,-6,2,-1
306,1.00,0.00,-0.00,-0.00,-8,1,-4
307,1.00,0.00,-0.00,-0.00,-12,0,0
308,1.00,0.00,-0.00,-0.00,-10,0,-4
309,1.00,0.00,-0.00,-0.00,-9,0,-1
310,1.00,0.00,-0.00,-0.00,-8,0,3
311,1.00,0.00,-0.00,-0.00,-6,-3,11
312,1.00,0.00,-0.00,-0.00,-5,-7,12
313,1.00,0.00,-0.00,-0.00,-3,-9,12
314,1.00,0.00,-0.00,-0.00,-6,-7,7
315,1.00,0.00,-0.00,-0.00,-8,-4,5
316,1.00,0.00,-0.00,-0.00,-3,0,-5
317,1.00,0.00,-0.00,-0.00,-1,0,-3
318,1.00,0.00,-0.00,-0.00,1,0,-4
319,1.00,0.00,-0.00,-0.00,-3,-1,-2
320,1.00,0.00,-0.00,-0.00,-3,0,-2
321,1.00,0.00,-0.00,-0.00,-3,-2,-1
322,1.00,0.00,-0.00,-0.00,-8,-1,0
323,1.00,0.00,-0.00,-0.00,-9,-2,0
324,1.00,0.00,-0.00,-0.00,-9,0,-6
325,1.00,0.00,-0.00,-0.00,-9,1,0
326,1.00,0.00,-0.00,-0.00,-7,-2,-6
327,1.00,0.00,-0.00,-0.00,-6,-7,-15
328,1.00,0.00,-0.00,-0.00,-6,-8,-18
329,1.00,0.00,-0.00,-0.00,-5,-1,-11
330,1.00,0.00,-0.00,-0.00,-5,0,-8
331,1.00,0.00,-0.00,-0.00,-3,0,-6
332,1.00,0.00,-0.00,-0.00,-3,-1,-5
333,1.00,0.00,-0.00,-0.00,-4,0,-3
334,1.00,0.00,-0.00,-0.00,-5,4,-6
335,1.00,0.00,-0.00,-0.00,-8,5,-10
336,1.00,0.00,-0.00,-0.00,-5,4,-4
337,1.00,0.00,-0.00,-0.00,-6,1,-2
338,1.00,0.00,-0.00,-0.00,-2,0,0
339,1.00,0.00,-0.00,-0.00,-1,0,2
340,1.00,0.00,-0.00,-0.00,-1,0,-2
341,1.00,0.00,-0.00,-0.00,-4,-3,-14
342,1.00,0.00,-0.00,-0.00,-7,-1,-12
343,1.00,0.00,-0.00,-0.00,-9,-2,-5
344,1.00,0.00,-0.00,-0.00,-11,-3,-13
345,1.00,0.00,-0.00,-0.00,-9,-2,-21
346,1.00,0.00,-0.00,-0.00,-8,-4,-22
347,1.00,0.00,-0.00,-0.00,-6,-2,-18
348,1.00,0.00,-0.00,-0.00,-8,0,-8
349,1.00,0.00,-0.00,-0.00,-6,0,-4
350,1.00,0.00,-0.00,-0.00,-5,0,-3
351,1.00,0.00,-0.00,-0.00,-6,-1,-5
352,1.00,0.00,-0.00,-0.00,-2,-1,-2
353,1.00,0.00,-0.00,-0.00,-3,0,-1
354,1.00,0.00,-0.00,-0.00,0,4,0
355,1.00,0.00,-0.00,-0.00,-1,7,-5
356,1.00,0.00,-0.00,-0.00,0,0,-17
357,1.00,0.00,-0.00,-0.00,0,-5,-16
358,1.00,0.00,-0.00,-0.00,-2,-5,-9
359,1.00,0.00,-0.00,-0.00,-1,0,0
360,1.00,0.00,-0.00,-0.00,-2,2,0
361,1.00,0.00,-0.00,-0.00,-7,0,-6
362,1.00,0.00,-0.00,-0.00,-5,1,-3
363,1.00,0.00,-0.00,-0.00,-3,0,-10
364,1.00,0.00,-0.00,-0.00,-1,1,-15
365,1.00,0.00,-0.00,-0.00,-5,-4,-17
366,1.00,0.00,-0.00,-0.00,-8,-2,-9
367,1.00,0.00,-0.00,-0.00,-6,-2,-12
368,1.00,0.00,-0.00,-0.00,-7,1,-10
369,1.00,0.00,-0.00,-0.00,-6,4,-10
370,1.00,0.00,-0.00,-0.00,-11,0,-13
371,1.00,0.00,-0.00,-0.00,-11,-4,-13
372,1.00,0.00,-0.00,-0.00,-10,-6,-11
373,1.00,0.00,-0.00,-0.00,-4,-2,-17
374,1.00,0.00,-0.00,-0.00,-3,-1,-17
375,1.00,0.00,-0.00,-0.00,-5,0,-11
376,1.00,0.00,-0.00,-0.00,-7,0,-8
377,1.00,0.00,-0.00,-0.00,-6,3,-3
378,1.00,0.00,-0.00,-0.00,-7,4,-7
379,1.00,0.00,-0.00,-0.00,-7,2,-9
380,1.00,0.00,-0.00,-0.00,-13,2,-11
381,1.00,0.00,-0.00,-0.00,-11,1,-9
382,1.00,0.00,-0.00,-0.00,-11,2,-3
383,1.00,0.00,-0.00,-0.00,-6,1,-8
384,1.00,0.00,-0.00,-0.00,-8,-1,-10
385,1.00,0.00,-0.00,-0.00,-8,3,-6
386,1.00,0.00,-0.00,-0.00,-4,2,-10
387,1.00,0.00,-0.00,-0.00,-2,2,-12
388,1.00,0.00,-0.00,-0.00,-4,2,-12
389,1.00,0.00,-0.00,-0.00,-7,-1,-13
390,1.00,0.00,-0.00,-0.00,-8,0,-7
391,1.00,0.00,-0.00,-0.00,-9,-2,-10
392,1.00,0.00,-0.00,-0.00,-9,-2,-8
393,1.00,0.00,-0.00,-0.00,-11,0,-13
394,1.00,0.00,-0.00,-0.00,-14,0,-17
395,1.00,0.00,-0.00,-0.00,-16,0,-13
396,1.00,0.00,-0.00,-0.00,-15,-4,-13
397,1.00,0.00,-0.00,-0.00,-16,-4,-13
398,1.00,0.00,-0.00,-0.00,-16,-4,-9
399,1.00,0.00,-0.00,-0.00,-10,0,-9
400,1.00,0.00,-0.00,-0.00,-8,0,-3
401,1.00,0.00,-0.00,-0.00,-11,-1,-3
402,1.00,0.00,-0.00,-0.00,-8,-2,1
403,1.00,0.00,-0.00,-0.00,-11,-4,2
404,1.00,0.00,-0.00,-0.00,-8,-1,11
405,1.00,0.00,-0.00,-0.00,-7,-1,7
406,1.00,0.00,-0.00,-0.00,-10,0,7
407,1.00,0.00,-0.00,-0.00,-11,0,5
408,1.00,0.00,-0.00,-0.00,-7,-2,3
409,1.00,0.00,-0.00,-0.00,-7,-3,0
410,1.00,0.00,-0.00,-0.00,-7,-3,0
411,1.00,0.00,-0.00,-0.00,-7,0,-1
412,1.00,0.00,-0.00,-0.00,-11,2,-4
413,1.00,0.00,-0.00,-0.00,-11,2,-9
414,1.00,0.00,-0.00,-0.00,-8,1,-4
415,1.00,0.00,-0.00,-0.00,-10,-3,-5
416,1.00,0.00,-0.00,-0.00,-9,-8,-7
417,1.00,0.00,-0.00,-0.00,-12,-2,1
418,1.00,0.00,-0.00,-0.00,-12,2,0
419,1.00,0.00,-0.00,-0.00,-11,4,0
420,1.00,0.00,-0.00,-0.00,-2,5,-1
421,1.00,0.00,-0.00,-0.00,-6,3,1
422,1.00,0.00,-0.00,-0.00,-6,4,0
423,1.00,0.00,-0.00,-0.00,-6,1,5
424,1.00,0.00,-0.00,-0.00,-7,3,9
425,1.00,0.00,-0.00,-0.00,-9,5,11
426,1.00,0.00,-0.00,-0.00,-7,10,10
427,1.00,0.00,-0.00,-0.00,-8,7,9
428,1.00,0.00,-0.00,-0.00,-9,1,0
429,1.00,0.00,-0.00,-0.00,-8,-2,-3
430,1.00,0.00,-0.00,-0.00,-9,0,3
431,1.00,0.00,-0.00,-0.00,-7,5,1
432,1.00,0.00,-0.00,-0.00,-5,9,0
433,1.00,0.00,-0.00,-0.00,-8,8,-4
434,1.00,0.00,-0.00,-0.00,-6,5,-2
435,1.00,0.00,-0.00,-0.00,-9,2,-1
436,1.00,0.00,-0.00,-0.00,-8,-4,0
437,1.00,0.00,-0.00,-0.00,-5,-1,0
438,1.00,0.00,-0.00,-0.00,-6,0,0
439,1.00,0.00,-0.00,-0.00,-6,0,-5
440,1.00,0.00,-0.00,-0.00,-8,-1,-7
441,1.00,0.00,-0.00,-0.00,-7,-1,-11
442,1.00,0.00,-0.00,-0.00,-6,1,-16
443,1.00,0.00,-0.00,-0.00,-9,2,-18
444,1.00,0.00,-0.00,-0.00,-10,3,-12
445,1.00,0.00,-0.00,-0.00,-9,6,-10
446,1.00,0.00,-0.00,-0.00,-8,7,-9
447,1.00,0.00,-0.00,-0.00,-6,2,-21
448,1.00,0.00,-0.00,-0.00,-5,0,-22
449,1.00,0.00,-0.00,-0.00,-3,2,-21
450,1.00,0.00,-0.00,-0.00,-4,1,-12
451,1.00,0.00,-0.00,-0.00,-4,0,-8
452,1.00,0.00,-0.00,-0.00,-3,7,-2
453,1.00,0.00,-0.00,-0.00,0,7,-5
454,1.00,0.00,-0.00,-0.00,1,1,-11
455,1.00,0.00,-0.00,-0.00,-1,-2,-6
456,1.00,0.00,-0.00,-0.00,5,-7,-2
457,1.00,0.00,-0.00,-0.00,0,-5,-1
458,1.00,0.00,-0.00,-0.00,-5,0,3
459,1.00,0.00,-0.00,-0.00,-6,0,3
460,1.00,0.00,-0.00,-0.00,-5,-4,2
461,1.00,0.00,-0.00,-0.00,-2,-3,14
462,1.00,0.00,-0.00,-0.00,-3,-1,9
463,1.00,0.00,-0.00,-0.00,-5,2,5
464,1.00,0.00,-0.00,-0.00,-7,5,4
465,1.00,0.00,-0.00,-0.00,-14,6,-1
466,1.00,0.00,-0.00,-0.00,-15,5,-6
467,1.00,0.00,-0.00,-0.00,-9,1,-9
468,1.00,0.00,-0.00,-0.00,-6,4,-9
469,1.00,0.00,-0.00,-0.00,-5,4,-7
470,1.00,0.00,-0.00,-0.00,-1,7,-5
471,1.00,0.00,-0.00,-0.00,-2,3,-2
472,1.00,0.00,-0.00,-0.00,-5,4,-3
473,1.00,0.00,-0.00,-0.00,-5,4,0
474,1.00,0.00,-0.00,-0.00,-2,0,-1
475,1.00,0.00,-0.00,-0.00,-3,0,-2
476,1.00,0.00,-0.00,-0.00,-2,0,-3
477,1.00,0.00,-0.00,-0.00,-5,2,1
478,1.00,0.00,-0.00,-0.00,-9,3,1
479,1.00,0.00,-0.00,-0.00,-9,2,0
480,1.00,0.00,-0.00,-0.00,-9,0,-9
481,1.00,0.00,-0.00,-0.00,-11,-4,-14
482,1.00,0.00,-0.00,-0.00,-8,-6,-13
483,1.00,0.00,-0.00,-0.00,-8,-6,-12
484,1.00,0.00,-0.00,-0.00,-11,-4,-10
485,1.00,0.00,-0.00,-0.00,-16,-1,-10
486,1.00,0.00,-0.00,-0.00,-17,0,-4
487,1.00,0.00,-0.00,-0.00,-13,1,5
488,1.00,0.00,-0.00,-0.00,-9,0,3
489,1.00,0.00,-0.00,-0.00,-7,-2,-1
490,1.00,0.00,-0.00,-0.00,-6,-3,0
491,1.00,0.00,-0.00,-0.00,-8,-4,0
492,1.00,0.00,-0.00,-0.00,-12,-8,2
493,1.00,0.00,-0.00,-0.00,-15,-5,7
494,1.00,0.00,-0.00,-0.00,-18,-2,11
495,1.00,0.00,-0.00,-0.00,-9,-1,5
496,1.00,0.00,-0.00,-0.00,-11,-1,3
497,1.00,0.00,-0.00,-0.00,-14,-1,7
498,1.00,0.00,-0.00,-0.00,-16,1,2
499,1.00,0.00,-0.00,-0.00,-12,0,0
500,1.00,0.00,-0.00,-0.00,-13,1,-4
501,1.00,0.00,-0.00,-0.00,-12,1,-3
