time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2022/10/27/22:40:56.700545,0,0,0,base_link,0.500112781532,0.150051773082,0.149202628895,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.710624,1,0,0,base_link,0.500112781532,0.150051773082,0.149077628889,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.720621,2,0,0,base_link,0.500112781532,0.150051773082,0.148952628883,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.730680,3,0,0,base_link,0.500112781532,0.150051773082,0.148827628921,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.741937,4,0,0,base_link,0.500112781532,0.150051773082,0.14870262893,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.750527,5,0,0,base_link,0.500112781532,0.150051773082,0.148577629026,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.760812,6,0,0,base_link,0.500112781532,0.150051773082,0.148452629122,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.770693,7,0,0,base_link,0.500112781532,0.150051773082,0.148327629276,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.781368,8,0,0,base_link,0.500112781532,0.150051773082,0.148202629546,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.790618,9,0,0,base_link,0.500112781532,0.150051773082,0.148077629759,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.800547,10,0,0,base_link,0.500112781532,0.150051773082,0.147952630087,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.810744,11,0,0,base_link,0.500112781532,0.150051773082,0.147827630533,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.821658,12,0,0,base_link,0.500112781532,0.150051773082,0.147702630978,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.830570,13,0,0,base_link,0.500112781532,0.150051773082,0.147577631656,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.840522,14,0,0,base_link,0.500112781532,0.150051773082,0.147452632334,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.850492,15,0,0,base_link,0.500112781532,0.150051773082,0.147327633128,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.860505,16,0,0,base_link,0.500112781532,0.150051773082,0.147202634155,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.870501,17,0,0,base_link,0.500112781532,0.150051773082,0.147077635066,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.880866,18,0,0,base_link,0.500112781532,0.150051773082,0.146952636443,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.890486,19,0,0,base_link,0.500112781532,0.150051773082,0.146827637586,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.900496,20,0,0,base_link,0.500112781532,0.150051773082,0.146702639196,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.910684,21,0,0,base_link,0.500112781532,0.150051773082,0.146577640805,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.920496,22,0,0,base_link,0.500112781532,0.150051773082,0.146452642647,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.930487,23,0,0,base_link,0.500112781532,0.150051773082,0.146327644489,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.940605,24,0,0,base_link,0.500112781532,0.150051773082,0.146202646564,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.950498,25,0,0,base_link,0.500112781532,0.150051773082,0.146077648872,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.960459,26,0,0,base_link,0.500112781532,0.150051773082,0.145952651413,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.970580,27,0,0,base_link,0.500112781532,0.150051773082,0.145827654186,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.980723,28,0,0,base_link,0.500112781532,0.150051773082,0.145702657193,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:56.990500,29,0,0,base_link,0.500112781532,0.150051773082,0.145577660199,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:57.000554,30,0,0,base_link,0.500112781532,0.150051773082,0.145452663671,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:57.010757,31,0,0,base_link,0.500112781532,0.150051773082,0.145327667376,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
2022/10/27/22:40:57.020524,32,0,0,base_link,0.500112781532,0.150051773082,0.145202671546,-0.0273882632156,0.999623459456,-0.000555855470884,0.00158536048393
