,Resolution,4,,,,,,,,,,,,
2022/10/27/22:32:45.655611,2022/10/27/22:32:45.65,5820789,1666935165,655497609,tool0_controller,-1.881487548,-0.115669609,-0.234771955,-0.068972168,0.014115956,-0.003753452,,2022/10/27/22:32:45.77,-0.20366638
2022/10/27/22:32:45.657847,2022/10/27/22:32:45.65,5820790,1666935165,657478539,tool0_controller,-1.826721302,-0.303733327,0.002658206,-0.066109067,0.007658556,-0.006207402,,2022/10/27/22:32:45.78,-0.28530767
2022/10/27/22:32:45.660065,2022/10/27/22:32:45.66,5820791,1666935165,659506545,tool0_controller,-2.052683024,0.160240225,-0.098616484,-0.066026918,0.010667475,0.004026183,,2022/10/27/22:32:45.79,0.115827057
2022/10/27/22:32:45.661752,2022/10/27/22:32:45.66,5820792,1666935165,661516980,tool0_controller,-1.858626427,-0.001196688,-0.171998086,-0.056770952,0.015476514,-0.001733132,,2022/10/27/22:32:45.80,-0.290606959
2022/10/27/22:32:45.663996,2022/10/27/22:32:45.66,5820793,1666935165,663488445,tool0_controller,-2.085476803,0.112126378,-0.632828956,-0.059001368,0.028396102,-0.000681774,,2022/10/27/22:32:45.81,-0.066855849
2022/10/27/22:32:45.665712,2022/10/27/22:32:45.66,5820794,1666935165,665474843,tool0_controller,-1.994085122,0.078949279,-0.071320838,-0.063138712,0.012668023,-0.001741826,,2022/10/27/22:32:45.82,-0.085112052
2022/10/27/22:32:45.667922,2022/10/27/22:32:45.66,5820795,1666935165,667465667,tool0_controller,-1.877808022,-0.087153302,-0.572502329,-0.062231125,0.019304537,-0.004434625,,2022/10/27/22:32:45.83,-0.052327943
2022/10/27/22:32:45.669608,2022/10/27/22:32:45.66,5820796,1666935165,669457674,tool0_controller,-1.9852225,0.034808698,-0.209528704,-0.061336418,0.015157016,0.00015364,,2022/10/27/22:32:45.84,-0.275057941
2022/10/27/22:32:45.671857,2022/10/27/22:32:45.67,5820797,1666935165,671466094,tool0_controller,-2.065392136,0.174094528,-0.248574179,-0.059347109,0.016849837,0.001670972,,2022/10/27/22:32:45.85,-0.076616453
2022/10/27/22:32:45.674103,2022/10/27/22:32:45.67,5820798,1666935165,673483157,tool0_controller,-2.041344376,0.112138929,-0.369295234,-0.064092437,0.018096,0.00357397,,2022/10/27/22:32:45.86,-0.251539267
2022/10/27/22:32:45.675797,2022/10/27/22:32:45.67,5820799,1666935165,675487431,tool0_controller,-1.986776347,-0.213841154,-0.300489855,-0.061718426,0.019199895,-0.002571914,,2022/10/27/22:32:45.87,-0.077925149
2022/10/27/22:32:45.678028,2022/10/27/22:32:45.67,5820800,1666935165,677448554,tool0_controller,-1.91038911,-0.308492253,-0.217602994,-0.067286093,0.014220604,-0.007503051,,2022/10/27/22:32:45.88,-0.792499825
2022/10/27/22:32:45.679723,2022/10/27/22:32:45.67,5820801,1666935165,679453654,tool0_controller,-1.9568064,0.028939378,-0.292751165,-0.067104074,0.016880453,0.003730277,,2022/10/27/22:32:45.89,-0.36544848
2022/10/27/22:32:45.681959,2022/10/27/22:32:45.68,5820802,1666935165,681441233,tool0_controller,-2.070182458,-0.004275849,-0.076475451,-0.06119893,0.012974711,-0.000939145,,2022/10/27/22:32:45.90,-0.164879556
2022/10/27/22:32:45.683642,2022/10/27/22:32:45.68,5820803,1666935165,683450091,tool0_controller,-1.96909743,-0.303637402,-0.172811551,-0.065079806,0.012977569,-0.00365152,,2022/10/27/22:32:45.91,-0.117817591
2022/10/27/22:32:45.685887,2022/10/27/22:32:45.68,5820804,1666935165,685437649,tool0_controller,-2.18319117,-0.269656788,-0.071665974,-0.060835817,0.011963536,-0.000505878,,2022/10/27/22:32:45.92,-0.447847461
2022/10/27/22:32:45.687580,2022/10/27/22:32:45.68,5820805,1666935165,687457798,tool0_controller,-1.93000662,-0.39288777,-0.470523202,-0.065706737,0.022172708,-0.006822853,,2022/10/27/22:32:45.93,-0.039768943
2022/10/27/22:32:45.689821,2022/10/27/22:32:45.68,5820806,1666935165,689451591,tool0_controller,-2.114891943,-0.082133148,-0.241050072,-0.068720593,0.019701012,0.002643455,,2022/10/27/22:32:45.94,-0.393277374
2022/10/27/22:32:45.692068,2022/10/27/22:32:45.69,5820807,1666935165,691447666,tool0_controller,-2.113008113,-0.256978603,-0.34520328,-0.060844052,0.022590828,-0.005021342,,2022/10/27/22:32:45.95,-0.570407125
2022/10/27/22:32:45.693752,2022/10/27/22:32:45.69,5820808,1666935165,693439248,tool0_controller,-1.974408243,-0.205394773,-0.216153271,-0.062519138,0.010311824,-0.004703648,,2022/10/27/22:32:45.96,-0.294246205
2022/10/27/22:32:45.695999,2022/10/27/22:32:45.69,5820809,1666935165,695446519,tool0_controller,-1.88991157,0.112865029,-0.133103871,-0.069982351,0.01143695,-0.000853283,,2022/10/27/22:32:45.97,-0.206793541
2022/10/27/22:32:45.697681,2022/10/27/22:32:45.69,5820810,1666935165,697440246,tool0_controller,-1.925188314,-0.266861989,-0.09830856,-0.063025947,0.011655918,-0.005653622,,2022/10/27/22:32:45.98,-0.489756242
2022/10/27/22:32:45.699925,2022/10/27/22:32:45.69,5820811,1666935165,699450855,tool0_controller,-1.980177641,-0.184400585,-0.472990885,-0.061504741,0.021236821,-0.001220753,,2022/10/27/22:32:45.99,0.043557479
2022/10/27/22:32:45.701604,2022/10/27/22:32:45.70,5820812,1666935165,701438997,tool0_controller,-1.992406513,0.023149919,-0.196189267,-0.065979312,0.017819317,0.001928326,,2022/10/27/22:32:46.00,-0.31483826
2022/10/27/22:32:45.703849,2022/10/27/22:32:45.70,5820813,1666935165,703447237,tool0_controller,-1.984455328,-0.290352914,-0.269913222,-0.067921009,0.016003364,-0.006922294,,2022/10/27/22:32:46.01,-0.377269654
2022/10/27/22:32:45.706094,2022/10/27/22:32:45.70,5820814,1666935165,705438457,tool0_controller,-2.021917199,0.060283554,-0.270088267,-0.061458026,0.014649951,0.00051,,2022/10/27/22:32:46.02,-0.166590142
2022/10/27/22:32:45.707789,2022/10/27/22:32:45.70,5820815,1666935165,707446431,tool0_controller,-2.13651246,-0.105740066,-0.202081939,-0.061313412,0.01598018,-0.002701509,,2022/10/27/22:32:46.03,-0.359336047
2022/10/27/22:32:45.710037,2022/10/27/22:32:45.71,5820816,1666935165,709442318,tool0_controller,-1.899198437,-0.227931721,-0.418232533,-0.057789762,0.019489525,-0.001620694,,2022/10/27/22:32:46.04,-0.263275951
2022/10/27/22:32:45.711695,2022/10/27/22:32:45.71,5820817,1666935165,711486149,tool0_controller,-2.118720282,-0.046039638,-0.226350272,-0.060574348,0.017053173,0.000281439,,2022/10/27/22:32:46.05,-0.322833625
2022/10/27/22:32:45.713931,2022/10/27/22:32:45.71,5820818,1666935165,713464690,tool0_controller,-2.160644398,-0.203617875,0.028725127,-0.064539544,0.012313355,-0.004486151,,2022/10/27/22:32:46.06,-0.102575092
2022/10/27/22:32:45.715617,2022/10/27/22:32:45.71,5820819,1666935165,715496178,tool0_controller,-2.017257872,-0.226304768,-0.35724091,-0.054459887,0.020122016,-0.005105689,,2022/10/27/22:32:46.07,-0.055624961
2022/10/27/22:32:45.717853,2022/10/27/22:32:45.71,5820820,1666935165,717482187,tool0_controller,-2.045594455,-0.154007233,-0.218476723,-0.062325255,0.016667934,-0.00112225,,2022/10/27/22:32:46.08,-0.154486882
2022/10/27/22:32:45.720059,2022/10/27/22:32:45.72,5820821,1666935165,719475827,tool0_controller,-1.966720534,-0.076917857,-0.246391771,-0.062130051,0.015965659,0.001582404,,2022/10/27/22:32:46.09,-0.146425538
2022/10/27/22:32:45.721738,2022/10/27/22:32:45.72,5820822,1666935165,721471366,tool0_controller,-1.966757003,0.135779471,-0.178342187,-0.058352088,0.014008804,0.00718883,,2022/10/27/22:32:46.10,-0.369513463
2022/10/27/22:32:45.723975,2022/10/27/22:32:45.72,5820823,1666935165,723478801,tool0_controller,-1.973735885,-0.309951509,-0.159683494,-0.064346572,0.015046667,-0.006891217,,2022/10/27/22:32:46.11,-0.370725478
2022/10/27/22:32:45.725661,2022/10/27/22:32:45.72,5820824,1666935165,725509611,tool0_controller,-1.775034853,0.010257802,-0.26162644,-0.066105444,0.01775181,-6.22E-05,,2022/10/27/22:32:46.12,-0.295329765
2022/10/27/22:32:45.727903,2022/10/27/22:32:45.72,5820825,1666935165,727477148,tool0_controller,-2.000453873,-0.311500894,-0.262840447,-0.062067725,0.020455255,-0.008563451,,2022/10/27/22:32:46.13,-0.178774814
2022/10/27/22:32:45.729578,2022/10/27/22:32:45.72,5820826,1666935165,729450208,tool0_controller,-1.971362419,-0.271063466,-0.09037238,-0.066243756,0.013811975,-0.00201183,,2022/10/27/22:32:46.14,-0.142572724
2022/10/27/22:32:45.731824,2022/10/27/22:32:45.73,5820827,1666935165,731455203,tool0_controller,-2.009880828,-0.144401873,-0.239617194,-0.059417385,0.012456848,-0.001119083,,2022/10/27/22:32:46.15,-0.059933672
2022/10/27/22:32:45.734109,2022/10/27/22:32:45.73,5820828,1666935165,733447526,tool0_controller,-2.150555474,-0.090115805,-0.317668947,-0.070636367,0.01280703,-0.001237992,,2022/10/27/22:32:46.16,-0.233392154
2022/10/27/22:32:45.735769,2022/10/27/22:32:45.73,5820829,1666935165,735458177,tool0_controller,-2.028235559,-0.129217824,0.106816494,-0.067491435,0.002089511,-0.004979291,,2022/10/27/22:32:46.17,-0.120337509
2022/10/27/22:32:45.738012,2022/10/27/22:32:45.73,5820830,1666935165,737455812,tool0_controller,-2.061621536,-0.120970096,-0.261960114,-0.06278075,0.016282551,-0.002105503,,2022/10/27/22:32:46.18,-0.122729982
2022/10/27/22:32:45.739698,2022/10/27/22:32:45.73,5820831,1666935165,739454976,tool0_controller,-2.132953053,-0.056671388,-0.504647638,-0.064822219,0.023593393,0.000569182,,2022/10/27/22:32:46.19,-0.331476525
2022/10/27/22:32:45.741942,2022/10/27/22:32:45.74,5820832,1666935165,741518696,tool0_controller,-1.917818173,-0.044565059,-0.210295495,-0.069678115,0.01363142,-0.001936035,,2022/10/27/22:32:46.20,-0.18859633
2022/10/27/22:32:45.743630,2022/10/27/22:32:45.74,5820833,1666935165,743499297,tool0_controller,-2.029252491,-0.047352503,0.009331606,-0.067313163,0.006980218,-6.89E-06,,2022/10/27/22:32:46.21,-0.265204331
2022/10/27/22:32:45.745878,2022/10/27/22:32:45.74,5820834,1666935165,745511613,tool0_controller,-2.084556049,-0.254141941,-0.138856744,-0.064805812,0.009655026,-0.004654911,,2022/10/27/22:32:46.22,-0.135930451
2022/10/27/22:32:45.748125,2022/10/27/22:32:45.74,5820835,1666935165,747513727,tool0_controller,-1.901317917,0.059505005,-0.323337737,-0.063668783,0.014320832,0.002901141,,2022/10/27/22:32:46.23,-0.435829144
2022/10/27/22:32:45.749802,2022/10/27/22:32:45.74,5820836,1666935165,749474030,tool0_controller,-2.087220761,-0.313657765,-0.163008215,-0.060866256,0.012757527,-0.004822738,,2022/10/27/22:32:46.24,-0.395285972
2022/10/27/22:32:45.752082,2022/10/27/22:32:45.75,5820837,1666935165,751529470,tool0_controller,-1.866585132,-0.15134928,-0.048776532,-0.066288152,0.012703777,-0.002843466,,2022/10/27/22:32:46.25,-0.111801992
2022/10/27/22:32:45.753727,2022/10/27/22:32:45.75,5820838,1666935165,753489691,tool0_controller,-1.970978879,-0.223387419,-0.18758563,-0.062632491,0.020629735,-0.007786282,,2022/10/27/22:32:46.26,-0.200046089
2022/10/27/22:32:45.756038,2022/10/27/22:32:45.75,5820839,1666935165,755496285,tool0_controller,-1.836301288,0.094293051,-0.057964458,-0.065678708,0.015805297,0.002084982,,2022/10/27/22:32:46.27,-0.056980964
2022/10/27/22:32:45.757713,2022/10/27/22:32:45.75,5820840,1666935165,757546433,tool0_controller,-2.07620966,-0.188541818,-0.239679692,-0.062408611,0.012909692,-0.003122618,,2022/10/27/22:32:46.28,-0.28194197
2022/10/27/22:32:45.759915,2022/10/27/22:32:45.75,5820841,1666935165,759523326,tool0_controller,-2.21147358,-0.281244989,-0.301191887,-0.065275011,0.014431578,-0.006679825,,2022/10/27/22:32:46.29,-0.155631007
2022/10/27/22:32:45.762207,2022/10/27/22:32:45.76,5820842,1666935165,761599795,tool0_controller,-1.986884864,0.031717129,-0.426178253,-0.05654928,0.015520884,0.004026281,,2022/10/27/22:32:46.30,-0.339721368
2022/10/27/22:32:45.763908,2022/10/27/22:32:45.76,5820843,1666935165,763563439,tool0_controller,-2.133397663,0.262446895,-0.218727678,-0.060310507,0.016700206,0.0065919,,2022/10/27/22:32:46.31,-0.112854378
2022/10/27/22:32:45.766131,2022/10/27/22:32:45.76,5820844,1666935165,765587896,tool0_controller,-2.164408197,0.238660883,-0.205001598,-0.062535949,0.024194367,0.004643842,,2022/10/27/22:32:46.32,-0.071289912
2022/10/27/22:32:45.767822,2022/10/27/22:32:45.76,5820845,1666935165,767582136,tool0_controller,-2.065851039,-0.015267164,-0.170947003,-0.059371519,0.021080015,-0.001912113,,2022/10/27/22:32:46.33,-0.435117312
2022/10/27/22:32:45.771423,2022/10/27/22:32:45.77,5820846,1666935165,771118731,tool0_controller,-2.054673511,0.087071658,-0.20366638,-0.071176969,0.017856324,0.006275526,,2022/10/27/22:32:46.34,-0.201815145
2022/10/27/22:32:45.776248,2022/10/27/22:32:45.77,5820847,1666935165,775837441,tool0_controller,-1.899933689,-0.300405608,-0.321457836,-0.062718688,0.014466038,-0.006707824,,2022/10/27/22:32:46.35,-0.190897594
2022/10/27/22:32:45.780207,2022/10/27/22:32:45.78,5820848,1666935165,779441809,tool0_controller,-1.82753832,0.0878299,-0.28530767,-0.061149512,0.012115975,-0.000722423,,2022/10/27/22:32:46.36,0.029380027
2022/10/27/22:32:45.782506,2022/10/27/22:32:45.78,5820849,1666935165,782232022,tool0_controller,-1.990345844,-0.01081471,0.033616962,-0.06165086,0.013607016,0.002601733,,2022/10/27/22:32:46.37,-0.103191099
2022/10/27/22:32:45.785890,2022/10/27/22:32:45.78,5820850,1666935165,785593692,tool0_controller,-1.955213501,-0.211799359,-0.213065698,-0.066172914,0.023829015,-0.004231174,,2022/10/27/22:32:46.38,0.110154956
2022/10/27/22:32:45.788658,2022/10/27/22:32:45.78,5820851,1666935165,788230691,tool0_controller,-1.989544127,-0.378158995,-0.319603065,-0.064079576,0.024954673,-0.006031914,,2022/10/27/22:32:46.39,-0.276506471
2022/10/27/22:32:45.790876,2022/10/27/22:32:45.79,5820852,1666935165,790342230,tool0_controller,-1.939798163,-0.145947099,0.115827057,-0.067279131,0.00820415,-0.004958235,,2022/10/27/22:32:46.40,-0.289027825
2022/10/27/22:32:45.792537,2022/10/27/22:32:45.79,5820853,1666935165,792141831,tool0_controller,-1.825267308,0.048836218,-0.457877141,-0.057927831,0.012455982,0.000630193,,2022/10/27/22:32:46.41,-0.52245663
2022/10/27/22:32:45.794231,2022/10/27/22:32:45.79,5820854,1666935165,793916942,tool0_controller,-2.03960446,-0.269630938,-0.622249269,-0.066720067,0.016665405,-0.004485957,,2022/10/27/22:32:46.42,-0.040868328
2022/10/27/22:32:45.795907,2022/10/27/22:32:45.79,5820855,1666935165,795704592,tool0_controller,-2.03946164,-0.313028835,-0.414733317,-0.065920063,0.022182678,-0.005862478,,2022/10/27/22:32:46.43,-0.226047057
2022/10/27/22:32:45.797629,2022/10/27/22:32:45.79,5820856,1666935165,797490460,tool0_controller,-1.915448197,-0.146496422,-0.133582324,-0.065960785,0.015614073,-5.91E-05,,2022/10/27/22:32:46.44,-0.477697601
2022/10/27/22:32:45.799330,2022/10/27/22:32:45.79,5820857,1666935165,799175635,tool0_controller,-2.306579973,-0.223906814,-0.229723392,-0.062119386,0.020245016,0.000177109,,2022/10/27/22:32:46.45,-0.195239015
2022/10/27/22:32:45.801594,2022/10/27/22:32:45.80,5820858,1666935165,800904484,tool0_controller,-1.953113741,-0.585729323,-0.290606959,-0.070510798,0.015476479,-0.004177946,,2022/10/27/22:32:46.46,-0.44483048
2022/10/27/22:32:45.803226,2022/10/27/22:32:45.80,5820859,1666935165,802712954,tool0_controller,-2.056423692,-0.402290778,-0.169883999,-0.059182515,0.010203035,-0.000174193,,2022/10/27/22:32:46.47,-0.168220511
2022/10/27/22:32:45.804938,2022/10/27/22:32:45.80,5820860,1666935165,804442292,tool0_controller,-1.909744676,-0.263549999,-0.066316023,-0.062258954,0.007901726,-0.00415295,,2022/10/27/22:32:46.48,-0.359393822
2022/10/27/22:32:45.806583,2022/10/27/22:32:45.80,5820861,1666935165,806138978,tool0_controller,-2.144812371,0.187411403,-0.143700737,-0.070585301,0.015635365,0.001315438,,2022/10/27/22:32:46.49,-0.446909138
2022/10/27/22:32:45.808424,2022/10/27/22:32:45.80,5820862,1666935165,807833867,tool0_controller,-2.070069022,-0.320050289,-0.282313269,-0.059437743,0.022505276,-0.00841415,,2022/10/27/22:32:46.50,-0.091077548
2022/10/27/22:32:45.811129,2022/10/27/22:32:45.81,5820863,1666935165,810484838,tool0_controller,-1.884628364,-0.2128971,-0.066855849,-0.069391708,0.012938839,-0.002984118,,2022/10/27/22:32:46.51,-0.266389127
2022/10/27/22:32:45.813324,2022/10/27/22:32:45.81,5820864,1666935165,813052725,tool0_controller,-1.988808665,-0.34436793,-0.394382044,-0.057120648,0.024125922,-0.006861562,,2022/10/27/22:32:46.52,-0.039053533
2022/10/27/22:32:45.815835,2022/10/27/22:32:45.81,5820865,1666935165,814874627,tool0_controller,-1.951062404,-0.27930287,-0.345898612,-0.062508763,0.01704487,-0.006463175,,2022/10/27/22:32:46.53,-0.310756253
2022/10/27/22:32:45.817152,2022/10/27/22:32:45.81,5820866,1666935165,816675615,tool0_controller,-1.921771347,0.092596348,-0.054482098,-0.067049966,0.007723521,-0.003916902,,2022/10/27/22:32:46.54,-0.350347098
2022/10/27/22:32:45.818807,2022/10/27/22:32:45.81,5820867,1666935165,818480098,tool0_controller,-1.868900609,-0.204686837,-0.377527436,-0.06176552,0.022675858,-0.00976108,,2022/10/27/22:32:46.55,0.083711309
2022/10/27/22:32:45.820529,2022/10/27/22:32:45.82,5820868,1666935165,820293866,tool0_controller,-1.870285962,-0.204293712,-0.085112052,-0.064969458,0.017368033,-0.005528544,,2022/10/27/22:32:46.56,-0.149539018
2022/10/27/22:32:45.824435,2022/10/27/22:32:45.82,5820869,1666935165,822055411,tool0_controller,-1.950154485,-0.213409525,0.026399383,-0.068332942,0.015232042,-0.003490307,,2022/10/27/22:32:46.57,0.050573908
2022/10/27/22:32:45.824469,2022/10/27/22:32:45.82,5820870,1666935165,823735960,tool0_controller,-2.018102377,0.194819698,-0.083519853,-0.064582076,0.016610368,0.005404519,,2022/10/27/22:32:46.58,-0.085957005
2022/10/27/22:32:45.826060,2022/10/27/22:32:45.82,5820871,1666935165,825410677,tool0_controller,-1.828462518,-0.27018737,-0.158410173,-0.065143632,0.010686534,-0.005499026,,2022/10/27/22:32:46.59,-0.655559729
2022/10/27/22:32:45.827406,2022/10/27/22:32:45.82,5820872,1666935165,827117024,tool0_controller,-2.028325312,-0.249737432,-0.230214867,-0.062913692,0.013727789,-0.005348313,,2022/10/27/22:32:46.60,-0.326353916
2022/10/27/22:32:45.829092,2022/10/27/22:32:45.82,5820873,1666935165,828816968,tool0_controller,-2.131053798,-0.011450415,-0.276582191,-0.063682457,0.019032465,-0.00332088,,2022/10/27/22:32:46.61,-0.692595823
2022/10/27/22:32:45.830773,2022/10/27/22:32:45.83,5820874,1666935165,830502090,tool0_controller,-2.065076934,0.265059006,-0.052327943,-0.064709513,0.009080373,0.009709627,,2022/10/27/22:32:46.62,-0.345886742
2022/10/27/22:32:45.832429,2022/10/27/22:32:45.83,5820875,1666935165,832186498,tool0_controller,-2.181723628,0.074186738,-0.274707302,-0.067946607,0.016927943,0.002831748,,2022/10/27/22:32:46.63,-0.227947676
2022/10/27/22:32:45.834163,2022/10/27/22:32:45.83,5820876,1666935165,833954707,tool0_controller,-2.143903807,-0.057762757,-0.159161173,-0.059572224,0.010487623,-0.000465616,,2022/10/27/22:32:46.64,-0.125031966
2022/10/27/22:32:45.836945,2022/10/27/22:32:45.83,5820877,1666935165,836510487,tool0_controller,-2.176919697,-0.115350995,-0.481515565,-0.064503159,0.016109917,-0.006151865,,2022/10/27/22:32:46.65,-0.273225353
2022/10/27/22:32:45.838629,2022/10/27/22:32:45.83,5820878,1666935165,838283284,tool0_controller,-2.086458753,-0.091442511,-0.078267566,-0.062480636,0.014229101,-0.006275543,,2022/10/27/22:32:46.66,-0.413431328
2022/10/27/22:32:45.840289,2022/10/27/22:32:45.84,5820879,1666935165,840063001,tool0_controller,-2.01749823,-0.121064108,-0.275057941,-0.067729462,0.014679204,-0.002013552,,2022/10/27/22:32:46.67,-0.204752903
2022/10/27/22:32:45.841951,2022/10/27/22:32:45.84,5820880,1666935165,841841158,tool0_controller,-1.893713261,-0.318224398,-0.161423406,-0.064088796,0.014513339,-0.003818446,,2022/10/27/22:32:46.68,-0.018644477
2022/10/27/22:32:45.844204,2022/10/27/22:32:45.84,5820881,1666935165,843758694,tool0_controller,-2.0742108,0.013199469,-0.446800491,-0.074285784,0.019243022,0.002055016,,2022/10/27/22:32:46.69,-0.363708038
2022/10/27/22:32:45.845882,2022/10/27/22:32:45.84,5820882,1666935165,845606343,tool0_controller,-2.052339826,0.100734263,0.013371894,-0.068565702,0.009475674,0.001131043,,2022/10/27/22:32:46.70,-0.034938922
2022/10/27/22:32:45.847534,2022/10/27/22:32:45.84,5820883,1666935165,847332849,tool0_controller,-2.010868727,-0.109755179,-0.09060712,-0.06473839,0.012318701,0.001336705,,2022/10/27/22:32:46.71,-0.40806479
2022/10/27/22:32:45.849159,2022/10/27/22:32:45.84,5820884,1666935165,849026581,tool0_controller,-1.734704311,-0.04804478,-0.091220661,-0.066236899,0.008499656,0.001668152,,2022/10/27/22:32:46.72,-0.092522706
2022/10/27/22:32:45.851441,2022/10/27/22:32:45.85,5820885,1666935165,850798993,tool0_controller,-2.071032786,-0.104970894,-0.076616453,-0.065685628,0.010194425,0.001371551,,2022/10/27/22:32:46.73,-0.391502391
2022/10/27/22:32:45.853082,2022/10/27/22:32:45.85,5820886,1666935165,852579922,tool0_controller,-2.120607203,0.079210484,-0.268106437,-0.070954981,0.017895674,0.006016984,,2022/10/27/22:32:46.74,-0.032755456
2022/10/27/22:32:45.855259,2022/10/27/22:32:45.85,5820887,1666935165,854293513,tool0_controller,-1.927885778,-0.292227755,-0.114211615,-0.061206029,0.012116616,-0.006984118,,2022/10/27/22:32:46.75,-0.146742717
2022/10/27/22:32:45.856327,2022/10/27/22:32:45.85,5820888,1666935165,856009587,tool0_controller,-2.181651891,-0.108724421,-0.375665403,-0.066973081,0.019212968,0.000171031,,2022/10/27/22:32:46.76,-0.05623692
2022/10/27/22:32:45.858872,2022/10/27/22:32:45.85,5820889,1666935165,857695083,tool0_controller,-2.039749458,-0.079000709,-0.419987941,-0.060862228,0.021593515,0.00188868,,2022/10/27/22:32:46.77,-0.094212662
2022/10/27/22:32:45.860761,2022/10/27/22:32:45.86,5820890,1666935165,860267007,tool0_controller,-2.080049165,-0.052320817,-0.251539267,-0.062330708,0.016331623,0.000843499,,2022/10/27/22:32:46.78,-0.404167024
2022/10/27/22:32:45.862401,2022/10/27/22:32:45.86,5820891,1666935165,862062009,tool0_controller,-2.082049061,0.046281698,-0.449779007,-0.061245661,0.024349762,-0.000105663,,2022/10/27/22:32:46.79,-0.311556927
2022/10/27/22:32:45.864071,2022/10/27/22:32:45.86,5820892,1666935165,863857140,tool0_controller,-2.074769187,0.078311024,-0.550726834,-0.061001089,0.023748502,-0.002795981,,2022/10/27/22:32:46.80,-0.320422976
2022/10/27/22:32:45.866266,2022/10/27/22:32:45.86,5820893,1666935165,865630277,tool0_controller,-1.906862246,0.064040396,-0.113455821,-0.065488312,0.014213673,-0.002902501,,2022/10/27/22:32:46.81,-0.191672803
2022/10/27/22:32:45.867961,2022/10/27/22:32:45.86,5820894,1666935165,867429594,tool0_controller,-2.078942953,-0.207154943,-0.226596361,-0.063446457,0.019257615,-0.005937633,,2022/10/27/22:32:46.82,-0.516262314
