time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2022/10/20/22:00:12.670605,29,0,0,base_link,0.544,0.391,0.0763750313036,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.680709,30,0,0,base_link,0.544,0.391,0.0762500347756,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.690784,31,0,0,base_link,0.544,0.391,0.0761250384804,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.701559,32,0,0,base_link,0.544,0.391,0.0760000426508,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.710639,33,0,0,base_link,0.544,0.391,0.0758750465885,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.721708,34,0,0,base_link,0.544,0.391,0.0757500514574,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.730874,35,0,0,base_link,0.544,0.391,0.0756250563264,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.740623,36,0,0,base_link,0.544,0.391,0.0755000611953,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.750761,37,0,0,base_link,0.544,0.391,0.0753750669956,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.760752,38,0,0,base_link,0.544,0.391,0.0752500723302,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.770732,39,0,0,base_link,0.544,0.391,0.0751250785962,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.780666,40,0,0,base_link,0.544,0.391,0.0750000848621,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.790615,41,0,0,base_link,0.544,0.391,0.0748750915937,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.800593,42,0,0,base_link,0.544,0.391,0.0747500983253,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.810688,43,0,0,base_link,0.544,0.391,0.0746251055226,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.820643,44,0,0,base_link,0.544,0.391,0.0745001131855,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.830759,45,0,0,base_link,0.544,0.391,0.0743751213141,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.840601,46,0,0,base_link,0.544,0.391,0.0742501294427,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.850991,47,0,0,base_link,0.544,0.391,0.0741251380369,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.862081,48,0,0,base_link,0.544,0.391,0.0740001470968,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.870596,49,0,0,base_link,0.544,0.391,0.0738751566224,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.880694,50,0,0,base_link,0.544,0.391,0.0737501666136,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.890639,51,0,0,base_link,0.544,0.391,0.0736251766048,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.900863,52,0,0,base_link,0.544,0.391,0.0735001870617,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.910625,53,0,0,base_link,0.544,0.391,0.0733751979843,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.920691,54,0,0,base_link,0.544,0.391,0.0732502093725,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.930603,55,0,0,base_link,0.544,0.391,0.0731252212264,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.940777,56,0,0,base_link,0.544,0.391,0.0730002335459,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.950799,57,0,0,base_link,0.544,0.391,0.0728752463311,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.960683,58,0,0,base_link,0.544,0.391,0.072750259582,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.971203,59,0,0,base_link,0.544,0.391,0.0726252728328,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.980569,60,0,0,base_link,0.544,0.391,0.072500287015,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:12.990600,61,0,0,base_link,0.544,0.391,0.0723753016628,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.000710,62,0,0,base_link,0.544,0.391,0.0722503163107,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.010618,63,0,0,base_link,0.544,0.391,0.0721253323555,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.020592,64,0,0,base_link,0.544,0.391,0.0720003470033,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.030633,65,0,0,base_link,0.544,0.391,0.0718753635138,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.041070,66,0,0,base_link,0.544,0.391,0.0717503800243,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.050760,67,0,0,base_link,0.544,0.391,0.0716253965348,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.060637,68,0,0,base_link,0.544,0.391,0.0715004149079,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.070657,69,0,0,base_link,0.544,0.391,0.0713754323497,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.080660,70,0,0,base_link,0.544,0.391,0.0712504516542,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.090714,71,0,0,base_link,0.544,0.391,0.0711254700273,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.100870,72,0,0,base_link,0.544,0.391,0.0710004902631,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.110609,73,0,0,base_link,0.544,0.391,0.0708755104989,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.124002,74,0,0,base_link,0.544,0.391,0.070750531666,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.130695,75,0,0,base_link,0.544,0.391,0.0706255528331,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.140638,76,0,0,base_link,0.544,0.391,0.0705005749315,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.150701,77,0,0,base_link,0.544,0.391,0.0703755970299,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.160648,78,0,0,base_link,0.544,0.391,0.0702506200597,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.170717,79,0,0,base_link,0.544,0.391,0.0701256440207,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.183010,80,0,0,base_link,0.544,0.391,0.0700006689131,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.190573,81,0,0,base_link,0.544,0.391,0.0698756938055,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.202111,82,0,0,base_link,0.544,0.391,0.0697507196292,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.210788,83,0,0,base_link,0.544,0.391,0.0696257454529,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.220624,84,0,0,base_link,0.544,0.391,0.0695007731393,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.230772,85,0,0,base_link,0.544,0.391,0.0693758008257,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.240893,86,0,0,base_link,0.544,0.391,0.069250828512,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.250731,87,0,0,base_link,0.544,0.391,0.069125858061,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.260620,88,0,0,base_link,0.544,0.391,0.06900088761,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.270669,89,0,0,base_link,0.544,0.391,0.0688759180903,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.280577,90,0,0,base_link,0.544,0.391,0.0687509485707,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.290612,91,0,0,base_link,0.544,0.391,0.0686259809136,-0.3828,0.9238,0.0,0.0
2022/10/20/22:00:13.300632,92,0,0,base_link,0.544,0.391,0.0685010132566,-0.3828,0.9238,0.0,0.0
