time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
2022/09/13/22:01:45.221426,447170,1663131705,220763706,tool0_controller,0.397852364725,0.557380803382,-1.56031900558,0.0403902429484,0.108352410072,0.00332985005721
2022/09/13/22:01:45.223091,447171,1663131705,222744515,tool0_controller,0.181621337365,0.550038784449,-1.86545140926,0.0544167093278,0.104029127234,0.00133011692823
2022/09/13/22:01:45.225368,447172,1663131705,224741487,tool0_controller,-0.0856338444533,0.441149050023,-1.85702672694,0.0544257124658,0.10853501974,-0.00550986665593
2022/09/13/22:01:45.227052,447173,1663131705,226742425,tool0_controller,-0.327042707714,0.455895367108,-1.84918049163,0.0491155380079,0.105764854469,-0.0120898238204
2022/09/13/22:01:45.229361,447174,1663131705,228733608,tool0_controller,-0.251838458953,0.457296656267,-1.91387770341,0.0513848846507,0.103556771073,-0.00999699569594
2022/09/13/22:01:45.231095,447175,1663131705,230736669,tool0_controller,-0.0159418934923,0.387284393736,-1.81712619936,0.04982630835,0.107501427004,-0.007696583103
2022/09/13/22:01:45.233229,447176,1663131705,232734281,tool0_controller,-0.0408417023168,0.354913041753,-1.97028456285,0.0529292317157,0.105329223386,-0.00467947224435
2022/09/13/22:01:45.235419,447177,1663131705,234716270,tool0_controller,-0.248357279613,0.28760000112,-1.99880028262,0.0552513440097,0.104862962999,-0.0103902371211
2022/09/13/22:01:45.237081,447178,1663131705,236721867,tool0_controller,0.0161967163193,0.480029582016,-1.77712497467,0.0462067572825,0.105702255627,-0.00487360125592
2022/09/13/22:01:45.239323,447179,1663131705,238707136,tool0_controller,-0.00641926733699,0.365202371649,-1.81098586732,0.04934464151,0.112087592596,-0.00595105679576
2022/09/13/22:01:45.241030,447180,1663131705,240720645,tool0_controller,0.0724323463037,0.523285393665,-1.93184181054,0.0526324677337,0.103919081648,-0.00163515523998
2022/09/13/22:01:45.243279,447181,1663131705,242709588,tool0_controller,-0.152301152655,0.45128265023,-1.68848188129,0.0445625233401,0.105169323889,-0.00817137228641
2022/09/13/22:01:45.244998,447182,1663131705,244730141,tool0_controller,0.110846091243,0.581667609844,-1.9846188456,0.054126233412,0.106605865123,-0.00341104690787
2022/09/13/22:01:45.247280,447183,1663131705,246716056,tool0_controller,0.0645270724999,0.549008744375,-1.69320163613,0.0499965969906,0.105181476708,-0.00105611120819
