,resolution,4,,,,,,,,,,,
time,Timestamp reduced res,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z,Unique timestamp,Force.z
2022/10/20/22:00:19.784680,2022/10/20/22:00:19.78,3408250,1666328419,784065288,tool0_controller,1.773863401,-0.919846253,-16.57989267,-0.114531019,-0.6655081,0.001062262,,#N/A
2022/10/20/22:00:19.785812,2022/10/20/22:00:19.78,3408251,1666328419,785471987,tool0_controller,0.226095456,-1.174985781,-17.57929125,-0.147470394,-0.584659363,0.02899098,,#N/A
2022/10/20/22:00:19.787513,2022/10/20/22:00:19.78,3408252,1666328419,786834496,tool0_controller,-1.133575572,2.427344723,-15.45923783,0.048146354,-0.464908583,-0.074318274,,#N/A
2022/10/20/22:00:19.788668,2022/10/20/22:00:19.78,3408253,1666328419,788214867,tool0_controller,-2.126131597,3.215942774,-13.71913776,-0.050663439,-0.371152717,-0.113859882,,#N/A
2022/10/20/22:00:19.789898,2022/10/20/22:00:19.78,3408254,1666328419,789564765,tool0_controller,-1.546271691,-0.359801656,-14.682106,0.065781386,-0.501990727,-0.007309658,,#N/A
2022/10/20/22:00:19.791551,2022/10/20/22:00:19.79,3408255,1666328419,790869529,tool0_controller,-1.727884761,-0.989908979,-13.02265972,0.092528377,-0.523680616,0.023562442,,#N/A
2022/10/20/22:00:19.792670,2022/10/20/22:00:19.79,3408256,1666328419,792227191,tool0_controller,-0.598895807,-0.683904413,-14.98971232,-0.042874388,-0.435637048,-0.005272051,,#N/A
2022/10/20/22:00:19.795731,2022/10/20/22:00:19.79,3408257,1666328419,793867344,tool0_controller,-2.034711345,1.994605717,-14.51874369,0.043979642,-0.381690203,-0.069535905,,#N/A
2022/10/20/22:00:19.796144,2022/10/20/22:00:19.79,3408258,1666328419,795692612,tool0_controller,-1.748690866,1.454611733,-14.87962529,0.214481161,-0.42293556,-0.064547489,,#N/A
2022/10/20/22:00:19.797308,2022/10/20/22:00:19.79,3408259,1666328419,797089939,tool0_controller,1.560468288,-1.805103005,-17.72076629,0.175737808,-0.576145416,0.027992335,,#N/A
2022/10/20/22:00:19.799012,2022/10/20/22:00:19.79,3408260,1666328419,798427316,tool0_controller,-1.797795535,0.123069423,-14.53833081,0.075922867,-0.451127746,0.00968081,,#N/A
2022/10/20/22:00:19.800163,2022/10/20/22:00:19.80,3408261,1666328419,799741642,tool0_controller,1.145707263,-2.73076222,-16.72881988,-0.055898764,-0.380803297,0.027813246,,#N/A
2022/10/20/22:00:19.801278,2022/10/20/22:00:19.80,3408262,1666328419,801088020,tool0_controller,0.5523351,-0.538067333,-15.67908154,0.219793621,-0.416530353,0.021770068,,#N/A
2022/10/20/22:00:19.802998,2022/10/20/22:00:19.80,3408263,1666328419,802424494,tool0_controller,1.23594545,1.025556932,-14.71494176,0.158513415,-0.412038075,-0.035296697,,#N/A
2022/10/20/22:00:19.805887,2022/10/20/22:00:19.80,3408264,1666328419,804022705,tool0_controller,0.385969463,-0.359943267,-15.45885526,-0.048815225,-0.392622741,-0.049764583,,#N/A
2022/10/20/22:00:19.806411,2022/10/20/22:00:19.80,3408265,1666328419,805735947,tool0_controller,2.232224612,-0.574049162,-14.84255332,0.043887774,-0.359063271,0.021515469,,#N/A
2022/10/20/22:00:19.807506,2022/10/20/22:00:19.80,3408266,1666328419,807163815,tool0_controller,0.95966058,-2.78035676,-15.12166072,-0.030647896,-0.322444818,0.027051322,,#N/A
2022/10/20/22:00:19.809175,2022/10/20/22:00:19.80,3408267,1666328419,808536470,tool0_controller,-0.874154216,0.036391665,-13.17835849,-0.063335682,-0.316207293,-0.00931473,,#N/A
2022/10/20/22:00:19.810885,2022/10/20/22:00:19.81,3408268,1666328419,810220787,tool0_controller,1.740334357,-0.511105623,-15.18258484,-0.071120327,-0.337318434,-0.011042641,,#N/A
2022/10/20/22:00:19.812569,2022/10/20/22:00:19.81,3408269,1666328419,812222790,tool0_controller,1.451419521,-1.426869489,-15.17958688,-0.176856098,-0.332215339,-0.011933893,,#N/A
2022/10/20/22:00:19.814765,2022/10/20/22:00:19.81,3408270,1666328419,814221737,tool0_controller,1.168997841,0.935806599,-15.18626798,-0.0252209,-0.410349304,-0.041567681,,#N/A
2022/10/20/22:00:19.816514,2022/10/20/22:00:19.81,3408271,1666328419,816272818,tool0_controller,-0.059577372,0.354249795,-16.43935005,-0.150428453,-0.412216893,-0.058553631,,#N/A
2022/10/20/22:00:19.821513,2022/10/20/22:00:19.82,3408272,1666328419,820871294,tool0_controller,-1.535638269,0.099288912,-14.84211541,-0.161692872,-0.372385761,-0.021934417,,#N/A
2022/10/20/22:00:19.826693,2022/10/20/22:00:19.82,3408273,1666328419,825834505,tool0_controller,1.783506807,-1.176831016,-16.74939528,-0.089479121,-0.514884465,-0.01248655,,#N/A
2022/10/20/22:00:19.831188,2022/10/20/22:00:19.83,3408274,1666328419,830488029,tool0_controller,0.31625923,-1.249106222,-16.31144811,-0.225021981,-0.46492841,-0.029930928,,#N/A
2022/10/20/22:00:19.836549,2022/10/20/22:00:19.83,3408275,1666328419,835254130,tool0_controller,-0.758506624,1.002199857,-15.1828616,-0.10968257,-0.523912995,-0.025801514,,#N/A
2022/10/20/22:00:19.840580,2022/10/20/22:00:19.84,3408276,1666328419,839964649,tool0_controller,-1.203155416,-0.020165835,-16.16654286,-0.058814049,-0.499241569,-0.040403626,,#N/A
2022/10/20/22:00:19.843297,2022/10/20/22:00:19.84,3408277,1666328419,843135241,tool0_controller,-0.73187027,1.117791571,-15.58338596,-0.033006179,-0.495862721,-0.062037059,,#N/A
2022/10/20/22:00:19.846715,2022/10/20/22:00:19.84,3408278,1666328419,846388496,tool0_controller,-0.8210438,1.104225015,-16.46944355,0.000587102,-0.515924511,-0.044796522,,#N/A
2022/10/20/22:00:19.850085,2022/10/20/22:00:19.85,3408279,1666328419,849658743,tool0_controller,-2.672240976,0.058451836,-15.11590949,-0.066305945,-0.456908071,-0.036861133,,#N/A
2022/10/20/22:00:19.852332,2022/10/20/22:00:19.85,3408280,1666328419,851880441,tool0_controller,-0.31620597,0.446981454,-15.10830273,0.043509591,-0.5200785,-0.008952689,,#N/A
2022/10/20/22:00:19.854656,2022/10/20/22:00:19.85,3408281,1666328419,854008865,tool0_controller,0.468476832,-0.922884221,-14.64324951,0.118329685,-0.5014392,0.002838829,,#N/A
2022/10/20/22:00:19.856910,2022/10/20/22:00:19.85,3408282,1666328419,856159652,tool0_controller,-2.672521552,1.143219433,-12.56222029,-0.034126634,-0.356201756,-0.039418467,,#N/A
2022/10/20/22:00:19.859666,2022/10/20/22:00:19.85,3408283,1666328419,858880520,tool0_controller,0.14087011,1.733066335,-15.61163631,0.153440776,-0.493667617,-0.046263735,,#N/A
2022/10/20/22:00:19.861267,2022/10/20/22:00:19.86,3408284,1666328419,860728996,tool0_controller,-0.010681562,0.642800462,-16.09140662,0.178749028,-0.480980843,-0.031454135,,#N/A
2022/10/20/22:00:19.862895,2022/10/20/22:00:19.86,3408285,1666328419,862187667,tool0_controller,-0.588838595,-0.077622683,-16.51047538,0.171379501,-0.503194659,-0.012899174,,#N/A
2022/10/20/22:00:19.864001,2022/10/20/22:00:19.86,3408286,1666328419,863619822,tool0_controller,0.046464006,-0.836583799,-15.67609552,0.029437111,-0.462422557,0.012185939,,#N/A
2022/10/20/22:00:19.865709,2022/10/20/22:00:19.86,3408287,1666328419,865064733,tool0_controller,-1.191873608,-1.675558672,-15.28712,0.010634259,-0.264685425,0.058003659,,#N/A
2022/10/20/22:00:19.866963,2022/10/20/22:00:19.86,3408288,1666328419,866502932,tool0_controller,1.589336944,-1.9277582,-17.14366215,0.073801667,-0.459760847,0.046415151,,#N/A
2022/10/20/22:00:19.870038,2022/10/20/22:00:19.87,3408289,1666328419,868012580,tool0_controller,0.6300637,-0.567803274,-14.79852989,-0.006675169,-0.430579056,-0.02711576,,#N/A
2022/10/20/22:00:19.870429,2022/10/20/22:00:19.87,3408290,1666328419,869825876,tool0_controller,2.050830876,-0.135035357,-15.0391764,0.024085721,-0.401350655,-0.002559517,,#N/A
2022/10/20/22:00:19.871601,2022/10/20/22:00:19.87,3408291,1666328419,871197876,tool0_controller,0.638567482,-0.322533395,-15.05352869,0.02944997,-0.302035112,-0.006065712,,#N/A
2022/10/20/22:00:19.872663,2022/10/20/22:00:19.87,3408292,1666328419,872480193,tool0_controller,-1.670854705,0.571522565,-13.76554451,-0.129777645,-0.198764016,-0.028970897,,#N/A
2022/10/20/22:00:19.874399,2022/10/20/22:00:19.87,3408293,1666328419,873779532,tool0_controller,2.505574535,-0.890868042,-16.44612122,-0.010439554,-0.46386661,7.26E-05,,#N/A
2022/10/20/22:00:19.875489,2022/10/20/22:00:19.87,3408294,1666328419,875053026,tool0_controller,0.818630572,-0.853875873,-14.73435504,-0.101929785,-0.419298863,-0.022542205,,#N/A
2022/10/20/22:00:19.876621,2022/10/20/22:00:19.87,3408295,1666328419,876357628,tool0_controller,0.500810524,-1.228601,-14.86581819,-0.220512575,-0.315561041,0.018898274,,#N/A
2022/10/20/22:00:19.878326,2022/10/20/22:00:19.87,3408296,1666328419,877656028,tool0_controller,1.163273771,-0.594999506,-14.99938893,-0.179865034,-0.348743603,-0.024980225,,#N/A
2022/10/20/22:00:19.879458,2022/10/20/22:00:19.87,3408297,1666328419,878946668,tool0_controller,-0.297437467,0.764906329,-12.8662278,-0.153842981,-0.317857772,-0.032829809,,#N/A
2022/10/20/22:00:19.880628,2022/10/20/22:00:19.88,3408298,1666328419,880231090,tool0_controller,1.250903749,-0.115373205,-15.47227728,-0.080964,-0.488652818,-0.045742886,,#N/A
2022/10/20/22:00:19.881750,2022/10/20/22:00:19.88,3408299,1666328419,881527603,tool0_controller,-1.062868623,2.056999475,-13.65628851,-0.13973154,-0.446670571,-0.08852694,,#N/A
2022/10/20/22:00:19.883441,2022/10/20/22:00:19.88,3408300,1666328419,882811732,tool0_controller,-0.13831243,0.566516519,-16.26296218,-0.163271607,-0.455095041,-0.038901343,,#N/A
2022/10/20/22:00:19.884616,2022/10/20/22:00:19.88,3408301,1666328419,884113592,tool0_controller,-0.246503511,-0.266536814,-16.34910907,-0.048414838,-0.539181776,0.002245351,,#N/A
2022/10/20/22:00:19.885782,2022/10/20/22:00:19.88,3408302,1666328419,885396386,tool0_controller,-1.42625781,-1.278457818,-14.83960779,-0.161135631,-0.439255007,-0.007237342,,#N/A
2022/10/20/22:00:19.886921,2022/10/20/22:00:19.88,3408303,1666328419,886683237,tool0_controller,-1.355052881,-1.232105987,-16.02970026,-0.056786808,-0.507886404,0.021392768,,#N/A
2022/10/20/22:00:19.888598,2022/10/20/22:00:19.88,3408304,1666328419,888038498,tool0_controller,-1.634834238,1.432463588,-14.75495956,-0.019341577,-0.489481546,-0.040709044,,#N/A
2022/10/20/22:00:19.892156,2022/10/20/22:00:19.89,3408305,1666328419,889569429,tool0_controller,0.058302554,0.163740872,-16.34308331,-0.001610276,-0.494706582,-0.040994369,,#N/A
2022/10/20/22:00:19.893247,2022/10/20/22:00:19.89,3408306,1666328419,892984162,tool0_controller,-1.657847698,1.390029894,-13.31706476,0.067800998,-0.401898055,-0.087181546,,#N/A
2022/10/20/22:00:19.894884,2022/10/20/22:00:19.89,3408307,1666328419,894306024,tool0_controller,-1.897453548,-0.041302138,-15.56834924,0.074340036,-0.411177927,-0.030893385,,#N/A
2022/10/20/22:00:19.896080,2022/10/20/22:00:19.89,3408308,1666328419,895662212,tool0_controller,1.000872237,0.073121548,-16.23047568,0.214932163,-0.509393846,-0.003597037,,#N/A
2022/10/20/22:00:19.897179,2022/10/20/22:00:19.89,3408309,1666328419,897049783,tool0_controller,-0.211495878,-1.223129294,-16.01600741,0.028914579,-0.455154203,0.036634957,,#N/A
2022/10/20/22:00:19.898936,2022/10/20/22:00:19.89,3408310,1666328419,898424230,tool0_controller,-2.265807095,-0.276639221,-13.9242122,0.094171612,-0.386536684,-0.002161015,,#N/A
2022/10/20/22:00:19.901951,2022/10/20/22:00:19.90,3408311,1666328419,900008815,tool0_controller,2.237714294,-1.114231485,-15.11052269,0.15426175,-0.390183423,0.012704706,,#N/A
2022/10/20/22:00:19.902362,2022/10/20/22:00:19.90,3408312,1666328419,901723274,tool0_controller,1.187997606,-1.068609066,-15.64823372,0.078700842,-0.360506055,-0.003808704,,#N/A
2022/10/20/22:00:19.903504,2022/10/20/22:00:19.90,3408313,1666328419,903185805,tool0_controller,-0.353476476,2.490435345,-13.64642633,0.094764065,-0.356296814,-0.031082278,,#N/A
2022/10/20/22:00:19.905186,2022/10/20/22:00:19.90,3408314,1666328419,904535308,tool0_controller,1.115534388,-0.492360722,-15.25205312,0.006927381,-0.381943838,-0.033634656,,#N/A
2022/10/20/22:00:19.906942,2022/10/20/22:00:19.90,3408315,1666328419,906229975,tool0_controller,0.682704954,-1.21597363,-14.94350902,0.019550635,-0.3072201,0.03065039,,#N/A
2022/10/20/22:00:19.908563,2022/10/20/22:00:19.90,3408316,1666328419,908221591,tool0_controller,-0.201663341,-2.715134293,-14.00296057,-0.08696672,-0.275268337,0.04485842,,#N/A
2022/10/20/22:00:19.910797,2022/10/20/22:00:19.91,3408317,1666328419,910217158,tool0_controller,0.237616772,-3.045183965,-15.59303118,-0.207154275,-0.317048908,0.04236731,,#N/A
2022/10/20/22:00:19.912466,2022/10/20/22:00:19.91,3408318,1666328419,912240839,tool0_controller,1.556252019,0.653898759,-15.4341155,-0.065299886,-0.415908185,-0.029250791,,#N/A
2022/10/20/22:00:19.914714,2022/10/20/22:00:19.91,3408319,1666328419,914226351,tool0_controller,2.543603429,-0.074668126,-17.63768628,-0.083131295,-0.422734462,-0.073027424,,#N/A
2022/10/20/22:00:19.916394,2022/10/20/22:00:19.91,3408320,1666328419,916227235,tool0_controller,0.052716633,1.641130245,-15.73756592,-0.093058311,-0.358389254,-0.077412688,,#N/A
2022/10/20/22:00:19.918643,2022/10/20/22:00:19.91,3408321,1666328419,918221305,tool0_controller,0.088913423,1.054790533,-14.25077489,-0.124902236,-0.394767898,-0.044836641,,#N/A
2022/10/20/22:00:19.921105,2022/10/20/22:00:19.92,3408322,1666328419,920235081,tool0_controller,-0.73797114,-2.366304171,-14.63361512,-0.245692718,-0.345887716,0.017076619,,#N/A
2022/10/20/22:00:19.923359,2022/10/20/22:00:19.92,3408323,1666328419,922270443,tool0_controller,-0.507663052,-0.570301784,-13.38467456,-0.139719916,-0.416602724,-0.01727137,,#N/A
2022/10/20/22:00:19.924970,2022/10/20/22:00:19.92,3408324,1666328419,924236727,tool0_controller,-0.430897647,0.056249931,-14.44118239,-0.177379563,-0.457687668,-0.01887983,,#N/A
2022/10/20/22:00:19.926658,2022/10/20/22:00:19.92,3408325,1666328419,926217604,tool0_controller,-2.078405402,1.601640539,-14.86836565,-0.126445559,-0.437914752,-0.050898487,,#N/A
2022/10/20/22:00:19.928920,2022/10/20/22:00:19.92,3408326,1666328419,928233974,tool0_controller,0.746965096,0.938118479,-16.57993037,0.038086767,-0.542352088,-0.030463846,,#N/A
2022/10/20/22:00:19.930623,2022/10/20/22:00:19.93,3408327,1666328419,930237471,tool0_controller,-0.804905143,-0.209374582,-16.61286372,-0.103564672,-0.497920716,-0.044864522,,#N/A
2022/10/20/22:00:19.933740,2022/10/20/22:00:19.93,3408328,1666328419,932308875,tool0_controller,-1.864191458,1.946408483,-15.6346805,-0.025713919,-0.512133416,-0.045192001,,#N/A
2022/10/20/22:00:19.934827,2022/10/20/22:00:19.93,3408329,1666328419,934289272,tool0_controller,-0.561516495,-0.252202497,-16.72889208,0.03891437,-0.530128874,-0.014655812,,#N/A
2022/10/20/22:00:19.936530,2022/10/20/22:00:19.93,3408330,1666328419,936248578,tool0_controller,-1.027772625,0.134235613,-14.2363467,-0.002613855,-0.432271568,-0.019644201,,#N/A
2022/10/20/22:00:19.938750,2022/10/20/22:00:19.93,3408331,1666328419,938241292,tool0_controller,-0.213427853,0.388007239,-14.71449036,0.082042112,-0.453153438,-0.005655698,,#N/A
2022/10/20/22:00:19.940456,2022/10/20/22:00:19.94,3408332,1666328419,940221706,tool0_controller,-2.408731058,-0.115597878,-13.34617461,0.023875748,-0.36661851,-0.032937012,,#N/A
2022/10/20/22:00:19.942665,2022/10/20/22:00:19.94,3408333,1666328419,942214560,tool0_controller,-0.986796192,0.1906049,-15.38583534,0.133609262,-0.427654178,-0.002615963,,#N/A
2022/10/20/22:00:19.944380,2022/10/20/22:00:19.94,3408334,1666328419,944220859,tool0_controller,1.875055204,0.032111696,-16.60880405,0.169637521,-0.515886481,-0.035679892,,#N/A
2022/10/20/22:00:19.946601,2022/10/20/22:00:19.94,3408335,1666328419,946235733,tool0_controller,-1.897567124,0.981974156,-14.85923356,0.099591589,-0.359271282,-0.027764696,,#N/A
2022/10/20/22:00:19.948869,2022/10/20/22:00:19.94,3408336,1666328419,948310245,tool0_controller,0.536189379,0.274111346,-15.5411018,0.156574943,-0.463826166,0.008829142,,#N/A
2022/10/20/22:00:19.955214,2022/10/20/22:00:19.95,3408337,1666328419,953213470,tool0_controller,-0.530509398,-1.229585254,-13.73564196,0.070145594,-0.302701827,0.032685557,,#N/A
2022/10/20/22:00:19.959296,2022/10/20/22:00:19.95,3408338,1666328419,958676849,tool0_controller,0.204492655,-2.301946135,-14.57837133,-0.030398172,-0.315008038,0.036332802,,#N/A
2022/10/20/22:00:19.965023,2022/10/20/22:00:19.96,3408339,1666328419,962498657,tool0_controller,0.723188976,-0.402716443,-14.46290478,0.04998024,-0.378973333,0.009580222,,#N/A
2022/10/20/22:00:19.966545,2022/10/20/22:00:19.96,3408340,1666328419,965875327,tool0_controller,0.187949502,-0.054891245,-14.27840095,-0.003891863,-0.308762434,-0.027014955,,#N/A
2022/10/20/22:00:19.969273,2022/10/20/22:00:19.96,3408341,1666328419,968629765,tool0_controller,2.66772422,-1.300079945,-16.51044265,0.025726477,-0.393667814,0.016625456,,#N/A
2022/10/20/22:00:19.971539,2022/10/20/22:00:19.97,3408342,1666328419,971269707,tool0_controller,-0.048315397,-0.55909903,-14.23874119,-0.117678687,-0.29240243,-0.03660747,,#N/A
2022/10/20/22:00:19.973836,2022/10/20/22:00:19.97,3408343,1666328419,973142203,tool0_controller,-0.748434023,-0.553760343,-16.24588414,-0.049771788,-0.310621616,-0.039728572,,#N/A
2022/10/20/22:00:19.975513,2022/10/20/22:00:19.97,3408344,1666328419,975021708,tool0_controller,1.937601721,0.173892406,-17.60512319,0.028316819,-0.497152869,-0.035488481,,#N/A
2022/10/20/22:00:19.977252,2022/10/20/22:00:19.97,3408345,1666328419,976892639,tool0_controller,0.19504751,0.364436528,-15.43499574,-0.212633033,-0.374817427,-0.033548249,,#N/A
2022/10/20/22:00:19.978906,2022/10/20/22:00:19.97,3408346,1666328419,978732295,tool0_controller,3.657405013,-2.481871915,-16.5091841,-0.235098184,-0.468959999,0.00678232,,#N/A
2022/10/20/22:00:19.981214,2022/10/20/22:00:19.98,3408347,1666328419,980563257,tool0_controller,-0.508192889,-0.003822247,-11.65068329,-0.161549818,-0.293840331,-0.003571266,,#N/A
2022/10/20/22:00:19.982401,2022/10/20/22:00:19.98,3408348,1666328419,981933646,tool0_controller,-1.918370814,0.402049495,-12.80727569,-0.158746156,-0.259639582,-0.033255249,,#N/A
2022/10/20/22:00:19.983488,2022/10/20/22:00:19.98,3408349,1666328419,983234974,tool0_controller,-2.524384571,1.415183338,-13.07385627,-0.061660491,-0.393559391,-0.078379726,,#N/A
2022/10/20/22:00:19.985192,2022/10/20/22:00:19.98,3408350,1666328419,984536358,tool0_controller,-2.685130943,1.583839785,-12.80902838,-0.155259362,-0.409223601,-0.064207796,,#N/A
2022/10/20/22:00:19.988316,2022/10/20/22:00:19.98,3408351,1666328419,985972085,tool0_controller,1.607686997,-0.862474643,-17.48094608,-0.019168264,-0.55670332,0.003920065,,#N/A
2022/10/20/22:00:19.988747,2022/10/20/22:00:19.98,3408352,1666328419,987853515,tool0_controller,-2.072141966,1.355124743,-15.0377895,-0.061755848,-0.454747741,-0.013921754,,#N/A
2022/10/20/22:00:19.989871,2022/10/20/22:00:19.98,3408353,1666328419,989308684,tool0_controller,-0.556052628,-0.632038112,-17.13091787,-0.111568459,-0.489190105,-0.02881757,,#N/A
2022/10/20/22:00:19.990968,2022/10/20/22:00:19.99,3408354,1666328419,990702376,tool0_controller,-0.598222612,-0.169755662,-17.84317757,0.066961619,-0.592964344,0.001340476,,#N/A
2022/10/20/22:00:19.992607,2022/10/20/22:00:19.99,3408355,1666328419,992070594,tool0_controller,0.029490258,-0.141086069,-17.08787163,-0.008036428,-0.592925686,-0.019248628,,#N/A
2022/10/20/22:00:19.993748,2022/10/20/22:00:19.99,3408356,1666328419,993422849,tool0_controller,1.050063474,-0.653260823,-18.0902426,0.029539478,-0.520753011,-0.04124977,,#N/A
2022/10/20/22:00:19.996802,2022/10/20/22:00:19.99,3408357,1666328419,995143119,tool0_controller,-2.771507145,3.502488311,-14.14446231,0.110300459,-0.416721673,-0.095279691,,#N/A
2022/10/20/22:00:19.997461,2022/10/20/22:00:19.99,3408358,1666328419,996890903,tool0_controller,-0.385569855,1.16193361,-15.4465061,0.187736365,-0.422999978,-0.056019172,,#N/A
2022/10/20/22:00:19.998528,2022/10/20/22:00:19.99,3408359,1666328419,998216478,tool0_controller,-1.100343296,0.417613087,-15.47663649,0.169920914,-0.469780498,-0.021446835,,#N/A
2022/10/20/22:00:20.000113,2022/10/20/22:00:20.00,3408360,1666328419,999485458,tool0_controller,-0.807575309,-0.795040017,-14.585501,0.024305358,-0.392943963,0.030147602,,#N/A
2022/10/20/22:00:20.001216,2022/10/20/22:00:20.00,3408361,1666328420,803063,tool0_controller,-0.415346567,-2.800926201,-14.8406977,-0.04903697,-0.341111539,0.039521826,,#N/A
2022/10/20/22:00:20.002347,2022/10/20/22:00:20.00,3408362,1666328420,2068404,tool0_controller,2.127731218,-0.650874047,-14.97373453,0.225940642,-0.375064224,0.026803163,,#N/A
2022/10/20/22:00:20.004030,2022/10/20/22:00:20.00,3408363,1666328420,3352751,tool0_controller,0.433490344,-0.432325148,-15.42448029,0.042987622,-0.367402511,-0.029602098,,#N/A
2022/10/20/22:00:20.005138,2022/10/20/22:00:20.00,3408364,1666328420,4668976,tool0_controller,-0.503448076,1.737939745,-13.96501641,0.020306496,-0.347188997,-0.040365839,,#N/A
2022/10/20/22:00:20.006807,2022/10/20/22:00:20.00,3408365,1666328420,6211235,tool0_controller,3.02176425,-1.199034871,-16.46025606,0.046507521,-0.396053627,0.003840973,,#N/A
2022/10/20/22:00:20.008492,2022/10/20/22:00:20.00,3408366,1666328420,8208491,tool0_controller,-0.385948528,-2.128936648,-15.66393234,-0.071467778,-0.300708563,0.019906512,,#N/A
2022/10/20/22:00:20.010732,2022/10/20/22:00:20.01,3408367,1666328420,10207132,tool0_controller,0.017070591,-0.927093165,-14.50945591,-0.043306056,-0.342550066,0.001633127,,#N/A
2022/10/20/22:00:20.012418,2022/10/20/22:00:20.01,3408368,1666328420,12226574,tool0_controller,1.48709248,-2.62453155,-16.25011801,-0.120222689,-0.368307347,0.016398405,,#N/A
2022/10/20/22:00:20.014689,2022/10/20/22:00:20.01,3408369,1666328420,14224824,tool0_controller,-0.760305124,-0.67071286,-15.43741226,-0.154349189,-0.298371907,-0.018466175,,#N/A
2022/10/20/22:00:20.018973,2022/10/20/22:00:20.01,3408370,1666328420,18230691,tool0_controller,3.090336435,-0.076799043,-17.23188615,-0.047691008,-0.455005657,-0.041924613,,#N/A
2022/10/20/22:00:20.020661,2022/10/20/22:00:20.02,3408371,1666328420,19937758,tool0_controller,0.459974831,-0.397687879,-15.90721429,-0.161637367,-0.375234484,-0.059065508,,#N/A
2022/10/20/22:00:20.022928,2022/10/20/22:00:20.02,3408372,1666328420,22139950,tool0_controller,-0.620956615,1.930564872,-13.87484122,-0.115876676,-0.391861911,-0.080291112,,#N/A
2022/10/20/22:00:20.024623,2022/10/20/22:00:20.02,3408373,1666328420,23988889,tool0_controller,0.694723543,-0.39535816,-15.66935481,-0.122291639,-0.400072632,-0.027912724,,#N/A
2022/10/20/22:00:20.026928,2022/10/20/22:00:20.02,3408374,1666328420,25584721,tool0_controller,-1.383255852,0.240117257,-13.62148453,-0.158288225,-0.367417451,-0.023498903,,#N/A
2022/10/20/22:00:20.027465,2022/10/20/22:00:20.02,3408375,1666328420,27241641,tool0_controller,-0.135963537,-0.188651616,-14.26993246,-0.070898631,-0.490035062,0.01088233,,#N/A
2022/10/20/22:00:20.029186,2022/10/20/22:00:20.02,3408376,1666328420,28693402,tool0_controller,-1.251702563,-1.083019973,-15.20327034,-0.214304484,-0.465177775,-0.050667602,,#N/A
2022/10/20/22:00:20.030847,2022/10/20/22:00:20.03,3408377,1666328420,30231916,tool0_controller,-0.009356956,1.515040697,-15.69316152,0.031091819,-0.505359045,-0.048272953,,#N/A
2022/10/20/22:00:20.032561,2022/10/20/22:00:20.03,3408378,1666328420,32256748,tool0_controller,0.249816634,2.060822338,-17.18567641,0.07372216,-0.550855882,-0.0879266,,#N/A
2022/10/20/22:00:20.034781,2022/10/20/22:00:20.03,3408379,1666328420,34270619,tool0_controller,-1.806922747,2.465292931,-15.47802021,-0.008600009,-0.439668092,-0.074483378,,#N/A
2022/10/20/22:00:20.036474,2022/10/20/22:00:20.03,3408380,1666328420,36263833,tool0_controller,-1.11187747,0.386427938,-15.73224132,0.002671007,-0.49769008,0.013642707,,#N/A
2022/10/20/22:00:20.038807,2022/10/20/22:00:20.03,3408381,1666328420,38236629,tool0_controller,-1.066010747,-2.580685846,-15.6532488,-0.052409965,-0.414734286,0.024243258,,#N/A
2022/10/20/22:00:20.040524,2022/10/20/22:00:20.04,3408382,1666328420,40231043,tool0_controller,-2.254501463,-0.874264395,-14.7014854,0.055309652,-0.429932823,0.007394286,,#N/A
2022/10/20/22:00:20.042749,2022/10/20/22:00:20.04,3408383,1666328420,42228455,tool0_controller,-0.301589096,0.664892518,-15.31578342,0.129448938,-0.4648435,-0.048758858,,#N/A
2022/10/20/22:00:20.044502,2022/10/20/22:00:20.04,3408384,1666328420,44240769,tool0_controller,-2.100821344,1.111929701,-15.0133146,0.052584839,-0.381147984,-0.050049844,,#N/A
2022/10/20/22:00:20.048675,2022/10/20/22:00:20.04,3408385,1666328420,46496828,tool0_controller,2.068286754,-0.21994934,-17.01200541,0.150812553,-0.476854834,-0.016971044,,#N/A
2022/10/20/22:00:20.049174,2022/10/20/22:00:20.04,3408386,1666328420,48478010,tool0_controller,0.011303989,-0.773543643,-15.72921548,0.097443546,-0.399659036,-0.001914585,,#N/A
2022/10/20/22:00:20.050857,2022/10/20/22:00:20.05,3408387,1666328420,50222401,tool0_controller,-1.348276636,-0.252527442,-14.79289665,0.073802102,-0.34845285,0.011932945,,#N/A
2022/10/20/22:00:20.057138,2022/10/20/22:00:20.05,3408388,1666328420,55028889,tool0_controller,0.379721773,-0.824280219,-15.68314956,0.088767016,-0.371874942,0.018609513,,#N/A
2022/10/20/22:00:20.060370,2022/10/20/22:00:20.06,3408389,1666328420,59881462,tool0_controller,1.725260577,-0.643470277,-14.53794241,-0.017809617,-0.297058945,0.001427312,,#N/A
2022/10/20/22:00:20.063585,2022/10/20/22:00:20.06,3408390,1666328420,63174728,tool0_controller,1.466830081,-0.366719539,-14.7093655,0.066238597,-0.353209934,-0.001666945,,#N/A
2022/10/20/22:00:20.066369,2022/10/20/22:00:20.06,3408391,1666328420,65861372,tool0_controller,0.277618782,0.149380837,-12.78255306,-0.031716794,-0.309714896,-0.04829332,,#N/A
