,resolution,4,,,,,,,,,,,
time,Timestamp reduced res,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z,Unique timestamp,Force.z
2022/10/20/22:00:01.483975,2022/10/20/22:00:01.48,3399228,1666328401,483874993,tool0_controller,-0.103372714,0.140427986,-0.943296938,-0.046797303,-0.032272202,-0.010274958,2022/10/20/22:00:04.00,1.109299463
2022/10/20/22:00:01.486214,2022/10/20/22:00:01.48,3399229,1666328401,485605439,tool0_controller,0.109811043,0.534635396,-0.052437155,-0.060942857,0.003240816,-0.00075287,2022/10/20/22:00:04.01,0.443218289
2022/10/20/22:00:01.487925,2022/10/20/22:00:01.48,3399230,1666328401,487375115,tool0_controller,-0.190347237,0.293723368,1.582639822,-0.094741169,0.047458428,-0.002354628,2022/10/20/22:00:04.02,-0.525886636
2022/10/20/22:00:01.490514,2022/10/20/22:00:01.49,3399231,1666328401,489603008,tool0_controller,-0.530527507,0.033667525,1.34335741,-0.097193346,0.087126187,0.000252293,2022/10/20/22:00:04.03,0.006413822
2022/10/20/22:00:01.492413,2022/10/20/22:00:01.49,3399232,1666328401,491852910,tool0_controller,-0.838515335,-0.284779006,-0.629731817,-0.07783181,0.053261964,-0.003114733,2022/10/20/22:00:04.04,-0.065885178
2022/10/20/22:00:01.494106,2022/10/20/22:00:01.49,3399233,1666328401,493605316,tool0_controller,-0.089641084,-0.512410182,-1.928850523,-0.067336197,-0.055749626,-0.00165313,2022/10/20/22:00:04.05,-0.092784302
2022/10/20/22:00:01.495229,2022/10/20/22:00:01.49,3399234,1666328401,494882683,tool0_controller,0.093489185,-0.269568685,-1.70997938,-0.063830953,-0.106239909,0.005523577,2022/10/20/22:00:04.06,-0.105811833
2022/10/20/22:00:01.496324,2022/10/20/22:00:01.49,3399235,1666328401,496164083,tool0_controller,0.419991139,0.030071531,-0.61618772,-0.05606325,-0.075716434,0.003724317,2022/10/20/22:00:04.07,-0.544351716
2022/10/20/22:00:01.498036,2022/10/20/22:00:01.49,3399236,1666328401,497457039,tool0_controller,0.237123264,0.321654414,0.863933483,-0.056676991,0.033103569,-0.010318589,2022/10/20/22:00:04.08,-1.24298483
2022/10/20/22:00:01.499154,2022/10/20/22:00:01.49,3399237,1666328401,498891652,tool0_controller,-0.274129319,0.145744725,1.463533125,-0.072876326,0.114081905,-0.013776731,2022/10/20/22:00:04.09,-0.617959677
2022/10/20/22:00:01.500845,2022/10/20/22:00:01.50,3399238,1666328401,500188165,tool0_controller,-0.020152119,0.095251527,1.105759825,-0.107549339,0.073691359,-0.00211198,2022/10/20/22:00:04.10,-0.700009452
2022/10/20/22:00:01.501966,2022/10/20/22:00:01.50,3399239,1666328401,501465647,tool0_controller,0.223290272,-0.103046164,-0.626014955,-0.106861093,-0.015526223,-0.000559256,2022/10/20/22:00:04.11,0.455198279
2022/10/20/22:00:01.503085,2022/10/20/22:00:01.50,3399240,1666328401,502742458,tool0_controller,0.273851911,0.158598687,-1.460165308,-0.072008219,-0.083559293,-0.005296341,2022/10/20/22:00:04.12,0.026832171
2022/10/20/22:00:01.504221,2022/10/20/22:00:01.50,3399241,1666328401,504091232,tool0_controller,0.001726569,0.506424703,-0.936072221,-0.04877328,-0.075164054,-0.005980156,2022/10/20/22:00:04.13,-0.16405186
2022/10/20/22:00:01.505902,2022/10/20/22:00:01.50,3399242,1666328401,505359325,tool0_controller,-0.151863635,0.174283814,-0.206915359,-0.049340066,-0.001641294,-0.006414389,2022/10/20/22:00:04.14,0.566788338
2022/10/20/22:00:01.507019,2022/10/20/22:00:01.50,3399243,1666328401,506664802,tool0_controller,-0.294326552,0.157504811,1.199957488,-0.077830921,0.062727554,0.002768492,2022/10/20/22:00:04.15,-0.063097937
2022/10/20/22:00:01.508156,2022/10/20/22:00:01.50,3399244,1666328401,507943927,tool0_controller,-0.619294636,0.316579135,1.176525955,-0.093001465,0.072334828,0.009526115,2022/10/20/22:00:04.16,-0.540233472
2022/10/20/22:00:01.509849,2022/10/20/22:00:01.50,3399245,1666328401,509210234,tool0_controller,-0.597177885,-0.034565149,-0.118623588,-0.090519571,0.026017169,-0.00687059,2022/10/20/22:00:04.17,-0.441419585
2022/10/20/22:00:01.510974,2022/10/20/22:00:01.51,3399246,1666328401,510501013,tool0_controller,-0.040909519,0.173474912,-0.989019906,-0.074814922,-0.047766011,-0.010560859,2022/10/20/22:00:04.18,-0.653141454
2022/10/20/22:00:01.512661,2022/10/20/22:00:01.51,3399247,1666328401,512428457,tool0_controller,-0.12918709,0.309885004,-1.089893496,-0.068496094,-0.053108755,-0.005463473,2022/10/20/22:00:04.19,0.674292043
2022/10/20/22:00:01.514906,2022/10/20/22:00:01.51,3399248,1666328401,514408207,tool0_controller,-0.424506209,-0.038195582,-0.34450078,-0.061105295,-0.006083959,-0.004953153,2022/10/20/22:00:04.20,-0.153284411
2022/10/20/22:00:01.516586,2022/10/20/22:00:01.51,3399249,1666328401,516392439,tool0_controller,-0.175285103,-0.18332797,0.508824739,-0.071139878,0.029040608,0.00439134,2022/10/20/22:00:04.21,0.3462829
2022/10/20/22:00:01.518876,2022/10/20/22:00:01.51,3399250,1666328401,518421154,tool0_controller,-0.067446095,-0.277088181,1.076023459,-0.079605518,0.039655844,0.002176407,2022/10/20/22:00:04.22,0.315281518
2022/10/20/22:00:01.522782,2022/10/20/22:00:01.52,3399251,1666328401,522130142,tool0_controller,0.196423647,-0.101541734,0.283587303,-0.084865216,0.021741722,-0.006496196,2022/10/20/22:00:04.23,-0.06257914
2022/10/20/22:00:01.523909,2022/10/20/22:00:01.52,3399252,1666328401,523784992,tool0_controller,0.313250549,0.481986209,-0.126889772,-0.072395088,-0.018586033,-0.012977018,2022/10/20/22:00:04.24,-0.357828122
2022/10/20/22:00:01.525577,2022/10/20/22:00:01.52,3399253,1666328401,525044320,tool0_controller,0.264769782,0.40507738,-0.680260516,-0.059887309,-0.023758836,-0.018563835,2022/10/20/22:00:04.25,-0.146129678
2022/10/20/22:00:01.526706,2022/10/20/22:00:01.52,3399254,1666328401,526386840,tool0_controller,0.017402464,0.485529433,-0.290733067,-0.074335176,-0.008120927,0.000228826,2022/10/20/22:00:04.26,0.020640442
2022/10/20/22:00:01.528942,2022/10/20/22:00:01.52,3399255,1666328401,528389972,tool0_controller,-0.150164027,0.119467863,0.507162747,-0.083849429,0.004972464,0.013412317,2022/10/20/22:00:04.27,0.42621631
2022/10/20/22:00:01.530626,2022/10/20/22:00:01.53,3399256,1666328401,530388765,tool0_controller,-0.182935059,-0.235289801,0.50618498,-0.079366519,0.032992895,-0.000133182,2022/10/20/22:00:04.28,0.222995982
2022/10/20/22:00:01.532863,2022/10/20/22:00:01.53,3399257,1666328401,532384801,tool0_controller,-0.23167484,0.221291372,0.455543734,-0.065861423,0.02410114,-0.009129994,2022/10/20/22:00:04.29,-0.794458485
2022/10/20/22:00:01.534552,2022/10/20/22:00:01.53,3399258,1666328401,534397818,tool0_controller,-0.231199002,0.398840413,-0.066271272,-0.067694986,0.001919059,-0.013129699,2022/10/20/22:00:04.30,-0.383566609
2022/10/20/22:00:01.536779,2022/10/20/22:00:01.53,3399259,1666328401,536385889,tool0_controller,-0.205059358,0.025044412,-0.867634906,-0.078845402,-0.013235713,-0.007385589,2022/10/20/22:00:04.31,0.58637966
2022/10/20/22:00:01.539013,2022/10/20/22:00:01.53,3399260,1666328401,538397897,tool0_controller,-0.359164835,-0.350460718,-0.718873393,-0.087789817,-0.021903605,0.000629137,2022/10/20/22:00:04.32,0.114675674
2022/10/20/22:00:01.540701,2022/10/20/22:00:01.54,3399261,1666328401,540393591,tool0_controller,-0.314165842,-0.500554132,-0.288492258,-0.083453857,0.002765756,0.002520628,2022/10/20/22:00:04.33,-0.319316883
2022/10/20/22:00:01.542951,2022/10/20/22:00:01.54,3399262,1666328401,542396367,tool0_controller,-0.131137823,-0.384351238,0.136830566,-0.068863553,0.018018202,-0.004496784,2022/10/20/22:00:04.34,0.20000927
2022/10/20/22:00:01.544635,2022/10/20/22:00:01.54,3399263,1666328401,544448064,tool0_controller,-0.007122419,-0.093658057,0.406567637,-0.065812614,0.026731306,-0.009347942,2022/10/20/22:00:04.35,0.116308755
2022/10/20/22:00:01.546860,2022/10/20/22:00:01.54,3399264,1666328401,546431072,tool0_controller,-0.016063812,0.565392321,0.234229037,-0.078053402,0.01274676,0.000165695,2022/10/20/22:00:04.36,-0.404173364
2022/10/20/22:00:01.549125,2022/10/20/22:00:01.54,3399265,1666328401,548447693,tool0_controller,0.1460141,0.197065498,-0.218391619,-0.082653083,-0.006477978,-0.003482775,2022/10/20/22:00:04.37,0.731449962
2022/10/20/22:00:01.550791,2022/10/20/22:00:01.55,3399266,1666328401,550400323,tool0_controller,-0.018126558,0.215640382,-0.337823514,-0.080790125,-0.020394989,0.001771005,2022/10/20/22:00:04.38,-0.053939563
2022/10/20/22:00:01.553063,2022/10/20/22:00:01.55,3399267,1666328401,552402112,tool0_controller,0.029127223,0.178932879,-0.073397075,-0.071624059,-0.022509243,0.002764957,2022/10/20/22:00:04.39,0.151971261
2022/10/20/22:00:01.554760,2022/10/20/22:00:01.55,3399268,1666328401,554461906,tool0_controller,-0.072498316,0.203626215,0.399219163,-0.065614962,-0.003621336,0.003372975,2022/10/20/22:00:04.40,0.843627611
2022/10/20/22:00:01.557029,2022/10/20/22:00:01.55,3399269,1666328401,556450529,tool0_controller,0.189064668,-0.074319119,0.42239283,-0.069410114,0.008716722,-0.007053822,2022/10/20/22:00:04.41,-0.115569482
2022/10/20/22:00:01.558692,2022/10/20/22:00:01.55,3399270,1666328401,558459385,tool0_controller,-0.134182551,0.137984239,0.410669843,-0.075390225,0.017844218,-0.006980841,2022/10/20/22:00:04.42,0.125448016
2022/10/20/22:00:01.560923,2022/10/20/22:00:01.56,3399271,1666328401,560442772,tool0_controller,-0.360462003,-0.051211412,-0.148703963,-0.084345045,0.018456569,-0.008989613,2022/10/20/22:00:04.43,0.399454068
2022/10/20/22:00:01.562593,2022/10/20/22:00:01.56,3399272,1666328401,562401152,tool0_controller,-0.280684799,0.083394181,-0.56433567,-0.081909906,-0.004272866,-0.002304212,2022/10/20/22:00:04.44,-0.007212657
2022/10/20/22:00:01.564821,2022/10/20/22:00:01.56,3399273,1666328401,564428864,tool0_controller,-0.245644834,0.210923177,-0.117958088,-0.069733376,-0.023810125,0.005604864,2022/10/20/22:00:04.45,0.350462005
2022/10/20/22:00:01.567054,2022/10/20/22:00:01.56,3399274,1666328401,566408611,tool0_controller,-0.154079975,-0.03729318,-0.50310687,-0.069204207,-0.00449131,-0.000397066,2022/10/20/22:00:04.46,0.001121288
2022/10/20/22:00:01.568735,2022/10/20/22:00:01.56,3399275,1666328401,568472161,tool0_controller,-0.22260081,0.126496396,-0.011086604,-0.073398207,0.001391761,-0.001116492,2022/10/20/22:00:04.47,-0.419562016
2022/10/20/22:00:01.570980,2022/10/20/22:00:01.57,3399276,1666328401,570411701,tool0_controller,-0.148748401,0.147618265,0.13041174,-0.074387662,0.013355918,-0.006064221,2022/10/20/22:00:04.48,-0.040855957
2022/10/20/22:00:01.572661,2022/10/20/22:00:01.57,3399277,1666328401,572426840,tool0_controller,-0.072218879,0.367728039,0.172616307,-0.076759887,0.00802342,-0.001354988,2022/10/20/22:00:04.49,0.586465971
2022/10/20/22:00:01.574886,2022/10/20/22:00:01.57,3399278,1666328401,574402925,tool0_controller,0.111481934,0.059988337,0.121063433,-0.079785957,0.000349919,-0.007329364,2022/10/20/22:00:04.50,-0.819278377
2022/10/20/22:00:01.576582,2022/10/20/22:00:01.57,3399279,1666328401,576400011,tool0_controller,0.166936967,0.32103624,0.087987555,-0.077280088,-0.008519559,-0.002923504,2022/10/20/22:00:04.51,-0.600684378
2022/10/20/22:00:01.578812,2022/10/20/22:00:01.57,3399280,1666328401,578434146,tool0_controller,0.266835329,0.292275751,0.236835716,-0.068960166,-0.009975514,-0.001076739,2022/10/20/22:00:04.52,-0.085825416
2022/10/20/22:00:01.581070,2022/10/20/22:00:01.58,3399281,1666328401,580465213,tool0_controller,0.063266564,0.401721557,0.286257492,-0.064383578,0.002908677,0.001264768,2022/10/20/22:00:04.53,0.366901208
2022/10/20/22:00:01.582756,2022/10/20/22:00:01.58,3399282,1666328401,582432223,tool0_controller,0.102037262,0.361021602,0.217324655,-0.07448117,0.009622259,-2.26E-05,2022/10/20/22:00:04.54,0.573379507
2022/10/20/22:00:01.586179,2022/10/20/22:00:01.58,3399283,1666328401,585903205,tool0_controller,0.184043535,0.411063222,0.354683043,-0.076032669,-0.000851523,0.004468335,2022/10/20/22:00:04.55,-0.664348225
2022/10/20/22:00:01.587869,2022/10/20/22:00:01.58,3399284,1666328401,587583819,tool0_controller,-0.196748453,0.227277111,0.136450313,-0.070995547,-0.000589724,-0.002998156,2022/10/20/22:00:04.56,-0.804974366
2022/10/20/22:00:01.589535,2022/10/20/22:00:01.58,3399285,1666328401,588870559,tool0_controller,-0.221568939,0.148472825,-0.147585156,-0.065846311,-0.007166184,0.001859639,2022/10/20/22:00:04.57,0.966402769
2022/10/20/22:00:01.590658,2022/10/20/22:00:01.59,3399286,1666328401,590429205,tool0_controller,-0.445709683,-0.368091213,-0.137938651,-0.070750987,-0.004867235,-0.005998291,2022/10/20/22:00:04.58,-0.521835265
2022/10/20/22:00:01.592905,2022/10/20/22:00:01.59,3399287,1666328401,592408933,tool0_controller,-0.519697495,-0.037030869,-0.261428806,-0.070265851,0.004202151,-0.000415799,2022/10/20/22:00:04.59,-1.082037497
2022/10/20/22:00:01.594596,2022/10/20/22:00:01.59,3399288,1666328401,594441861,tool0_controller,-0.422158432,0.192393521,0.04158832,-0.068170324,0.00407731,0.004674419,2022/10/20/22:00:04.60,-0.520032056
2022/10/20/22:00:01.596814,2022/10/20/22:00:01.59,3399289,1666328401,596443646,tool0_controller,-0.443267844,0.054824627,0.016407744,-0.069812631,0.012632847,-0.002583542,2022/10/20/22:00:04.61,-1.206136528
2022/10/20/22:00:01.599045,2022/10/20/22:00:01.59,3399290,1666328401,598531751,tool0_controller,-0.316037052,0.282435223,-0.163672353,-0.074068456,0.008262852,0.002437379,2022/10/20/22:00:04.62,-0.788272492
2022/10/20/22:00:01.600740,2022/10/20/22:00:01.60,3399291,1666328401,600448483,tool0_controller,-0.10104653,0.016752241,0.014689793,-0.076513559,-0.001185711,0.001778303,2022/10/20/22:00:04.63,1.229125372
2022/10/20/22:00:01.602983,2022/10/20/22:00:01.60,3399292,1666328401,602454568,tool0_controller,0.042526827,0.143186655,-0.014832968,-0.066680871,-0.009898029,0.002570616,2022/10/20/22:00:04.64,1.040634369
2022/10/20/22:00:01.604685,2022/10/20/22:00:01.60,3399293,1666328401,604436798,tool0_controller,0.129750156,0.021516555,-0.032913314,-0.066375839,-0.006405079,-0.006831201,2022/10/20/22:00:04.65,0.309498275
2022/10/20/22:00:01.606905,2022/10/20/22:00:01.60,3399294,1666328401,606416401,tool0_controller,0.04249015,0.186240289,-0.017572257,-0.063366832,0.001625925,-0.001084665,2022/10/20/22:00:04.66,-0.88924871
2022/10/20/22:00:01.608634,2022/10/20/22:00:01.60,3399295,1666328401,608436267,tool0_controller,0.133461478,0.069092183,0.291835538,-0.070310168,0.002503837,-0.00645835,2022/10/20/22:00:04.67,-1.069287419
2022/10/20/22:00:01.610941,2022/10/20/22:00:01.61,3399296,1666328401,610509262,tool0_controller,0.086530478,-0.066341404,0.12204711,-0.07107953,0.010166881,-0.00639003,2022/10/20/22:00:04.68,0.380137652
2022/10/20/22:00:01.613244,2022/10/20/22:00:01.61,3399297,1666328401,612493931,tool0_controller,-0.088598195,-0.144878613,0.074015063,-0.07272589,0.001506748,-0.004597834,2022/10/20/22:00:04.69,0.672607509
2022/10/20/22:00:01.615053,2022/10/20/22:00:01.61,3399298,1666328401,614459091,tool0_controller,-0.091735904,-0.029749132,-0.307753172,-0.078996743,-0.004442023,-0.005411763,2022/10/20/22:00:04.70,-0.256275261
2022/10/20/22:00:01.618953,2022/10/20/22:00:01.61,3399299,1666328401,616485819,tool0_controller,-0.146784356,0.306397036,-0.350994549,-0.068886222,-0.005969092,0.005362175,2022/10/20/22:00:04.71,-0.347889211
2022/10/20/22:00:01.620660,2022/10/20/22:00:01.62,3399300,1666328401,620443175,tool0_controller,-0.351291934,0.242360925,0.057333918,-0.07463387,0.007126941,0.002896526,2022/10/20/22:00:04.72,0.734037197
2022/10/20/22:00:01.622898,2022/10/20/22:00:01.62,3399301,1666328401,622685230,tool0_controller,-0.462138011,0.216387271,0.042555088,-0.075482071,0.008928033,0.001514025,2022/10/20/22:00:04.73,-0.259467861
2022/10/20/22:00:01.624611,2022/10/20/22:00:01.62,3399302,1666328401,624458636,tool0_controller,-0.30773375,-0.099504099,0.041504232,-0.072291538,-0.000677817,-0.003426929,2022/10/20/22:00:04.74,-0.392274513
2022/10/20/22:00:01.629251,2022/10/20/22:00:01.62,3399303,1666328401,626433153,tool0_controller,-0.262560103,-0.138167651,-0.157476132,-0.070803923,-0.004785892,-0.005129898,2022/10/20/22:00:04.75,-0.178721281
2022/10/20/22:00:01.630919,2022/10/20/22:00:01.63,3399304,1666328401,630476041,tool0_controller,-0.010821268,0.133994336,-0.169123047,-0.068523171,0.005063474,-0.004482742,2022/10/20/22:00:04.76,-0.66758687
2022/10/20/22:00:01.638357,2022/10/20/22:00:01.63,3399305,1666328401,632466676,tool0_controller,-0.042412506,0.066157026,0.27872252,-0.073047772,0.011435365,-0.004929411,2022/10/20/22:00:04.77,0.554307569
2022/10/20/22:00:01.638940,2022/10/20/22:00:01.63,3399306,1666328401,638458686,tool0_controller,-0.027252449,-0.086872656,-0.032029417,-0.070124652,-0.00667112,-0.007742291,2022/10/20/22:00:04.78,-0.09614646
2022/10/20/22:00:01.640636,2022/10/20/22:00:01.64,3399307,1666328401,640473501,tool0_controller,0.10845253,0.067401489,0.043295247,-0.070374787,-0.011117291,-0.003187127,2022/10/20/22:00:04.79,-0.046036811
2022/10/20/22:00:01.642818,2022/10/20/22:00:01.64,3399308,1666328401,642450326,tool0_controller,-0.106069524,0.225942656,0.174853948,-0.071543257,-0.002586934,0.001465216,2022/10/20/22:00:04.80,-0.102507814
2022/10/20/22:00:01.645056,2022/10/20/22:00:01.64,3399309,1666328401,644483726,tool0_controller,-0.332477522,0.391827286,0.233232905,-0.064862476,0.002255464,0.001365257,2022/10/20/22:00:04.81,-0.352417003
2022/10/20/22:00:01.646754,2022/10/20/22:00:01.64,3399310,1666328401,646452853,tool0_controller,-0.142764372,0.24301823,0.257875764,-0.066168399,0.004401387,-0.001388265,2022/10/20/22:00:04.82,0.392158571
2022/10/20/22:00:01.650699,2022/10/20/22:00:01.65,3399311,1666328401,649065413,tool0_controller,-0.403098324,0.083883281,-0.16309705,-0.072880069,0.012087228,-0.006851659,2022/10/20/22:00:04.83,1.060739154
2022/10/20/22:00:01.651258,2022/10/20/22:00:01.65,3399312,1666328401,650836521,tool0_controller,-0.502984441,0.232047364,0.146501473,-0.075151698,-0.002400945,-0.002020307,2022/10/20/22:00:04.84,0.14497104
2022/10/20/22:00:01.653494,2022/10/20/22:00:01.65,3399313,1666328401,653065431,tool0_controller,-0.480043808,-0.01354578,-0.377808276,-0.072111534,0.0022473,0.002837239,2022/10/20/22:00:04.85,-0.210749406
2022/10/20/22:00:01.658717,2022/10/20/22:00:01.65,3399314,1666328401,655014835,tool0_controller,-0.37343939,-0.218475298,-0.180781303,-0.071926148,0.001970518,-0.001852776,2022/10/20/22:00:04.86,0.911309441
2022/10/20/22:00:01.663956,2022/10/20/22:00:01.66,3399315,1666328401,660465390,tool0_controller,0.086429226,-0.004960194,-0.061684013,-0.073292769,-0.011035496,-0.001982997,2022/10/20/22:00:04.87,0.046769974
2022/10/20/22:00:01.665114,2022/10/20/22:00:01.66,3399316,1666328401,664517627,tool0_controller,0.218298186,0.39847333,0.396900778,-0.06677385,2.31E-05,0.005905021,2022/10/20/22:00:04.88,0.470057041
2022/10/20/22:00:01.666636,2022/10/20/22:00:01.66,3399317,1666328401,666369469,tool0_controller,0.136197075,0.071458874,0.607566351,-0.065912305,0.008613687,-0.009964921,2022/10/20/22:00:04.89,0.560206203
2022/10/20/22:00:01.668802,2022/10/20/22:00:01.66,3399318,1666328401,668409567,tool0_controller,-0.093098829,0.084851378,0.264615314,-0.069880117,0.011195661,-0.008679193,2022/10/20/22:00:04.90,-0.458351663
2022/10/20/22:00:01.670455,2022/10/20/22:00:01.67,3399319,1666328401,670347842,tool0_controller,0.073368075,0.074018299,0.13955208,-0.080275705,-0.004828416,-0.002530512,2022/10/20/22:00:04.91,-0.360778206
2022/10/20/22:00:01.672706,2022/10/20/22:00:01.67,3399320,1666328401,672382515,tool0_controller,-0.140375519,0.007826891,-0.169795854,-0.078761668,-0.009089755,-0.002279035,2022/10/20/22:00:04.92,0.842820149
2022/10/20/22:00:01.674934,2022/10/20/22:00:01.67,3399321,1666328401,674384639,tool0_controller,-0.299562788,0.189059427,0.068031349,-0.069470913,-0.00175868,-0.002783073,2022/10/20/22:00:04.93,-1.381091681
2022/10/20/22:00:01.678542,2022/10/20/22:00:01.67,3399322,1666328401,677402950,tool0_controller,-0.336612031,0.188392785,-0.215490406,-0.068742584,0.01168785,-0.002930671,2022/10/20/22:00:04.94,0.148884755
2022/10/20/22:00:01.684108,2022/10/20/22:00:01.68,3399323,1666328401,681122220,tool0_controller,-0.433774704,0.109338615,-0.104443114,-0.066960545,0.008439932,0.00233547,2022/10/20/22:00:04.95,-0.799307919
2022/10/20/22:00:01.685575,2022/10/20/22:00:01.68,3399324,1666328401,684904431,tool0_controller,-0.221754144,-0.274010958,0.020302248,-0.071250802,0.00188029,-0.006540315,2022/10/20/22:00:04.96,-0.585749164
2022/10/20/22:00:01.691766,2022/10/20/22:00:01.69,3399325,1666328401,687330796,tool0_controller,-0.367432678,-0.1570438,-0.063974633,-0.071158613,0.002013696,-0.007453333,2022/10/20/22:00:04.97,-0.640225596
2022/10/20/22:00:01.698158,2022/10/20/22:00:01.69,3399326,1666328401,697627361,tool0_controller,-0.171286878,0.211757471,0.095026265,-0.067789438,-0.008018471,-0.003030783,2022/10/20/22:00:04.98,0.867996057
2022/10/20/22:00:01.699228,2022/10/20/22:00:01.69,3399327,1666328401,699126584,tool0_controller,0.09508823,0.369880848,0.101738675,-0.069472661,-0.000647813,-0.004221823,2022/10/20/22:00:04.99,0.848485484
2022/10/20/22:00:01.700918,2022/10/20/22:00:01.70,3399328,1666328401,700632050,tool0_controller,-0.003012777,0.578594528,0.229523408,-0.074687818,0.006343024,0.004143968,2022/10/20/22:00:05.00,0.828588062
2022/10/20/22:00:01.702567,2022/10/20/22:00:01.70,3399329,1666328401,702113309,tool0_controller,-0.028286507,-0.239351009,-0.315964871,-0.065501532,0.001564139,-0.002736702,2022/10/20/22:00:05.01,-0.285789427
2022/10/20/22:00:01.704301,2022/10/20/22:00:01.70,3399330,1666328401,703640091,tool0_controller,0.477418701,-0.280366647,-0.218759604,-0.067227074,-0.022161571,-0.007344315,2022/10/20/22:00:05.02,0.062425018
2022/10/20/22:00:01.705393,2022/10/20/22:00:01.70,3399331,1666328401,705283431,tool0_controller,0.661903012,0.370985243,0.413380848,-0.06979704,-0.014527667,-0.007753276,2022/10/20/22:00:05.03,-0.38753967
2022/10/20/22:00:01.711912,2022/10/20/22:00:01.71,3399332,1666328401,706892847,tool0_controller,0.281557835,0.504307055,0.229338534,-0.0624432,0.018775881,-0.016371735,2022/10/20/22:00:05.04,-0.173825706
2022/10/20/22:00:01.715396,2022/10/20/22:00:01.71,3399333,1666328401,713908137,tool0_controller,0.117766614,0.467840983,-0.055180041,-0.053560836,0.021671358,-0.014370992,2022/10/20/22:00:05.05,0.348946423
2022/10/20/22:00:01.716112,2022/10/20/22:00:01.71,3399334,1666328401,715723993,tool0_controller,-0.204830336,0.323732415,-0.528149237,-0.055858543,-0.003087359,-0.002406079,2022/10/20/22:00:05.06,0.235238176
2022/10/20/22:00:01.717796,2022/10/20/22:00:01.71,3399335,1666328401,717490453,tool0_controller,0.15420114,-0.023115264,-0.970292003,-0.060840465,-0.043880401,0.000220199,2022/10/20/22:00:05.07,0.351135248
2022/10/20/22:00:01.718891,2022/10/20/22:00:01.71,3399336,1666328401,718792607,tool0_controller,0.901533835,-0.13378118,-0.330020118,-0.061109576,-0.068135281,-0.000468514,2022/10/20/22:00:05.08,-0.306894583
2022/10/20/22:00:01.720566,2022/10/20/22:00:01.72,3399337,1666328401,720190632,tool0_controller,0.667082302,0.623660533,1.199801326,-0.058849923,-0.009353104,2.02E-05,2022/10/20/22:00:05.09,-0.831303655
2022/10/20/22:00:01.721714,2022/10/20/22:00:01.72,3399338,1666328401,721554171,tool0_controller,-0.297259193,0.529302148,1.887826167,-0.06241956,0.084706651,-0.012348895,2022/10/20/22:00:05.10,0.596333451
2022/10/20/22:00:01.723349,2022/10/20/22:00:01.72,3399339,1666328401,722904460,tool0_controller,-0.788059395,0.375451081,1.502841491,-0.074823755,0.096286733,-0.002602863,2022/10/20/22:00:05.11,0.147408746
2022/10/20/22:00:01.724471,2022/10/20/22:00:01.72,3399340,1666328401,724234642,tool0_controller,-0.634937558,0.217925352,0.462701724,-0.075334879,0.024065351,0.010205475,2022/10/20/22:00:05.12,-0.558405005
2022/10/20/22:00:01.726149,2022/10/20/22:00:01.72,3399341,1666328401,725578323,tool0_controller,-0.663101415,-0.229446596,-1.029132262,-0.064154412,-0.04600092,0.010738838,2022/10/20/22:00:05.13,0.356751101
2022/10/20/22:00:01.727288,2022/10/20/22:00:01.72,3399342,1666328401,726889616,tool0_controller,-0.969105494,-0.402032803,-1.717958177,-0.048113339,-0.058701167,0.008421459,2022/10/20/22:00:05.14,-0.956211086
2022/10/20/22:00:01.728432,2022/10/20/22:00:01.72,3399343,1666328401,728234620,tool0_controller,-0.728070166,-0.44063839,-0.826705057,-0.043230546,-0.020436606,0.004666438,2022/10/20/22:00:05.15,-1.057752827
2022/10/20/22:00:01.730077,2022/10/20/22:00:01.73,3399344,1666328401,729559591,tool0_controller,-1.258136767,0.024560571,0.705385325,-0.055593987,0.057560692,0.017999159,2022/10/20/22:00:05.16,0.235312738
2022/10/20/22:00:01.731186,2022/10/20/22:00:01.73,3399345,1666328401,730926838,tool0_controller,-1.157869884,-0.327183775,0.815123404,-0.075664246,0.067392664,0.015045007,2022/10/20/22:00:05.17,-0.977283015
2022/10/20/22:00:01.732817,2022/10/20/22:00:01.73,3399346,1666328401,732247414,tool0_controller,-0.287647831,-0.273528475,-0.033592646,-0.072875717,0.010538652,0.004649976,2022/10/20/22:00:05.18,-0.883626183
2022/10/20/22:00:01.733927,2022/10/20/22:00:01.73,3399347,1666328401,733583532,tool0_controller,0.549768448,-0.152306532,-0.763410613,-0.061724302,-0.055482848,-0.015039756,2022/10/20/22:00:05.19,-1.134098441
2022/10/20/22:00:01.735033,2022/10/20/22:00:01.73,3399348,1666328401,734872843,tool0_controller,0.608693754,0.529658079,-0.90823882,-0.04469962,-0.059199177,-0.006585608,2022/10/20/22:00:05.20,-0.669349878
2022/10/20/22:00:01.736712,2022/10/20/22:00:01.73,3399349,1666328401,736164702,tool0_controller,0.771782169,0.417897157,-0.272706363,-0.049006309,-0.016353643,-0.002928708,2022/10/20/22:00:05.21,1.088877099
2022/10/20/22:00:01.737839,2022/10/20/22:00:01.73,3399350,1666328401,737446216,tool0_controller,0.667747188,0.351305902,1.280807169,-0.063076247,0.033732354,-0.001674143,2022/10/20/22:00:05.22,0.817813424
