,Resolution,4,,,,,,,,,,,,
2022/10/20/21:06:57.739399,2022/10/20/21:06:57.73,1813914,1666325217,739234427,tool0_controller,-0.654594307,-0.121420436,-0.179145859,0.038706721,0.030523628,0.002323145,,2022/10/20/21:06:57.81,-0.291355006
2022/10/20/21:06:57.741344,2022/10/20/21:06:57.74,1813915,1666325217,740962550,tool0_controller,-1.023511163,-0.18153516,-0.585730068,0.044462888,0.017748278,0.019827952,,2022/10/20/21:06:57.82,-0.60037752
2022/10/20/21:06:57.743367,2022/10/20/21:06:57.74,1813916,1666325217,743002064,tool0_controller,-1.302882908,-0.363362932,-1.241187881,0.045926314,-0.002992279,0.02608945,,2022/10/20/21:06:57.83,-0.337968412
2022/10/20/21:06:57.745080,2022/10/20/21:06:57.74,1813917,1666325217,744852716,tool0_controller,-0.984107873,-0.478025576,-1.129526669,0.04217798,-0.039275583,0.025590251,,2022/10/20/21:06:57.84,-0.436102886
2022/10/20/21:06:57.746674,2022/10/20/21:06:57.74,1813918,1666325217,746415182,tool0_controller,-0.804794718,-0.219137858,-1.071658967,0.044967815,-0.026326695,0.012342357,,2022/10/20/21:06:57.85,-0.823967364
2022/10/20/21:06:57.748382,2022/10/20/21:06:57.74,1813919,1666325217,747906835,tool0_controller,-0.548137461,0.456820436,-0.670474978,0.06094225,0.003362484,0.00987123,,2022/10/20/21:06:57.86,-0.170475415
2022/10/20/21:06:57.750216,2022/10/20/21:06:57.75,1813920,1666325217,749740153,tool0_controller,-0.63667354,0.757671773,-0.100386772,0.053072014,0.032231674,0.008749297,,2022/10/20/21:06:57.87,-0.552466062
2022/10/20/21:06:57.752012,2022/10/20/21:06:57.75,1813921,1666325217,751533405,tool0_controller,-0.393505745,-0.110961844,-0.117237103,0.036158312,0.028380965,0.003185242,,2022/10/20/21:06:57.88,-0.725636136
2022/10/20/21:06:57.753670,2022/10/20/21:06:57.75,1813922,1666325217,753229973,tool0_controller,-0.311041859,-0.081779425,-0.615074434,0.02879406,0.011535275,0.021126928,,2022/10/20/21:06:57.89,-0.455213103
2022/10/20/21:06:57.755343,2022/10/20/21:06:57.75,1813923,1666325217,755013802,tool0_controller,0.034777866,0.019021947,-0.638325853,0.047880323,-0.025518803,0.013613378,,2022/10/20/21:06:57.90,-0.4352625
2022/10/20/21:06:57.759574,2022/10/20/21:06:57.75,1813924,1666325217,756942685,tool0_controller,0.243440402,0.643014543,-0.685882487,0.063619888,-0.026214642,0.00583167,,2022/10/20/21:06:57.91,-0.447306692
2022/10/20/21:06:57.759784,2022/10/20/21:06:57.75,1813925,1666325217,758920535,tool0_controller,0.246510022,0.821011953,-0.408592447,0.068553068,-0.00322457,-0.000543644,,2022/10/20/21:06:57.92,-1.060903205
2022/10/20/21:06:57.761386,2022/10/20/21:06:57.76,1813926,1666325217,761038299,tool0_controller,0.236299993,0.702609432,0.465946649,0.056747711,0.006926048,-0.004537808,,2022/10/20/21:06:57.93,-0.376551211
2022/10/20/21:06:57.763578,2022/10/20/21:06:57.76,1813927,1666325217,762934779,tool0_controller,-0.055532286,0.363307914,0.344495747,0.035641273,0.028602676,-0.0004751,,2022/10/20/21:06:57.94,-0.144733082
2022/10/20/21:06:57.765246,2022/10/20/21:06:57.76,1813928,1666325217,765000614,tool0_controller,-0.403998048,0.135594642,0.195199007,0.036042175,0.015980727,0.007023433,,2022/10/20/21:06:57.95,-0.74360959
2022/10/20/21:06:57.767511,2022/10/20/21:06:57.76,1813929,1666325217,767010188,tool0_controller,-0.594512472,0.055033465,-0.319622894,0.049409345,-0.000926452,0.007879839,,2022/10/20/21:06:57.96,-0.955784396
2022/10/20/21:06:57.769145,2022/10/20/21:06:57.76,1813930,1666325217,768952526,tool0_controller,-0.719643699,0.370131453,-0.936177186,0.053117093,-0.01648536,0.01491981,,2022/10/20/21:06:57.97,-0.543043789
2022/10/20/21:06:57.772871,2022/10/20/21:06:57.77,1813931,1666325217,771926267,tool0_controller,-0.890566658,0.027611748,-1.08351116,0.052563249,-0.017013249,0.008359994,,2022/10/20/21:06:57.98,-0.374040992
2022/10/20/21:06:57.774514,2022/10/20/21:06:57.77,1813932,1666325217,774132668,tool0_controller,-1.059913679,-0.290751567,-1.169375783,0.048801319,-0.000426513,0.005257224,,2022/10/20/21:06:57.99,-0.682596823
2022/10/20/21:06:57.777756,2022/10/20/21:06:57.77,1813933,1666325217,777134689,tool0_controller,-0.712911295,-0.034791304,-0.411451129,0.038628729,-0.001206033,0.01455848,,2022/10/20/21:06:58.00,-1.728828187
2022/10/20/21:06:57.782361,2022/10/20/21:06:57.78,1813934,1666325217,778840176,tool0_controller,-0.809365423,-0.428276239,-0.578083995,0.041399216,0.019722914,0.008761449,,2022/10/20/21:06:58.01,-7.634211186
2022/10/20/21:06:57.782562,2022/10/20/21:06:57.78,1813935,1666325217,781992501,tool0_controller,-0.467394215,-0.105598869,-0.625485647,0.039611249,0.01222372,0.012340746,,2022/10/20/21:06:58.02,-9.278042302
2022/10/20/21:06:57.784226,2022/10/20/21:06:57.78,1813936,1666325217,784078080,tool0_controller,-0.353651702,0.085799892,-0.767192162,0.046219872,-0.003920118,0.016321554,,2022/10/20/21:06:58.03,-10.51470413
2022/10/20/21:06:57.786472,2022/10/20/21:06:57.78,1813937,1666325217,786109606,tool0_controller,-0.198061745,-0.30900324,-1.063244035,0.044948927,-0.001723931,0.003685971,,2022/10/20/21:06:58.04,-9.45511695
2022/10/20/21:06:57.788209,2022/10/20/21:06:57.78,1813938,1666325217,788070454,tool0_controller,-0.361656456,0.067932145,-0.535318956,0.052086246,-0.001661862,0.008969396,,2022/10/20/21:06:58.05,-9.753870899
2022/10/20/21:06:57.790551,2022/10/20/21:06:57.79,1813939,1666325217,790061161,tool0_controller,-0.233833848,-0.041217104,-0.680117145,0.047584941,0.009797995,0.014029533,,2022/10/20/21:06:58.06,-7.912296202
2022/10/20/21:06:57.792248,2022/10/20/21:06:57.79,1813940,1666325217,791907529,tool0_controller,-0.166244104,-0.223382733,-0.284226639,0.049118222,-0.004228081,0.013582292,,2022/10/20/21:06:58.07,-6.151531597
2022/10/20/21:06:57.794484,2022/10/20/21:06:57.79,1813941,1666325217,793845903,tool0_controller,0.122324994,0.275392173,-0.125662904,0.043739126,-0.012629728,0.017796176,,2022/10/20/21:06:58.08,-6.622919237
2022/10/20/21:06:57.796154,2022/10/20/21:06:57.79,1813942,1666325217,795894703,tool0_controller,0.219475374,0.50292177,-0.164118549,0.045856934,-0.005183964,0.010464817,,2022/10/20/21:06:58.09,-8.740456184
2022/10/20/21:06:57.797862,2022/10/20/21:06:57.79,1813943,1666325217,797543016,tool0_controller,0.063019277,0.525488226,-0.402734624,0.055110113,0.005268473,-0.006758662,,2022/10/20/21:06:58.10,-7.151090635
2022/10/20/21:06:57.799494,2022/10/20/21:06:57.79,1813944,1666325217,799329879,tool0_controller,0.004168739,0.62323461,-0.266691092,0.066023239,0.00773577,-0.006274026,,2022/10/20/21:06:58.11,-7.846684457
2022/10/20/21:06:57.801130,2022/10/20/21:06:57.80,1813945,1666325217,800666523,tool0_controller,-0.245084528,0.264057951,0.072500131,0.049301921,-0.006544575,-0.001192865,,2022/10/20/21:06:58.12,-6.910063311
2022/10/20/21:06:57.802272,2022/10/20/21:06:57.80,1813946,1666325217,802023456,tool0_controller,-0.370144434,0.170421436,-0.29753653,0.045664082,-0.003855627,0.005395194,,2022/10/20/21:06:58.13,-8.023779598
2022/10/20/21:06:57.804929,2022/10/20/21:06:57.80,1813947,1666325217,803441179,tool0_controller,-0.501892095,0.080687218,-0.403864676,0.059269704,-0.002566929,0.000978938,,2022/10/20/21:06:58.14,-8.459123378
2022/10/20/21:06:57.805613,2022/10/20/21:06:57.80,1813948,1666325217,805327128,tool0_controller,-0.554308447,0.320739644,-0.543991667,0.057619998,0.00049935,0.003337747,,2022/10/20/21:06:58.15,-9.22341421
2022/10/20/21:06:57.808902,2022/10/20/21:06:57.80,1813949,1666325217,807340825,tool0_controller,-0.511904348,-0.027396847,-0.431342041,0.051825048,0.002288301,-0.009606132,,2022/10/20/21:06:58.16,-9.580691395
2022/10/20/21:06:57.809464,2022/10/20/21:06:57.80,1813950,1666325217,809106852,tool0_controller,-0.537044208,0.317082585,-0.406860611,0.044778012,0.002748915,0.005835637,,2022/10/20/21:06:58.17,-9.227574367
2022/10/20/21:06:57.811171,2022/10/20/21:06:57.81,1813951,1666325217,810994037,tool0_controller,-0.561609584,-0.120383669,-0.291355006,0.044086595,0.002662406,0.010283136,,2022/10/20/21:06:58.18,-7.734425454
2022/10/20/21:06:57.813506,2022/10/20/21:06:57.81,1813952,1666325217,813132754,tool0_controller,-0.653450563,-0.378632085,-0.38923207,0.042969259,0.00612814,0.010311676,,2022/10/20/21:06:58.19,-8.399704843
2022/10/20/21:06:57.815868,2022/10/20/21:06:57.81,1813953,1666325217,815230118,tool0_controller,-0.518016514,-0.026925921,-0.53250967,0.049293544,0.001562199,0.013700677,,2022/10/20/21:06:58.20,-11.04350767
2022/10/20/21:06:57.820291,2022/10/20/21:06:57.82,1813954,1666325217,817153518,tool0_controller,-0.377601223,-0.333806637,-0.60037752,0.04797229,-0.00175119,0.006911019,,2022/10/20/21:06:58.21,-9.417032411
2022/10/20/21:06:57.820360,2022/10/20/21:06:57.82,1813955,1666325217,818923113,tool0_controller,-0.376647067,-0.010339345,-0.574983849,0.046164163,-0.005478271,0.009064829,,2022/10/20/21:06:58.22,-11.60517614
2022/10/20/21:06:57.821261,2022/10/20/21:06:57.82,1813956,1666325217,820979620,tool0_controller,-0.190009744,0.106837991,-0.6509362,0.052155603,0.001687994,0.009175443,,2022/10/20/21:06:58.23,-11.21140356
2022/10/20/21:06:57.823508,2022/10/20/21:06:57.82,1813957,1666325217,822914470,tool0_controller,-0.185645702,0.044958688,-0.440955651,0.049695654,0.012920684,0.00353911,,2022/10/20/21:06:58.24,-9.583870892
2022/10/20/21:06:57.825704,2022/10/20/21:06:57.82,1813958,1666325217,825110941,tool0_controller,-0.256822076,-0.102129574,-0.194331158,0.045633327,0.005119857,0.003715839,,2022/10/20/21:06:58.25,-10.63843993
2022/10/20/21:06:57.827535,2022/10/20/21:06:57.82,1813959,1666325217,827123181,tool0_controller,-0.168883144,0.082589434,-0.46546009,0.052304519,-0.000833598,0.008682896,,2022/10/20/21:06:58.26,-10.71396979
2022/10/20/21:06:57.829252,2022/10/20/21:06:57.82,1813960,1666325217,829086018,tool0_controller,-0.063601813,0.309098974,-0.246219972,0.04186964,-0.015897604,0.010443967,,2022/10/20/21:06:58.27,-10.96247323
2022/10/20/21:06:57.831528,2022/10/20/21:06:57.83,1813961,1666325217,831308889,tool0_controller,-0.12068091,0.285372792,-0.337968412,0.055281286,-0.008228278,0.002137661,,2022/10/20/21:06:58.28,-13.44962138
2022/10/20/21:06:57.833701,2022/10/20/21:06:57.83,1813962,1666325217,833239900,tool0_controller,-0.229977059,0.605658746,-0.598346764,0.053501435,0.004203221,0.003764294,,2022/10/20/21:06:58.29,-12.15682834
2022/10/20/21:06:57.835361,2022/10/20/21:06:57.83,1813963,1666325217,834911671,tool0_controller,-0.241359669,0.372104237,-0.475609534,0.05022284,0.003881109,-0.000180662,,2022/10/20/21:06:58.30,-13.637232
2022/10/20/21:06:57.840478,2022/10/20/21:06:57.84,1813964,1666325217,840093316,tool0_controller,-0.262543097,0.514608444,-0.436102886,0.048274728,-0.002225719,0.008459036,,2022/10/20/21:06:58.31,-13.58954985
2022/10/20/21:06:57.842635,2022/10/20/21:06:57.84,1813965,1666325217,842165772,tool0_controller,-0.373871478,0.229049471,-0.709571895,0.048647835,0.000531656,0.011581012,,2022/10/20/21:06:58.32,-12.44206721
2022/10/20/21:06:57.844304,2022/10/20/21:06:57.84,1813966,1666325217,844096944,tool0_controller,-0.474053172,0.101217929,-0.807982152,0.048355026,-0.001163796,0.009362752,,2022/10/20/21:06:58.33,-11.82228295
2022/10/20/21:06:57.846806,2022/10/20/21:06:57.84,1813967,1666325217,846080225,tool0_controller,-0.526880118,-0.207196375,-1.061180029,0.051733937,0.002448278,0.006525824,,2022/10/20/21:06:58.34,-13.12611838
2022/10/20/21:06:57.850479,2022/10/20/21:06:57.85,1813968,1666325217,847997060,tool0_controller,-0.480953174,-0.296278811,-0.823967364,0.050896131,-0.005232452,0.006974791,,2022/10/20/21:06:58.35,-13.38744329
2022/10/20/21:06:57.852078,2022/10/20/21:06:57.85,1813969,1666325217,851727903,tool0_controller,-0.66756427,0.198752202,-0.327136345,0.04316448,0.008654531,0.0208591,,2022/10/20/21:06:58.36,-13.58574737
2022/10/20/21:06:57.854280,2022/10/20/21:06:57.85,1813970,1666325217,853653655,tool0_controller,-0.671755435,0.130049751,-0.595578814,0.054411172,0.008114978,0.013177635,,2022/10/20/21:06:58.37,-13.44320173
2022/10/20/21:06:57.855992,2022/10/20/21:06:57.85,1813971,1666325217,855380310,tool0_controller,-0.311922759,0.430140298,-0.840756603,0.058845906,-0.003128119,0.01235345,,2022/10/20/21:06:58.38,-11.79892572
2022/10/20/21:06:57.857681,2022/10/20/21:06:57.85,1813972,1666325217,857326783,tool0_controller,-0.32932601,0.21725358,-0.941159289,0.052601095,-0.017650695,0.005730665,,2022/10/20/21:06:58.39,-12.9606966
2022/10/20/21:06:57.859870,2022/10/20/21:06:57.85,1813973,1666325217,859215798,tool0_controller,-0.097755638,0.079408949,-0.348826646,0.040964995,-0.015652601,0.006461143,,2022/10/20/21:06:58.40,-14.06077308
2022/10/20/21:06:57.861556,2022/10/20/21:06:57.86,1813974,1666325217,861074922,tool0_controller,-0.023267199,0.345198718,-0.170475415,0.049325227,0.006411949,0.013515002,,2022/10/20/21:06:58.41,-13.34446385
2022/10/20/21:06:57.864177,2022/10/20/21:06:57.86,1813975,1666325217,862940954,tool0_controller,-0.263604562,0.079797701,-0.355893026,0.053020058,0.027018386,8.76E-05,,2022/10/20/21:06:58.42,-12.40934406
2022/10/20/21:06:57.865845,2022/10/20/21:06:57.86,1813976,1666325217,864605093,tool0_controller,-0.265458582,0.312387206,0.145447348,0.059567236,0.008489851,-0.000389327,,2022/10/20/21:06:58.43,-13.24841834
2022/10/20/21:06:57.867300,2022/10/20/21:06:57.86,1813977,1666325217,866717694,tool0_controller,-0.153782188,0.409610916,-0.330008169,0.051878921,-0.006350103,0.00398241,,2022/10/20/21:06:58.44,-12.0615498
2022/10/20/21:06:57.869010,2022/10/20/21:06:57.86,1813978,1666325217,868606427,tool0_controller,0.044356656,0.511463493,-0.47877875,0.053177137,-0.020071489,0.007171856,,2022/10/20/21:06:58.45,-13.57010966
2022/10/20/21:06:57.870719,2022/10/20/21:06:57.87,1813979,1666325217,870264427,tool0_controller,-0.131279006,0.340771847,-0.552466062,0.054160534,-0.008105278,0.004811177,,2022/10/20/21:06:58.46,-12.38042688
2022/10/20/21:06:57.872333,2022/10/20/21:06:57.87,1813980,1666325217,871913243,tool0_controller,-0.358796148,0.19869087,-0.449946083,0.057561801,0.008811743,0.003957218,,2022/10/20/21:06:58.47,-13.84103586
2022/10/20/21:06:57.874030,2022/10/20/21:06:57.87,1813981,1666325217,873406678,tool0_controller,-0.592189116,0.039887881,0.006112911,0.044780031,0.017571874,0.01230793,,2022/10/20/21:06:58.48,-13.04282544
2022/10/20/21:06:57.875643,2022/10/20/21:06:57.87,1813982,1666325217,875514861,tool0_controller,-0.556216396,0.059722137,-0.218033234,0.043999115,0.016111831,0.012279408,,2022/10/20/21:06:58.49,-13.70774573
2022/10/20/21:06:57.879272,2022/10/20/21:06:57.87,1813983,1666325217,877537866,tool0_controller,-0.620381789,-0.016939059,-0.670015831,0.045690644,0.011064866,0.004391349,,2022/10/20/21:06:58.50,-13.42719657
2022/10/20/21:06:57.880126,2022/10/20/21:06:57.88,1813984,1666325217,879533231,tool0_controller,-0.578100817,0.216307199,-0.725636136,0.053216205,-0.002627459,0.007252422,,2022/10/20/21:06:58.51,-13.53240618
2022/10/20/21:06:57.883395,2022/10/20/21:06:57.88,1813985,1666325217,882666844,tool0_controller,-0.65925059,-0.234869269,-0.667252236,0.048363893,-0.007191098,0.00402903,,2022/10/20/21:06:58.52,-13.09147218
2022/10/20/21:06:57.888245,2022/10/20/21:06:57.88,1813986,1666325217,884905598,tool0_controller,-0.576848565,-0.292616217,-0.518303961,0.045599157,-0.01075989,0.011843846,,2022/10/20/21:06:58.53,-13.64983167
2022/10/20/21:06:57.888256,2022/10/20/21:06:57.88,1813987,1666325217,886649118,tool0_controller,-0.493815821,-0.166332476,-0.521638013,0.044146958,0.006121693,0.019909567,,2022/10/20/21:06:58.54,-13.97552256
2022/10/20/21:06:57.888456,2022/10/20/21:06:57.88,1813988,1666325217,888141573,tool0_controller,-0.445740185,0.101596884,-0.307132576,0.052795614,0.012879097,0.011058998,,2022/10/20/21:06:58.55,-13.79887974
2022/10/20/21:06:57.890036,2022/10/20/21:06:57.89,1813989,1666325217,889534003,tool0_controller,-0.257486599,0.083016551,-0.455213103,0.05234652,0.00718924,0.001975514,,2022/10/20/21:06:58.56,-14.12814537
2022/10/20/21:06:57.891580,2022/10/20/21:06:57.89,1813990,1666325217,890949036,tool0_controller,-0.304911054,0.089323132,-0.523674424,0.052344907,-0.000172746,0.001812578,,2022/10/20/21:06:58.57,-14.42305466
2022/10/20/21:06:57.893377,2022/10/20/21:06:57.89,1813991,1666325217,892960971,tool0_controller,-0.186021162,0.315552105,-0.663655205,0.050033029,-0.002528848,0.004930559,,2022/10/20/21:06:58.58,-14.23636587
2022/10/20/21:06:57.895387,2022/10/20/21:06:57.89,1813992,1666325217,895005706,tool0_controller,-0.317768248,-0.133855543,-0.559408504,0.050675726,0.001511155,-0.003571204,,2022/10/20/21:06:58.59,-14.00156292
2022/10/20/21:06:57.898152,2022/10/20/21:06:57.89,1813993,1666325217,897184830,tool0_controller,-0.229083762,0.076596493,-0.216223943,0.050878166,0.00263682,0.00640623,,2022/10/20/21:06:58.60,-13.66058628
2022/10/20/21:06:57.899497,2022/10/20/21:06:57.89,1813994,1666325217,899142605,tool0_controller,-0.42750336,-0.243165456,-0.514721835,0.052161376,0.013800618,0.003297903,,2022/10/20/21:06:58.61,-14.67141198
2022/10/20/21:06:57.904282,2022/10/20/21:06:57.90,1813995,1666325217,901199231,tool0_controller,-0.445021675,0.097136039,-0.4352625,0.047623465,0.003152012,0.008871864,,2022/10/20/21:06:58.62,-14.31317345
2022/10/20/21:06:57.904310,2022/10/20/21:06:57.90,1813996,1666325217,902939194,tool0_controller,-0.435466358,0.279769409,-0.325824044,0.046706947,-0.00352696,0.004007088,,2022/10/20/21:06:58.63,-14.76261754
2022/10/20/21:06:57.905613,2022/10/20/21:06:57.90,1813997,1666325217,905009634,tool0_controller,-0.39293546,0.56149363,-0.583105946,0.052567177,-0.000170053,0.011692795,,2022/10/20/21:06:58.64,-14.28972459
2022/10/20/21:06:57.908856,2022/10/20/21:06:57.90,1813998,1666325217,907062606,tool0_controller,-0.333607542,0.130140059,-0.327130439,0.042081603,-0.00390719,0.008254498,,2022/10/20/21:06:58.65,-14.60882244
2022/10/20/21:06:57.909143,2022/10/20/21:06:57.90,1813999,1666325217,909025618,tool0_controller,-0.386145988,0.160777725,-0.823789496,0.047839877,0.015576686,0.011352097,,2022/10/20/21:06:58.66,-15.34204358
2022/10/20/21:06:57.911391,2022/10/20/21:06:57.91,1814000,1666325217,911036485,tool0_controller,-0.54045513,-0.165469107,-0.447306692,0.045496568,0.011440447,0.002116962,,2022/10/20/21:06:58.67,-14.43920778
2022/10/20/21:06:57.915922,2022/10/20/21:06:57.91,1814001,1666325217,915409302,tool0_controller,-0.685246053,0.303327343,-0.661654165,0.045573758,0.012506457,0.011515669,,2022/10/20/21:06:58.68,-14.9524205
2022/10/20/21:06:57.917618,2022/10/20/21:06:57.91,1814002,1666325217,916990675,tool0_controller,-0.427334681,-0.053466238,-0.707529925,0.045091207,-0.00395404,0.00540848,,2022/10/20/21:06:58.69,-14.739073
2022/10/20/21:06:57.918795,2022/10/20/21:06:57.91,1814003,1666325217,918352765,tool0_controller,-0.540150432,0.25702676,-0.948545113,0.045375843,-0.005553708,0.014583615,,2022/10/20/21:06:58.70,-14.96551624
2022/10/20/21:06:57.921442,2022/10/20/21:06:57.92,1814004,1666325217,919745860,tool0_controller,-0.695186353,-0.275538078,-1.060903205,0.047995468,-0.005502647,0.010076277,,2022/10/20/21:06:58.71,-14.53705747
2022/10/20/21:06:57.922082,2022/10/20/21:06:57.92,1814005,1666325217,921494002,tool0_controller,-0.29495232,-0.180925585,-1.075630367,0.050011583,0.000514342,0.014323803,,2022/10/20/21:06:58.72,-14.55280595
2022/10/20/21:06:57.924359,2022/10/20/21:06:57.92,1814006,1666325217,923853710,tool0_controller,-0.21656857,0.166534939,-0.236921567,0.041409838,-0.000384008,0.013415941,,2022/10/20/21:06:58.73,-14.52579827
2022/10/20/21:06:57.926019,2022/10/20/21:06:57.92,1814007,1666325217,925841543,tool0_controller,-0.401324703,0.293289844,-0.377861129,0.053435808,0.025795982,0.002804702,,2022/10/20/21:06:58.74,-14.98469022
2022/10/20/21:06:57.928188,2022/10/20/21:06:57.92,1814008,1666325217,927604402,tool0_controller,-0.049452402,0.715797784,-0.179711689,0.056815015,0.01510113,0.004665154,,2022/10/20/21:06:58.75,-15.62632698
2022/10/20/21:06:57.929489,2022/10/20/21:06:57.92,1814009,1666325217,929323432,tool0_controller,-0.120712611,0.233583756,-0.783036109,0.050774374,0.006678832,-0.001940523,,2022/10/20/21:06:58.76,-14.56638833
2022/10/20/21:06:57.931723,2022/10/20/21:06:57.93,1814010,1666325217,931258800,tool0_controller,-0.157587728,0.39055081,-0.376551211,0.048579158,-0.014288195,0.010313487,,2022/10/20/21:06:58.77,-14.55317287
2022/10/20/21:06:57.933704,2022/10/20/21:06:57.93,1814011,1666325217,933213537,tool0_controller,-0.1590383,0.47182951,-0.522831475,0.044909995,-0.005924219,0.019069964,,2022/10/20/21:06:58.78,-13.92743723
2022/10/20/21:06:57.936682,2022/10/20/21:06:57.93,1814012,1666325217,935951866,tool0_controller,-0.227254361,0.021776771,-0.612953196,0.058715314,0.007576965,0.000654626,,2022/10/20/21:06:58.79,-15.26073649
2022/10/20/21:06:57.938281,2022/10/20/21:06:57.93,1814013,1666325217,937783506,tool0_controller,-0.166459304,-0.001271068,-0.165750589,0.060357437,0.008959856,-0.001841217,,2022/10/20/21:06:58.80,-14.41290023
2022/10/20/21:06:57.940567,2022/10/20/21:06:57.94,1814014,1666325217,939894031,tool0_controller,-0.084071473,0.45193317,-0.144733082,0.041254172,0.008886965,0.007846267,,2022/10/20/21:06:58.81,-14.75195919
2022/10/20/21:06:57.941721,2022/10/20/21:06:57.94,1814015,1666325217,941383835,tool0_controller,-0.39338,0.4813572,-0.338523735,0.036711335,0.005395148,0.013717652,,2022/10/20/21:06:58.82,-14.35527083
2022/10/20/21:06:57.943393,2022/10/20/21:06:57.94,1814016,1666325217,943053199,tool0_controller,-0.459839734,0.132763638,-0.673495083,0.054413025,0.007322198,0.008071691,,2022/10/20/21:06:58.83,-14.47542366
2022/10/20/21:06:57.947280,2022/10/20/21:06:57.94,1814017,1666325217,944973108,tool0_controller,-0.70252092,0.024553047,-0.945021498,0.051498256,0.000190901,0.005360348,,2022/10/20/21:06:58.84,-13.55641293
2022/10/20/21:06:57.947798,2022/10/20/21:06:57.94,1814018,1666325217,947192619,tool0_controller,-0.570623442,-0.119182657,-0.81059452,0.059281153,-0.010525322,0.007291303,,2022/10/20/21:06:58.85,-13.96114401
2022/10/20/21:06:57.950264,2022/10/20/21:06:57.95,1814019,1666325217,949782214,tool0_controller,-0.439306795,-0.062274372,-0.74360959,0.043470593,-0.004751731,0.00871467,,2022/10/20/21:06:58.86,-14.17252581
2022/10/20/21:06:57.952098,2022/10/20/21:06:57.95,1814020,1666325217,951748433,tool0_controller,-0.526158819,-0.425047796,-0.989205564,0.052065248,0.012583215,-0.002660785,,2022/10/20/21:06:58.87,-13.93420877
2022/10/20/21:06:57.954259,2022/10/20/21:06:57.95,1814021,1666325217,953764006,tool0_controller,-0.656930876,0.202400384,-0.417764037,0.04571097,0.009608431,0.01284612,,2022/10/20/21:06:58.88,-13.95524224
2022/10/20/21:06:57.956479,2022/10/20/21:06:57.95,1814022,1666325217,955631513,tool0_controller,-0.558877216,0.144901236,-0.490489998,0.045133514,0.009578349,0.016941339,,2022/10/20/21:06:58.89,-13.92663466
2022/10/20/21:06:57.962024,2022/10/20/21:06:57.96,1814023,1666325217,958230046,tool0_controller,-0.431363221,0.125644519,-0.955784396,0.051045402,0.00614679,0.0171955,,2022/10/20/21:06:58.90,-13.81530678
2022/10/20/21:06:57.963273,2022/10/20/21:06:57.96,1814024,1666325217,962957634,tool0_controller,-0.471890604,-0.133592706,-1.017929298,0.057418409,-0.010397225,0.004765098,,2022/10/20/21:06:58.91,-13.76810486
2022/10/20/21:06:57.965506,2022/10/20/21:06:57.96,1814025,1666325217,965101370,tool0_controller,-0.358000692,0.292125058,-0.878364654,0.051040834,-0.016320877,0.012641785,,2022/10/20/21:06:58.92,-13.67738738
