time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2022/10/20/22:55:11.747843,23,0,0,base_link,0.544,0.391,0.0771250155941,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.759334,24,0,0,base_link,0.544,0.391,0.0770000176691,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.767447,25,0,0,base_link,0.544,0.391,0.0768750199769,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.777512,26,0,0,base_link,0.544,0.391,0.0767500225175,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.787421,27,0,0,base_link,0.544,0.391,0.076625025291,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.797478,28,0,0,base_link,0.544,0.391,0.0765000282973,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.807481,29,0,0,base_link,0.544,0.391,0.0763750313036,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.817407,30,0,0,base_link,0.544,0.391,0.0762500347756,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.827439,31,0,0,base_link,0.544,0.391,0.0761250384804,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.838895,32,0,0,base_link,0.544,0.391,0.0760000426508,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.847425,33,0,0,base_link,0.544,0.391,0.0758750465885,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.857489,34,0,0,base_link,0.544,0.391,0.0757500514574,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.868306,35,0,0,base_link,0.544,0.391,0.0756250563264,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.877582,36,0,0,base_link,0.544,0.391,0.0755000611953,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.887484,37,0,0,base_link,0.544,0.391,0.0753750669956,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.897491,38,0,0,base_link,0.544,0.391,0.0752500723302,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.907522,39,0,0,base_link,0.544,0.391,0.0751250785962,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.919381,40,0,0,base_link,0.544,0.391,0.0750000848621,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.927469,41,0,0,base_link,0.544,0.391,0.0748750915937,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.937407,42,0,0,base_link,0.544,0.391,0.0747500983253,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.947448,43,0,0,base_link,0.544,0.391,0.0746251055226,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.957551,44,0,0,base_link,0.544,0.391,0.0745001131855,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.967467,45,0,0,base_link,0.544,0.391,0.0743751213141,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.977404,46,0,0,base_link,0.544,0.391,0.0742501294427,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.987572,47,0,0,base_link,0.544,0.391,0.0741251380369,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:11.997545,48,0,0,base_link,0.544,0.391,0.0740001470968,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:12.007530,49,0,0,base_link,0.544,0.391,0.0738751566224,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:12.017580,50,0,0,base_link,0.544,0.391,0.0737501666136,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:12.027439,51,0,0,base_link,0.544,0.391,0.0736251766048,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:12.037631,52,0,0,base_link,0.544,0.391,0.0735001870617,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:12.047961,53,0,0,base_link,0.544,0.391,0.0733751979843,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:12.057482,54,0,0,base_link,0.544,0.391,0.0732502093725,-0.3828,0.9238,0.0,0.0
2022/10/20/22:55:12.067420,55,0,0,base_link,0.544,0.391,0.0731252212264,-0.3828,0.9238,0.0,0.0
