,Resolution,4,,,,,,,,,,,
time,Timestamp reduced res,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z,Unique Timestamp,Force.z
2022/10/20/21:27:01.532335,2022/10/20/21:27:01.53,2412997,1666326421,531955915,tool0_controller,-0.043666173,1.048023968,-0.008299485,0.151920205,-0.068988903,0.005774798,2022/10/20/21:27:24.27,-13.64883205
2022/10/20/21:27:01.534987,2022/10/20/21:27:01.53,2412998,1666326421,534595971,tool0_controller,-0.650402997,0.622346726,0.955451978,0.124451153,-0.010484736,0.031482044,2022/10/20/21:27:24.28,-14.57817702
2022/10/20/21:27:01.537758,2022/10/20/21:27:01.53,2412999,1666326421,537229062,tool0_controller,-0.99611678,0.566188153,1.522579222,0.147988583,0.035845205,0.032772843,2022/10/20/21:27:24.29,-12.96368535
2022/10/20/21:27:01.540005,2022/10/20/21:27:01.54,2413000,1666326421,539852688,tool0_controller,-0.985628863,1.427281556,1.161479933,0.176352336,0.020148912,0.030886292,2022/10/20/21:27:24.30,-14.45800331
2022/10/20/21:27:01.542830,2022/10/20/21:27:01.54,2413001,1666326421,542222533,tool0_controller,-0.644071434,1.615619535,-0.487022633,0.193457119,-0.02605218,0.000965702,2022/10/20/21:27:24.31,-16.92558121
2022/10/20/21:27:01.544653,2022/10/20/21:27:01.54,2413002,1666326421,544048676,tool0_controller,-0.164221067,1.927073698,-1.11922239,0.174350685,-0.087694039,-0.003500311,2022/10/20/21:27:24.32,-14.90361169
2022/10/20/21:27:01.546279,2022/10/20/21:27:01.54,2413003,1666326421,545871302,tool0_controller,-0.115928297,1.353058652,-0.594868439,0.140111458,-0.091067331,0.003230207,2022/10/20/21:27:24.33,-9.88234895
2022/10/20/21:27:01.548001,2022/10/20/21:27:01.54,2413004,1666326421,547718923,tool0_controller,-0.366913278,0.510536051,1.147400196,0.12957565,-0.030677106,0.009595191,2022/10/20/21:27:24.34,-17.74455408
2022/10/20/21:27:01.550893,2022/10/20/21:27:01.55,2413005,1666326421,549983474,tool0_controller,-0.563831602,0.640210533,1.910604927,0.150257656,0.051644356,0.025024219,2022/10/20/21:27:24.35,-9.003160769
2022/10/20/21:27:01.552550,2022/10/20/21:27:01.55,2413006,1666326421,552107406,tool0_controller,-0.592557444,0.224044193,1.292730342,0.176244649,0.068871581,0.018029131,2022/10/20/21:27:24.36,-18.9362398
2022/10/20/21:27:01.553684,2022/10/20/21:27:01.55,2413007,1666326421,553502283,tool0_controller,0.062165531,0.862784836,0.386475841,0.180846662,-0.025506045,0.016021885,2022/10/20/21:27:24.37,-10.23122693
2022/10/20/21:27:01.556707,2022/10/20/21:27:01.55,2413008,1666326421,555194729,tool0_controller,0.368762411,1.202724451,-0.341732775,0.153383334,-0.098461745,0.014718877,2022/10/20/21:27:24.38,-11.45841632
2022/10/20/21:27:01.557620,2022/10/20/21:27:01.55,2413009,1666326421,556999931,tool0_controller,0.034258961,1.086096139,-0.220865555,0.146290571,-0.094887572,0.004425205,2022/10/20/21:27:24.39,-11.75970919
2022/10/20/21:27:01.558739,2022/10/20/21:27:01.55,2413010,1666326421,558382739,tool0_controller,-0.059186426,1.203888943,0.780599227,0.154129266,-0.039987588,0.009234294,2022/10/20/21:27:24.40,-13.13741327
2022/10/20/21:27:01.560437,2022/10/20/21:27:01.56,2413011,1666326421,559783175,tool0_controller,0.179502029,1.368479846,1.485237902,0.1613336,0.020789883,0.017594943,2022/10/20/21:27:24.41,-11.98741207
2022/10/20/21:27:01.561567,2022/10/20/21:27:01.56,2413012,1666326421,561078677,tool0_controller,0.081858847,1.185240121,2.191423099,0.176250635,0.03939873,0.012213172,2022/10/20/21:27:24.42,-15.86053498
2022/10/20/21:27:01.562732,2022/10/20/21:27:01.56,2413013,1666326421,562364539,tool0_controller,-0.272969655,1.362180488,1.605796593,0.165908598,0.007271526,0.011802677,2022/10/20/21:27:24.43,-9.699218725
2022/10/20/21:27:01.563784,2022/10/20/21:27:01.56,2413014,1666326421,563672418,tool0_controller,-0.041846167,1.131985552,0.310210807,0.151902912,-0.063364744,0.013456852,2022/10/20/21:27:24.44,-17.6120057
2022/10/20/21:27:01.565475,2022/10/20/21:27:01.56,2413015,1666326421,565052786,tool0_controller,-0.128949019,0.99761063,-0.245926719,0.141244247,-0.091192461,0.024870877,2022/10/20/21:27:24.45,-8.715799107
2022/10/20/21:27:01.566590,2022/10/20/21:27:01.56,2413016,1666326421,566363418,tool0_controller,-0.22614757,0.961625854,0.41972473,0.131375966,-0.045155685,0.019189045,2022/10/20/21:27:24.46,-16.76480525
2022/10/20/21:27:01.568305,2022/10/20/21:27:01.56,2413017,1666326421,567686843,tool0_controller,-0.502752012,1.63439965,1.345731986,0.172546919,0.017909894,0.012804446,2022/10/20/21:27:24.47,-13.52899696
2022/10/20/21:27:01.569399,2022/10/20/21:27:01.56,2413018,1666326421,569010232,tool0_controller,-0.56904366,1.602041672,0.944360611,0.196305134,0.041351226,-0.007582935,2022/10/20/21:27:24.48,-14.45935895
2022/10/20/21:27:01.570552,2022/10/20/21:27:01.57,2413019,1666326421,570326019,tool0_controller,-0.31747702,1.230028429,0.555112445,0.178422078,-0.008301949,0.011272541,2022/10/20/21:27:24.49,-14.4699749
2022/10/20/21:27:01.572219,2022/10/20/21:27:01.57,2413020,1666326421,571612476,tool0_controller,-0.235814568,1.05346114,0.13995137,0.128769657,-0.072251546,0.039240775,2022/10/20/21:27:24.50,-11.93662232
2022/10/20/21:27:01.573344,2022/10/20/21:27:01.57,2413021,1666326421,572920551,tool0_controller,-0.041441645,0.400762846,0.233231559,0.127024168,-0.083634229,0.029873441,2022/10/20/21:27:24.51,-12.18988297
2022/10/20/21:27:01.575529,2022/10/20/21:27:01.57,2413022,1666326421,574359180,tool0_controller,-0.300164401,1.109015838,0.826154342,0.159238882,-0.026870036,0.018665493,2022/10/20/21:27:24.52,-17.55349138
2022/10/20/21:27:01.576975,2022/10/20/21:27:01.57,2413023,1666326421,576369798,tool0_controller,-0.357272522,1.429651626,1.205010955,0.192252866,0.03041368,0.003944621,2022/10/20/21:27:24.53,-9.601358973
2022/10/20/21:27:01.578713,2022/10/20/21:27:01.57,2413024,1666326421,578342356,tool0_controller,-0.245645021,1.215673106,1.056529657,0.178003064,0.017399402,0.00489099,2022/10/20/21:27:24.54,-17.70312273
2022/10/20/21:27:01.581660,2022/10/20/21:27:01.58,2413025,1666326421,581046135,tool0_controller,-0.066330344,1.394530522,0.59162879,0.15138117,-0.035532615,0.018991418,2022/10/20/21:27:24.55,-9.834417987
2022/10/20/21:27:01.587958,2022/10/20/21:27:01.58,2413026,1666326421,586151534,tool0_controller,0.068742971,1.213896614,0.162909478,0.155599581,-0.080282676,0.014508772,2022/10/20/21:27:24.56,-16.08765844
2022/10/20/21:27:01.591849,2022/10/20/21:27:01.59,2413027,1666326421,591453720,tool0_controller,-0.125946397,1.279181635,0.482076741,0.150790443,-0.065774856,0.014120701,2022/10/20/21:27:24.57,-10.70344475
2022/10/20/21:27:01.594661,2022/10/20/21:27:01.59,2413028,1666326421,594344462,tool0_controller,-0.337259873,1.330114467,0.695322635,0.157184436,-0.000890909,0.01418459,2022/10/20/21:27:24.58,-10.67586003
2022/10/20/21:27:01.597453,2022/10/20/21:27:01.59,2413029,1666326421,597058628,tool0_controller,-0.474938105,1.290774454,1.340246276,0.164171746,0.03708226,0.018165761,2022/10/20/21:27:24.59,-12.79258133
2022/10/20/21:27:01.600247,2022/10/20/21:27:01.60,2413030,1666326421,599769749,tool0_controller,-0.756336634,1.653924313,1.371683655,0.153419411,0.024712351,0.017745639,2022/10/20/21:27:24.60,-13.43347807
2022/10/20/21:27:01.602537,2022/10/20/21:27:01.60,2413031,1666326421,602332100,tool0_controller,-0.616103678,1.41732279,0.304303849,0.175152819,-0.031227689,0.005322015,2022/10/20/21:27:24.61,-16.47454931
2022/10/20/21:27:01.604719,2022/10/20/21:27:01.60,2413032,1666326421,604137647,tool0_controller,-0.103783137,1.385065844,-0.53867323,0.17874304,-0.091017985,0.005910582,2022/10/20/21:27:24.62,-15.12405348
2022/10/20/21:27:01.606421,2022/10/20/21:27:01.60,2413033,1666326421,605954524,tool0_controller,-0.185385059,1.200149605,-0.330474172,0.15321373,-0.079715129,0.022251007,2022/10/20/21:27:24.63,-13.64478006
2022/10/20/21:27:01.608707,2022/10/20/21:27:01.60,2413034,1666326421,608391109,tool0_controller,-0.66126048,0.584525013,0.74906601,0.137777742,-0.01031351,0.032316564,2022/10/20/21:27:24.64,-17.25351456
2022/10/20/21:27:01.611708,2022/10/20/21:27:01.61,2413035,1666326421,610431026,tool0_controller,-0.771297815,0.575706307,1.808130205,0.144811269,0.039443191,0.023416495,2022/10/20/21:27:24.65,-13.72387669
2022/10/20/21:27:01.612858,2022/10/20/21:27:01.61,2413036,1666326421,612495511,tool0_controller,-0.408428593,1.523368149,1.65897927,0.169361723,0.027512589,0.021246175,2022/10/20/21:27:24.66,-8.478165486
2022/10/20/21:27:01.614436,2022/10/20/21:27:01.61,2413037,1666326421,613794576,tool0_controller,0.040721528,1.469308625,0.554777303,0.172674396,-0.033214745,0.006098886,2022/10/20/21:27:24.67,-16.63352337
2022/10/20/21:27:01.617475,2022/10/20/21:27:01.61,2413038,1666326421,615097679,tool0_controller,0.41031975,1.060370395,-0.002068615,0.151460562,-0.073056244,0.008424857,2022/10/20/21:27:24.68,-7.049463092
2022/10/20/21:27:01.618658,2022/10/20/21:27:01.61,2413039,1666326421,618346522,tool0_controller,-0.611676965,0.479481759,1.010390622,0.14733993,-0.015986405,0.020245382,2022/10/20/21:27:24.69,-15.80175827
2022/10/20/21:27:01.619776,2022/10/20/21:27:01.61,2413040,1666326421,619631983,tool0_controller,-0.308243302,0.960604215,1.245192916,0.180193073,0.006981058,0.018300852,2022/10/20/21:27:24.70,-10.31334258
2022/10/20/21:27:01.621487,2022/10/20/21:27:01.62,2413041,1666326421,620967200,tool0_controller,0.009475413,1.321476047,0.950069713,0.180981589,-0.006016834,0.006641059,2022/10/20/21:27:24.71,-15.70244916
2022/10/20/21:27:01.622589,2022/10/20/21:27:01.62,2413042,1666326421,622294213,tool0_controller,0.245335585,1.245422807,0.449283398,0.170067914,-0.036001144,0.000786148,2022/10/20/21:27:24.72,-10.9407179
2022/10/20/21:27:01.624243,2022/10/20/21:27:01.62,2413043,1666326421,623608167,tool0_controller,0.207642114,1.097147405,0.392937988,0.150500953,-0.060758,0.003875579,2022/10/20/21:27:24.73,-10.99263645
2022/10/20/21:27:01.625364,2022/10/20/21:27:01.62,2413044,1666326421,624928173,tool0_controller,-0.075130163,1.202015915,0.625284196,0.14012857,-0.03659221,0.017938561,2022/10/20/21:27:24.74,-13.91354437
2022/10/20/21:27:01.626479,2022/10/20/21:27:01.62,2413045,1666326421,626227150,tool0_controller,-0.323742029,1.130801262,1.306088603,0.160882078,-0.001670818,0.016482202,2022/10/20/21:27:24.75,-16.30331727
2022/10/20/21:27:01.628174,2022/10/20/21:27:01.62,2413046,1666326421,627573791,tool0_controller,-0.361469378,1.329277934,1.252434724,0.186663837,0.01694988,0.003985096,2022/10/20/21:27:24.76,-12.01856702
2022/10/20/21:27:01.629311,2022/10/20/21:27:01.62,2413047,1666326421,628891112,tool0_controller,-0.376265056,1.78282897,0.552817178,0.193242335,-0.006324076,0.002676873,2022/10/20/21:27:24.77,-16.94055632
2022/10/20/21:27:01.630398,2022/10/20/21:27:01.63,2413048,1666326421,630187955,tool0_controller,-0.536358224,1.070889905,-0.056049994,0.167767245,-0.05084951,0.010614179,2022/10/20/21:27:24.78,-21.09747561
2022/10/20/21:27:01.632138,2022/10/20/21:27:01.63,2413049,1666326421,631516185,tool0_controller,-0.236094439,0.388206054,-0.220101282,0.14070051,-0.073116733,0.027627293,2022/10/20/21:27:24.79,-29.60784167
2022/10/20/21:27:01.633226,2022/10/20/21:27:01.63,2413050,1666326421,632875624,tool0_controller,-0.347185567,0.951082319,0.544761187,0.146152824,-0.056035494,0.029504462,2022/10/20/21:27:24.80,-38.24762522
2022/10/20/21:27:01.634910,2022/10/20/21:27:01.63,2413051,1666326421,634339936,tool0_controller,-0.048153417,1.661534966,1.514485781,0.188559655,-0.01421026,0.01396555,2022/10/20/21:27:24.81,-29.10297188
2022/10/20/21:27:01.636589,2022/10/20/21:27:01.63,2413052,1666326421,636351140,tool0_controller,0.038766197,1.719387076,1.748497763,0.197708369,0.02986339,-0.004184281,2022/10/20/21:27:24.82,-30.62142445
2022/10/20/21:27:01.638828,2022/10/20/21:27:01.63,2413053,1666326421,638363644,tool0_controller,-0.17378993,1.248476796,1.098139274,0.161134055,0.035715492,0.008180999,2022/10/20/21:27:24.83,-20.07102858
2022/10/20/21:27:01.640540,2022/10/20/21:27:01.64,2413054,1666326421,640359320,tool0_controller,-0.3286348,0.369572384,0.524019438,0.1296267,-0.024313573,0.018514349,2022/10/20/21:27:24.84,-26.96083681
2022/10/20/21:27:01.644342,2022/10/20/21:27:01.64,2413055,1666326421,643620606,tool0_controller,-0.162810139,0.327694508,-0.08814599,0.135314481,-0.083803883,0.025105668,2022/10/20/21:27:24.85,-24.90418049
2022/10/20/21:27:01.645375,2022/10/20/21:27:01.64,2413056,1666326421,645153583,tool0_controller,-0.050394599,0.821198006,-0.221476004,0.173990021,-0.077789317,0.019317119,2022/10/20/21:27:24.86,-26.66736317
2022/10/20/21:27:01.647046,2022/10/20/21:27:01.64,2413057,1666326421,646493865,tool0_controller,-0.155147418,1.667446434,1.187136377,0.190332493,-0.039025117,0.018235607,2022/10/20/21:27:24.87,-28.87681495
2022/10/20/21:27:01.650289,2022/10/20/21:27:01.65,2413058,1666326421,649887473,tool0_controller,-0.25071501,1.49378637,1.72759659,0.188373489,0.02462136,0.00852123,2022/10/20/21:27:24.88,-31.25912546
2022/10/20/21:27:01.654101,2022/10/20/21:27:01.65,2413059,1666326421,653532567,tool0_controller,-0.202688191,1.046314885,1.597589272,0.151224205,0.049475743,0.009203638,2022/10/20/21:27:24.89,-24.14304806
2022/10/20/21:27:01.657435,2022/10/20/21:27:01.65,2413060,1666326421,656835811,tool0_controller,-0.734539976,0.654930795,0.864386459,0.124965162,0.013469528,0.021021636,2022/10/20/21:27:24.90,-32.92870467
2022/10/20/21:27:01.660728,2022/10/20/21:27:01.66,2413061,1666326421,660124358,tool0_controller,-0.402637328,0.498088995,-0.160934244,0.141903325,-0.05999545,0.021426236,2022/10/20/21:27:24.91,-26.07898754
2022/10/20/21:27:01.663534,2022/10/20/21:27:01.66,2413062,1666326421,662907632,tool0_controller,-0.027561528,1.315124764,-0.660411806,0.170414736,-0.111829194,0.02330079,2022/10/20/21:27:24.92,-35.32054249
2022/10/20/21:27:01.665245,2022/10/20/21:27:01.66,2413063,1666326421,665122957,tool0_controller,0.045480384,1.133278407,-0.053368959,0.199399478,-0.077909306,-0.000908165,2022/10/20/21:27:24.93,-34.05617419
2022/10/20/21:27:01.667495,2022/10/20/21:27:01.66,2413064,1666326421,667315951,tool0_controller,-0.135820728,1.612616946,1.720472859,0.194751217,-0.001823409,0.005989106,2022/10/20/21:27:24.94,-30.83511068
2022/10/20/21:27:01.670301,2022/10/20/21:27:01.67,2413065,1666326421,669903499,tool0_controller,-0.137364521,1.3977417,2.410806497,0.152304458,0.062406435,0.014045596,2022/10/20/21:27:24.95,-41.15286337
2022/10/20/21:27:01.674786,2022/10/20/21:27:01.67,2413066,1666326421,672122817,tool0_controller,-0.247396363,0.577433488,1.549370609,0.129310718,0.05270396,0.011709021,2022/10/20/21:27:24.96,-31.00852921
2022/10/20/21:27:01.674808,2022/10/20/21:27:01.67,2413067,1666326421,674006710,tool0_controller,-0.302734627,0.803492252,0.235686866,0.1385776,-0.028598287,0.01601055,2022/10/20/21:27:24.97,-38.83967095
2022/10/20/21:27:01.675733,2022/10/20/21:27:01.67,2413068,1666326421,675527308,tool0_controller,-0.198158429,1.10138365,-0.787299996,0.171692454,-0.108129188,0.006453217,2022/10/20/21:27:24.98,-34.72290895
2022/10/20/21:27:01.677424,2022/10/20/21:27:01.67,2413069,1666326421,676934195,tool0_controller,0.028651859,1.242365332,-0.860581758,0.189991682,-0.113940945,0.005729436,2022/10/20/21:27:24.99,-35.68898868
2022/10/20/21:27:01.679247,2022/10/20/21:27:01.67,2413070,1666326421,678350524,tool0_controller,-0.38669301,1.2265875,0.716556262,0.187993314,-0.042430447,0.018639958,2022/10/20/21:27:25.00,-36.02182751
2022/10/20/21:27:01.680321,2022/10/20/21:27:01.68,2413071,1666326421,679756781,tool0_controller,-0.783856903,0.584748469,1.414174798,0.163364638,0.046875102,0.028465634,2022/10/20/21:27:25.01,-31.76726307
2022/10/20/21:27:01.683693,2022/10/20/21:27:01.68,2413072,1666326421,681255860,tool0_controller,-0.526455158,0.669514784,1.804037444,0.140145026,0.05650195,0.039060289,2022/10/20/21:27:25.02,-36.64117353
2022/10/20/21:27:01.683869,2022/10/20/21:27:01.68,2413073,1666326421,683151970,tool0_controller,-0.612907415,0.620875933,1.175869907,0.13157958,0.009111053,0.010756936,2022/10/20/21:27:25.03,-35.39018394
2022/10/20/21:27:01.684981,2022/10/20/21:27:01.68,2413074,1666326421,684592466,tool0_controller,-0.137539275,1.971667434,-0.070997337,0.165352445,-0.060270936,0.004546506,2022/10/20/21:27:25.04,-36.67481733
2022/10/20/21:27:01.686653,2022/10/20/21:27:01.68,2413075,1666326421,685913992,tool0_controller,-0.058284848,1.895636636,-0.570802772,0.176650329,-0.079495028,-0.007412217,2022/10/20/21:27:25.05,-35.24906848
2022/10/20/21:27:01.687799,2022/10/20/21:27:01.68,2413076,1666326421,687201104,tool0_controller,-0.482649798,1.740727521,0.060635317,0.167776099,-0.044774862,0.018348611,2022/10/20/21:27:25.06,-35.56251148
2022/10/20/21:27:01.688859,2022/10/20/21:27:01.68,2413077,1666326421,688513151,tool0_controller,-0.847871762,0.50473725,1.003333279,0.145470112,0.0171062,0.02939424,2022/10/20/21:27:25.07,-42.11922916
2022/10/20/21:27:01.690479,2022/10/20/21:27:01.69,2413078,1666326421,689781545,tool0_controller,-0.647746058,0.295706922,1.469645992,0.142517608,0.023179734,0.04095507,2022/10/20/21:27:25.08,-36.35967619
2022/10/20/21:27:01.691605,2022/10/20/21:27:01.69,2413079,1666326421,691047006,tool0_controller,-0.214065274,1.228475276,0.924171034,0.168967852,-0.022191324,0.029704107,2022/10/20/21:27:25.09,-36.95552692
2022/10/20/21:27:01.692721,2022/10/20/21:27:01.69,2413080,1666326421,692352670,tool0_controller,0.47509635,2.303609039,0.373412325,0.199721056,-0.070811059,-0.007099219,2022/10/20/21:27:25.10,-36.13495661
2022/10/20/21:27:01.695024,2022/10/20/21:27:01.69,2413081,1666326421,694337554,tool0_controller,0.650522604,2.466861862,0.52063354,0.196126052,-0.066502001,-0.027330196,2022/10/20/21:27:25.11,-39.20501548
2022/10/20/21:27:01.696724,2022/10/20/21:27:01.69,2413082,1666326421,696345733,tool0_controller,0.165478619,1.819606671,0.979005537,0.155037447,-0.008886464,-0.009878113,2022/10/20/21:27:25.12,-38.29147485
2022/10/20/21:27:01.699004,2022/10/20/21:27:01.69,2413083,1666326421,698343315,tool0_controller,-0.478788785,0.56611432,1.482940457,0.117490576,0.042200427,0.0207111,2022/10/20/21:27:25.13,-41.33566021
2022/10/20/21:27:01.700575,2022/10/20/21:27:01.70,2413084,1666326421,700365567,tool0_controller,-0.997870984,0.331758776,1.214433685,0.117104824,0.033176809,0.049411966,2022/10/20/21:27:25.14,-38.16104131
2022/10/20/21:27:01.702848,2022/10/20/21:27:01.70,2413085,1666326421,702387661,tool0_controller,-0.417663807,0.054243271,0.400514564,0.164935923,-0.030152077,0.030704104,2022/10/20/21:27:25.15,-41.80012002
2022/10/20/21:27:01.707992,2022/10/20/21:27:01.70,2413086,1666326421,704368362,tool0_controller,0.15244835,1.048089795,-0.277411958,0.195191053,-0.09124249,0.009918906,2022/10/20/21:27:25.16,-42.1386796
2022/10/20/21:27:01.709552,2022/10/20/21:27:01.70,2413087,1666326421,709211189,tool0_controller,-0.270988256,2.061547479,-0.153944367,0.2060968,-0.063655072,-0.008401545,2022/10/20/21:27:25.17,-40.26846001
2022/10/20/21:27:01.714584,2022/10/20/21:27:01.71,2413088,1666326421,713996134,tool0_controller,-0.802727028,1.815510265,0.582551803,0.179384435,-0.007250668,0.001816776,2022/10/20/21:27:25.18,-42.50746524
2022/10/20/21:27:01.718537,2022/10/20/21:27:01.71,2413089,1666326421,718123718,tool0_controller,-0.716411517,0.723752492,1.150154811,0.124707063,0.027251106,0.028366766,2022/10/20/21:27:25.19,-39.05635789
2022/10/20/21:27:01.722466,2022/10/20/21:27:01.72,2413090,1666326421,722136151,tool0_controller,-0.895554884,-0.207711707,1.00769789,0.099957412,0.025875239,0.040676675,2022/10/20/21:27:25.20,-42.5815002
2022/10/20/21:27:01.725316,2022/10/20/21:27:01.72,2413091,1666326421,724822357,tool0_controller,-0.575104357,0.348641142,0.284053227,0.130546718,-0.027716148,0.032098968,2022/10/20/21:27:25.21,-37.93815577
2022/10/20/21:27:01.727558,2022/10/20/21:27:01.72,2413092,1666326421,727424868,tool0_controller,0.325354437,1.452276627,0.037398072,0.196190066,-0.090725667,0.002723405,2022/10/20/21:27:25.22,-42.14590343
2022/10/20/21:27:01.730362,2022/10/20/21:27:01.73,2413093,1666326421,730076084,tool0_controller,0.56896262,2.102660101,0.366572482,0.216002464,-0.086852724,-0.007738999,2022/10/20/21:27:25.23,-38.43157763
2022/10/20/21:27:01.732719,2022/10/20/21:27:01.73,2413094,1666326421,732472827,tool0_controller,0.078621864,1.92216427,1.578111272,0.18456479,-0.013369013,0.002524928,2022/10/20/21:27:25.24,-38.27446139
2022/10/20/21:27:01.734825,2022/10/20/21:27:01.73,2413095,1666326421,734657265,tool0_controller,-0.328923765,0.767400538,1.771294729,0.130680531,0.054824151,0.019000662,2022/10/20/21:27:25.25,-43.99631401
2022/10/20/21:27:01.737043,2022/10/20/21:27:01.73,2413096,1666326421,736616544,tool0_controller,-0.602576713,0.163940358,0.763209299,0.10921233,0.0428523,0.038629688,2022/10/20/21:27:25.26,-40.20150258
2022/10/20/21:27:01.738693,2022/10/20/21:27:01.73,2413097,1666326421,738377995,tool0_controller,-0.254638853,0.605574564,0.426844707,0.131483864,-0.057406544,0.032935681,2022/10/20/21:27:25.27,-42.76639892
2022/10/20/21:27:01.740463,2022/10/20/21:27:01.74,2413098,1666326421,740087820,tool0_controller,0.117580309,1.516443912,0.163052989,0.190156572,-0.104110403,0.00657446,2022/10/20/21:27:25.28,-40.07978655
2022/10/20/21:27:01.742056,2022/10/20/21:27:01.74,2413099,1666326421,741806696,tool0_controller,-0.136726767,2.510462518,0.260341015,0.224542797,-0.077272415,-0.012338114,2022/10/20/21:27:25.29,-40.95754945
2022/10/20/21:27:01.743824,2022/10/20/21:27:01.74,2413100,1666326421,743230184,tool0_controller,-0.396076253,1.89658246,0.425117133,0.217786659,-0.021672705,0.001521192,2022/10/20/21:27:25.30,-40.98073635
2022/10/20/21:27:01.744882,2022/10/20/21:27:01.74,2413101,1666326421,744518551,tool0_controller,-0.151171213,0.549862682,0.896623527,0.138242599,0.00873785,0.036793696,2022/10/20/21:27:25.31,-39.39850889
2022/10/20/21:27:01.747239,2022/10/20/21:27:01.74,2413102,1666326421,746239681,tool0_controller,-0.576946342,-0.121035895,1.92441652,0.087242009,0.016439903,0.038860257,2022/10/20/21:27:25.32,-39.63081687
2022/10/20/21:27:01.748352,2022/10/20/21:27:01.74,2413103,1666326421,747872072,tool0_controller,-0.246507666,1.402109836,1.940520874,0.150253914,-0.011169453,0.012442014,2022/10/20/21:27:25.33,-43.68062068
2022/10/20/21:27:01.749467,2022/10/20/21:27:01.74,2413104,1666326421,749205801,tool0_controller,0.053780253,2.8025304,0.404457659,0.234297561,-0.042549197,-0.03323848,2022/10/20/21:27:25.34,-39.62492659
2022/10/20/21:27:01.751189,2022/10/20/21:27:01.75,2413105,1666326421,750547284,tool0_controller,-0.005497409,2.727765855,-0.687251387,0.215336281,-0.048587412,-0.018593536,2022/10/20/21:27:25.35,-39.59497051
2022/10/20/21:27:01.752322,2022/10/20/21:27:01.75,2413106,1666326421,751839507,tool0_controller,-0.760957817,0.227327809,0.798006502,0.099597683,-0.029579911,0.025602036,2022/10/20/21:27:25.36,-39.59812907
2022/10/20/21:27:01.753924,2022/10/20/21:27:01.75,2413107,1666326421,753250162,tool0_controller,-1.271811294,-1.086023467,1.588408092,0.070073401,0.008487826,0.058722187,2022/10/20/21:27:25.37,-38.88847235
2022/10/20/21:27:01.755057,2022/10/20/21:27:01.75,2413108,1666326421,754555885,tool0_controller,-1.180877073,-0.450323079,1.145591021,0.141057445,0.01971674,0.042650974,2022/10/20/21:27:25.38,-43.48240048
2022/10/20/21:27:01.756194,2022/10/20/21:27:01.75,2413109,1666326421,755888674,tool0_controller,-0.51332876,1.496260544,-0.018485569,0.23206718,-0.016570571,0.014839076,2022/10/20/21:27:25.39,-38.11998056
2022/10/20/21:27:01.757321,2022/10/20/21:27:01.75,2413110,1666326421,757160935,tool0_controller,0.38721302,2.496293478,-0.269314151,0.231358305,-0.069031825,-0.018571044,2022/10/20/21:27:25.40,-42.90090957
2022/10/20/21:27:01.758984,2022/10/20/21:27:01.75,2413111,1666326421,758449280,tool0_controller,0.444636618,1.934925086,0.124279798,0.166539671,-0.07478503,-0.022949403,2022/10/20/21:27:25.41,-38.11227221
2022/10/20/21:27:01.760115,2022/10/20/21:27:01.76,2413112,1666326421,759788340,tool0_controller,-0.05339391,1.426079442,1.35101701,0.110944231,-0.027885785,0.016840761,2022/10/20/21:27:25.42,-39.87170816
2022/10/20/21:27:01.761250,2022/10/20/21:27:01.76,2413113,1666326421,761063897,tool0_controller,-0.585915283,-0.017104396,1.610326255,0.09767752,0.038348238,0.027604344,2022/10/20/21:27:25.43,-43.62943416
2022/10/20/21:27:01.762928,2022/10/20/21:27:01.76,2413114,1666326421,762395248,tool0_controller,-0.544009924,0.334314101,1.273089329,0.114473639,0.042188265,0.044232331,2022/10/20/21:27:25.44,-38.67142365
2022/10/20/21:27:01.764073,2022/10/20/21:27:01.76,2413115,1666326421,763910963,tool0_controller,0.043003904,1.017719156,0.501377057,0.182963566,-0.02532863,0.019451423,2022/10/20/21:27:25.45,-40.6329879
2022/10/20/21:27:01.766994,2022/10/20/21:27:01.76,2413116,1666326421,765756100,tool0_controller,0.473918341,2.255266584,-0.106428817,0.232092288,-0.106759778,-0.002815192,2022/10/20/21:27:25.46,-39.31453929
2022/10/20/21:27:01.768078,2022/10/20/21:27:01.76,2413117,1666326421,767430478,tool0_controller,0.446020987,2.276979459,-0.130669225,0.207728959,-0.103418958,-0.009217496,2022/10/20/21:27:25.47,-37.38383506
2022/10/20/21:27:01.769179,2022/10/20/21:27:01.76,2413118,1666326421,768945126,tool0_controller,-0.041498806,1.283479601,0.961384114,0.141267066,-0.047906781,0.012369685,2022/10/20/21:27:25.48,-43.46342459
2022/10/20/21:27:01.770846,2022/10/20/21:27:01.77,2413119,1666326421,770348506,tool0_controller,-0.144164412,0.554664754,1.808195342,0.107980748,0.02669776,0.028183679,2022/10/20/21:27:25.49,-37.50028853
2022/10/20/21:27:01.772536,2022/10/20/21:27:01.77,2413120,1666326421,772338964,tool0_controller,-0.594443283,1.101800481,1.910725511,0.138201794,0.064847909,0.023556264,2022/10/20/21:27:25.50,-35.57357595
2022/10/20/21:27:01.774764,2022/10/20/21:27:01.77,2413121,1666326421,774332276,tool0_controller,-0.960372206,1.419833256,0.733886685,0.176357645,0.02578876,0.007549593,2022/10/20/21:27:25.51,-39.20174963
