t,w,x,y,z,ax,ay,az
0,,,,,,,
1,Revision @ user[16][6] = A5,Checking hardware revision...,,,,,
2,>*......>......,Resetting memory bank selection to 0...,,,,,
3,"//OFFSETS    -3439,     481,    3371,    -149,     -18,      79",//           X Accel  Y Accel  Z Accel   X Gyro   Y Gyro   Z Gyro,,,,,
4,1,0,0,0,1,-12,-5146
5,1,0,0,0,8,-22,-3788
6,1,0,0,0,6,-31,-2789
7,1,0,0,0,3,-34,-2049
8,1,0,0,0,2,-28,-1495
9,1,0,0,0,4,-25,-1095
10,1,0,0,0,3,-35,-805
11,1,0,0,0,2,-47,-579
12,1,0,0,0,2,-41,-419
13,1,0,0,0,5,-26,-310
14,1,0,0,0,5,-18,-220
15,1,0,0,0,5,-27,-145
16,1,0,0,0,-2,-39,-108
17,1,0,0,0,-4,-24,-98
18,1,0,0,0,-1,-20,-67
19,1,0,0,0,3,-43,-44
20,1,0,0,0,-2,-65,-35
21,1,0,0,0,0,-72,-35
22,1,0,0,0,0,-49,-25
23,1,0,0,0,1,-19,-24
24,1,0,0,0,6,0,-26
25,1,0,0,0,0,-6,-23
26,1,0,0,0,-2,-28,-8
27,1,0,0,0,-1,-38,-13
28,1,0,0,0,-1,-26,-23
29,1,0,0,0,0,-16,-23
30,1,0,0,0,3,-30,-17
31,1,0,0,0,0,-50,-14
32,1,0,0,0,0,-41,-22
33,1,0,0,0,-5,-1,-31
34,1,0,0,0,0,20,-44
35,1,0,0,0,0,9,-39
36,1,0,0,0,-5,-13,-17
37,1,0,0,0,-14,-32,3
38,1,0,0,0,-12,-9,-16
39,1,0,0,0,-6,6,-31
40,1,0,0,0,3,-10,-10
41,1,0,0,0,0,-30,2
42,1,0,0,0,-6,-20,-15
43,1,0,0,0,0,-10,-10
44,1,0,0,0,1,72,-17
45,1,0,0,0,3,147,-41
46,1,0,0,0,7,117,20
47,1,0,0,0,-9,126,13
48,1,0,0,0,-14,111,11
49,1,0,0,0,6,63,31
50,1,0,0,0,0,30,-10
51,1,0,0,0,-13,-29,-35
52,1,0,0,0,-4,-53,-15
53,1,0,0,0,4,-12,-45
54,1,0,0,0,8,-8,-6
55,1,0,0,0,6,11,10
56,1,0,0,0,-7,-8,-22
57,1,0,0,0,-12,-32,-22
58,1,0,0,0,-6,-35,-25
59,1,0,0,0,-4,-42,-43
60,1,0,0,0,-7,-42,-41
61,1,0,0,0,-4,-32,-35
62,1,0,0,0,1,-19,-33
63,1,0,0,0,4,-27,-19
64,1,0,0,0,3,-33,-32
65,1,0,0,0,-3,-45,-32
66,1,0,0,0,-4,-42,-22
67,1,0,0,0,-7,-28,-25
68,1,0,0,0,-8,-22,-13
69,1,0,0,0,-7,-21,-9
70,1,0,0,0,-14,-25,-21
71,1,0,0,0,-15,-26,-20
72,1,0,0,0,-11,-36,-28
73,1,0,0,0,-12,-34,-35
74,1,0,0,0,-7,-36,-23
75,1,0,0,0,7,-28,-18
76,1,0,0,0,7,-5,-39
77,1,0,0,0,-7,-23,-9
78,1,0,0,0,-13,-25,-16
79,1,0,0,0,-16,-41,-41
80,1,0,0,0,-6,-37,-35
81,1,0,0,0,2,-29,-6
82,1,0,0,0,3,-10,-28
83,1,0,0,0,4,-23,-20
84,1,0,0,0,4,-26,3
85,1,0,0,0,-4,-28,-22
86,1,0,0,0,-3,-39,-33
87,1,0,0,0,-2,-32,-19
88,1,0,0,0,-5,-14,-20
89,1,0,0,0,0,-16,-7
90,1,0,0,0,3,-22,-16
91,1,0,0,0,0,-25,-29
92,1,0,0,0,7,-30,-26
93,1,0,0,0,10,-31,-25
94,1,0,0,0,5,-22,-32
95,1,0,0,0,1,-25,-17
96,1,0,0,0,-6,-20,-24
97,1,0,0,0,-9,-31,-32
98,1,0,0,0,-3,-39,-24
99,1,0,0,0,0,-27,-15
100,1,0,0,0,-11,-24,-13
