time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z,,,,,,,,,,,
2022/11/02/21:16:41.749891,7026984,1667449001,749604663,tool0_controller,0.05236053,0.58002295,0.815494652,-0.016248776,-0.018430809,0.012819649,,,,,,,,,,,
2022/11/02/21:16:41.752093,7026985,1667449001,751595292,tool0_controller,0.036606223,0.473619452,1.254588089,-0.009353416,-0.018459443,0.006068127,,,,,,,,,,,
2022/11/02/21:16:41.753753,7026986,1667449001,753514843,tool0_controller,-0.003616474,0.577886302,0.897205501,-0.008760888,-0.015333166,0.007578003,,,,,,,,,,,
2022/11/02/21:16:41.757156,7026987,1667449001,755572952,tool0_controller,-0.106532629,0.336503515,0.695080692,-0.012073176,-0.01904921,0.000628593,,,,,,,,,,,
2022/11/02/21:16:41.757794,7026988,1667449001,757508618,tool0_controller,-0.040156087,0.423448878,0.369399399,-0.006840269,-0.02418011,0.005222513,,,,,,,,,,,
2022/11/02/21:16:41.760027,7026989,1667449001,759521226,tool0_controller,-0.021930899,-0.020720127,0.458849658,-0.005853743,-0.02391252,-0.00749773,,,,,,,,,,,
2022/11/02/21:16:41.761707,7026990,1667449001,761519690,tool0_controller,0.027954761,0.536923525,0.610436036,-0.008848087,-0.016427671,0.005665829,,,,,,,,,,,
2022/11/02/21:16:41.763872,7026991,1667449001,763523719,tool0_controller,-0.183434928,0.897845706,1.264516612,-0.007381514,-0.01423291,0.01455362,,,,,,,,,,,
2022/11/02/21:16:41.768822,7026992,1667449001,765773339,tool0_controller,-0.184074468,0.558264612,1.375730708,-0.009079558,-0.011566336,0.010308625,,,,,,,,,,,
2022/11/02/21:16:41.770382,7026993,1667449001,768626971,tool0_controller,-0.056910142,0.72101132,0.846251674,-0.012082428,-0.023149731,0.011628584,,,,,,,,,,,
2022/11/02/21:16:41.770918,7026994,1667449001,770785639,tool0_controller,-0.066575012,0.649573091,0.76104488,-0.004065735,-0.037836822,0.009707348,,,,,,,,,,,
2022/11/02/21:16:41.775252,7026995,1667449001,772863661,tool0_controller,-0.000242553,0.83724069,0.598113543,-0.005879853,-0.032127268,0.012524421,,,,,,,,,,,
2022/11/02/21:16:41.777366,7026996,1667449001,776693288,tool0_controller,-0.034845222,0.573498749,1.169009159,-0.008826606,-0.003113939,0.008157765,,,,,,,,,,,
2022/11/02/21:16:41.779006,7026997,1667449001,778541076,tool0_controller,-0.116601752,0.243113041,1.100854225,-0.003155733,-0.004581329,0.000340008,,,,,,,,,,,
2022/11/02/21:16:41.780683,7026998,1667449001,780374419,tool0_controller,-0.098819,0.726609872,0.823556479,-0.009252976,-0.016768733,0.009609921,,,,,,,,,,,
2022/11/02/21:16:41.782938,7026999,1667449001,782229336,tool0_controller,-0.177749894,0.497520988,0.419075427,-0.002252272,-0.027955514,0.001875221,,,,,,,,,,,
2022/11/02/21:16:41.784571,7027000,1667449001,784107800,tool0_controller,-0.207357694,0.472185828,0.262551386,-0.003877997,-0.030763352,0.001954375,,,,,,,,,,,
2022/11/02/21:16:41.787358,7027001,1667449001,785899949,tool0_controller,-0.215775362,0.61286094,0.494967834,-0.012926414,-0.022751546,0.01137244,,,,,,,,,,,
2022/11/02/21:16:41.787848,7027002,1667449001,787513499,tool0_controller,-0.008545611,0.386607205,0.743764153,-0.007514683,-0.008339057,0.009015915,,,,,,,,,,,
2022/11/02/21:16:41.790141,7027003,1667449001,789480374,tool0_controller,-0.292255286,0.823673879,0.890737022,-0.011020654,-0.002810555,0.019257416,,,,,,,,,,,
2022/11/02/21:16:41.791790,7027004,1667449001,791472105,tool0_controller,-0.280173989,0.783276097,0.75449798,-0.009036684,-0.0159289,0.007572629,,,,,,,,,,,
2022/11/02/21:16:41.794019,7027005,1667449001,793492706,tool0_controller,-0.035628511,0.59318097,0.484631783,-4.14E-06,-0.037074266,0.004946879,,,,,,,,,,,
2022/11/02/21:16:41.795670,7027006,1667449001,795487601,tool0_controller,-0.066358936,0.641291445,0.44867268,-0.009985764,-0.036966076,0.008971951,,,,,,,,,,,
2022/11/02/21:16:41.797884,7027007,1667449001,797463527,tool0_controller,-0.130561302,0.521932585,0.593589891,-0.013047573,-0.022381074,0.012642314,,,,,,,,,,,
2022/11/02/21:16:41.801033,7027008,1667449001,799497126,tool0_controller,-0.142190771,0.666639483,0.931050127,-0.008244212,-0.008639765,0.014919951,,,,,,,,,,,
2022/11/02/21:16:41.802081,7027009,1667449001,801591686,tool0_controller,0.092277375,0.521032829,0.867716728,-0.005702402,-0.005682583,0.005761396,,,,,,,,,,,
2022/11/02/21:16:41.803748,7027010,1667449001,803489251,tool0_controller,0.091841982,0.565397845,0.897271623,-0.009920609,-0.011145306,0.004626907,,,,,,,,,,,
2022/11/02/21:16:41.805997,7027011,1667449001,805540908,tool0_controller,-0.218980519,0.468613413,0.645650769,-0.008142987,-0.020776464,0.004122963,,,,,,,,,,,
2022/11/02/21:16:41.808197,7027012,1667449001,807503500,tool0_controller,-0.192866909,0.392332369,0.62238833,-0.008472073,-0.028896993,0.006759452,,,,,,,,,,,
2022/11/02/21:16:41.809970,7027013,1667449001,809520986,tool0_controller,-0.238680902,0.274147436,0.547096546,-0.014538446,-0.030486254,0.009463924,,,,,,,,,,,
2022/11/02/21:16:41.812142,7027014,1667449001,811519128,tool0_controller,-0.01260735,0.391241825,0.758099059,-0.005307885,-0.020392575,0.008416902,,,,,,,,,,,
2022/11/02/21:16:41.813845,7027015,1667449001,813489554,tool0_controller,-0.225832488,0.9115211,0.916758759,-0.005674679,-0.004922734,0.015227681,,,,,,,,,,,
2022/11/02/21:16:41.816075,7027016,1667449001,815538162,tool0_controller,-0.273555264,0.955814719,0.936363951,-0.009131965,0.001093166,0.013611566,,,,,,,,,,,
2022/11/02/21:16:41.821490,7027017,1667449001,821133695,tool0_controller,-0.184390242,0.407252627,0.86279709,-0.010952106,-0.020774114,0.006490457,,,,,,,,,,,
2022/11/02/21:16:41.823598,7027018,1667449001,823024182,tool0_controller,-0.035902987,0.368775041,0.481733758,-0.009346995,-0.033470499,0.003847895,,,,,,,,,,,
2022/11/02/21:16:41.824733,7027019,1667449001,824482190,tool0_controller,-0.028103136,0.678451554,0.518539661,-0.005562635,-0.032063801,0.012666829,,,,,,,,,,,
2022/11/02/21:16:41.826447,7027020,1667449001,826103985,tool0_controller,-0.02610678,0.706857021,0.809780572,-0.002718236,-0.022691948,0.011848933,,,,,,,,,,,
2022/11/02/21:16:41.828086,7027021,1667449001,827703248,tool0_controller,-0.075734655,0.63072356,1.008439423,-0.01298388,-0.01235615,0.00848747,,,,,,,,,,,
2022/11/02/21:16:41.829770,7027022,1667449001,829291039,tool0_controller,0.055268687,0.17533912,1.148458432,-0.012076214,-0.018615069,-0.003815498,,,,,,,,,,,
2022/11/02/21:16:41.831461,7027023,1667449001,830894692,tool0_controller,0.182365275,0.485738492,0.623022016,-0.013227909,-0.019625362,0.005602058,,,,,,,,,,,
2022/11/02/21:16:41.832592,7027024,1667449001,832282277,tool0_controller,-0.030740417,0.618453296,0.514408938,-0.009006363,-0.025375111,0.005986786,,,,,,,,,,,
2022/11/02/21:16:41.834776,7027025,1667449001,833944898,tool0_controller,-0.252451802,0.936584995,0.692297059,-0.003113215,-0.027074439,0.010465142,,,,,,,,,,,
2022/11/02/21:16:41.836295,7027026,1667449001,835667739,tool0_controller,-0.101743991,0.690991905,0.349671094,-0.008450187,-0.021376703,0.010570759,,,,,,,,,,,
2022/11/02/21:16:41.837941,7027027,1667449001,837500628,tool0_controller,-0.012278609,0.761343078,0.544129457,-0.011026017,-0.017604686,0.009470661,,,,,,,,,,,
2022/11/02/21:16:41.839582,7027028,1667449001,839461366,tool0_controller,-0.209591085,0.406163209,0.985032968,-0.007113307,-0.01484458,0.001874465,,,,,,,,,,,
2022/11/02/21:16:41.841923,7027029,1667449001,841453129,tool0_controller,-0.236973197,0.626244274,0.73100523,-0.007182578,-0.003016237,0.009743189,,,,,,,,,,,
2022/11/02/21:16:41.844031,7027030,1667449001,843446000,tool0_controller,-0.175669343,0.542073232,0.685046083,-0.012271483,-0.017430342,0.011311824,,,,,,,,,,,
2022/11/02/21:16:41.845692,7027031,1667449001,845446664,tool0_controller,-0.033589427,0.339511131,0.778127365,-0.012534558,-0.031752843,0.005853193,,,,,,,,,,,
2022/11/02/21:16:41.847942,7027032,1667449001,847446886,tool0_controller,-0.0582824,0.439139334,0.688638569,-0.005636365,-0.024560943,0.006129724,,,,,,,,,,,
2022/11/02/21:16:41.849742,7027033,1667449001,849489680,tool0_controller,-0.220513708,0.66757143,0.679893543,-0.009693954,-0.011784932,0.011941662,,,,,,,,,,,
2022/11/02/21:16:41.852394,7027034,1667449001,851974453,tool0_controller,-0.104755969,0.141628736,1.034838855,-0.014237999,-0.008048469,0.009610945,,,,,,,,,,,
2022/11/02/21:16:41.854042,7027035,1667449001,853495922,tool0_controller,0.062344645,0.304819812,0.933458003,-0.019599482,-0.012592107,0.008745312,,,,,,,,,,,
2022/11/02/21:16:41.857966,7027036,1667449001,857394638,tool0_controller,0.049297418,0.856530743,0.818147753,-0.023037864,-0.022679431,0.018326197,,,,,,,,,,,
2022/11/02/21:16:41.859639,7027037,1667449001,858951683,tool0_controller,0.047657838,0.270251511,0.523949738,-0.001702649,-0.015778082,-0.001169142,,,,,,,,,,,
2022/11/02/21:16:41.860712,7027038,1667449001,860419824,tool0_controller,-0.09039904,0.633790742,0.658135645,-0.005133146,-0.021927561,0.010539479,,,,,,,,,,,
2022/11/02/21:16:41.861825,7027039,1667449001,861732321,tool0_controller,-0.082899012,0.93333683,0.886030583,-0.006777902,-0.017961511,0.015610304,,,,,,,,,,,
2022/11/02/21:16:41.864069,7027040,1667449001,863463297,tool0_controller,-0.021528352,0.545561025,0.791112064,-0.016527615,-0.011913876,0.008988603,,,,,,,,,,,
2022/11/02/21:16:41.865767,7027041,1667449001,865505541,tool0_controller,0.029680374,0.730715573,0.97282227,-0.011968646,-0.020618108,0.006340206,,,,,,,,,,,
2022/11/02/21:16:41.868020,7027042,1667449001,867479140,tool0_controller,-0.016949572,0.607587145,0.707010982,-0.008980888,-0.017520685,0.000178935,,,,,,,,,,,
2022/11/02/21:16:41.869730,7027043,1667449001,869452068,tool0_controller,-0.094240089,0.730233101,0.829946344,-0.00911035,-0.023087469,0.006296309,,,,,,,,,,,
2022/11/02/21:16:41.872084,7027044,1667449001,871454377,tool0_controller,-0.060364268,0.624606409,1.033339545,-0.014654629,-0.025944093,0.007607787,,,,,,,,,,,
2022/11/02/21:16:41.874638,7027045,1667449001,873464246,tool0_controller,-0.119848925,0.561295882,0.802443099,-0.013909299,-0.021667151,0.013139125,,,,,,,,,,,
2022/11/02/21:16:41.876007,7027046,1667449001,875478799,tool0_controller,-0.04739468,0.58843523,0.658272462,-0.012780219,-0.016522584,0.008929443,,,,,,,,,,,
2022/11/02/21:16:41.878780,7027047,1667449001,878479292,tool0_controller,-0.004282399,0.363112931,0.775974086,-0.011335567,-0.017574198,0.00220151,,,,,,,,,,,
2022/11/02/21:16:41.881546,7027048,1667449001,881273522,tool0_controller,0.040998355,0.567887336,0.823304628,-0.01343339,-0.016552005,0.006820672,,,,,,,,,,,
2022/11/02/21:16:41.886410,7027049,1667449001,884779821,tool0_controller,-0.113417225,0.496522718,0.750270804,-0.015336745,-0.015810722,0.00339897,,,,,,,,,,,
2022/11/02/21:16:41.888216,7027050,1667449001,887917685,tool0_controller,-0.00216002,0.612513095,0.632758795,-0.018392733,-0.017882837,0.010105097,,,,,,,,,,,
2022/11/02/21:16:41.890462,7027051,1667449001,890238313,tool0_controller,-0.072309254,0.400553572,0.52906324,-0.010480026,-0.018649602,0.003215382,,,,,,,,,,,
2022/11/02/21:16:41.893307,7027052,1667449001,892545569,tool0_controller,0.000903817,0.211746112,0.687099048,-0.01383865,-0.022320681,-0.00213077,,,,,,,,,,,
2022/11/02/21:16:41.895492,7027053,1667449001,894814332,tool0_controller,0.011779473,0.642490241,0.512508425,-0.005552167,-0.014982833,0.006020919,,,,,,,,,,,
2022/11/02/21:16:41.897105,7027054,1667449001,896691312,tool0_controller,0.05664621,0.69368178,0.497130996,-0.01049787,-0.013874554,0.010036259,,,,,,,,,,,
2022/11/02/21:16:41.898794,7027055,1667449001,898502206,tool0_controller,-0.037285523,0.4398432,0.571660299,-0.015718745,-0.017281026,0.003451052,,,,,,,,,,,
2022/11/02/21:16:41.900490,7027056,1667449001,899933420,tool0_controller,-0.012313829,0.383839304,0.51833926,-0.012103664,-0.015926488,0.005749204,,,,,,,,,,,
2022/11/02/21:16:41.901608,7027057,1667449001,901261816,tool0_controller,-0.023036416,0.503391426,0.818281019,-0.006821939,-0.026170788,0.005486772,,,,,,,,,,,
2022/11/02/21:16:41.903307,7027058,1667449001,902646205,tool0_controller,0.123816765,0.498744108,0.96185558,-0.010057752,-0.023162485,0.007232187,,,,,,,,,,,
2022/11/02/21:16:41.904389,7027059,1667449001,903959623,tool0_controller,-0.139544173,0.205748801,0.927697491,-0.010858604,-0.015581718,0.006141293,,,,,,,,,,,
2022/11/02/21:16:41.906211,7027060,1667449001,905475958,tool0_controller,-0.055391312,0.302803713,0.617546737,-0.014780452,-0.010152954,0.006403258,,,,,,,,,,,
2022/11/02/21:16:41.907204,7027061,1667449001,906880186,tool0_controller,-0.059007543,0.61667347,0.830679326,-0.011496423,-0.019116762,0.012216576,,,,,,,,,,,
2022/11/02/21:16:41.908937,7027062,1667449001,908498740,tool0_controller,-0.075183379,0.656403635,0.912525621,-0.012985469,-0.026029544,0.013465878,,,,,,,,,,,
2022/11/02/21:16:41.911683,7027063,1667449001,910247875,tool0_controller,-0.167171656,0.628583603,0.545386179,-0.005317869,-0.015679312,0.010115835,,,,,,,,,,,
2022/11/02/21:16:41.912251,7027064,1667449001,911934998,tool0_controller,-0.09994146,0.287794762,0.78972163,-0.00668928,-0.016103365,0.002654912,,,,,,,,,,,
2022/11/02/21:16:41.913883,7027065,1667449001,913490525,tool0_controller,0.092668893,0.455600738,0.86050544,-0.010716391,-0.014697542,0.006694431,,,,,,,,,,,
2022/11/02/21:16:41.916119,7027066,1667449001,915493683,tool0_controller,0.00224541,0.54552356,0.95028866,-0.007834509,-0.01507402,0.004462473,,,,,,,,,,,
2022/11/02/21:16:41.917860,7027067,1667449001,917584616,tool0_controller,-0.070961342,0.44974696,0.651388555,-0.01495686,-0.014387361,0.00174387,,,,,,,,,,,
2022/11/02/21:16:41.920246,7027068,1667449001,919504980,tool0_controller,-0.173512353,0.21759664,0.807310764,-0.008208123,-0.022808651,0.003868554,,,,,,,,,,,
2022/11/02/21:16:41.922678,7027069,1667449001,921547989,tool0_controller,-0.090414501,0.893396764,0.460147024,-0.001145871,-0.022789433,0.014688598,,,,,,,,,,,
2022/11/02/21:16:41.928309,7027070,1667449001,923593388,tool0_controller,0.019093472,0.828370973,0.580025579,-0.005525865,-0.02113141,0.015542167,,,,,,,,,,,
2022/11/02/21:16:41.928344,7027071,1667449001,927547769,tool0_controller,-0.109266055,0.706048452,0.790250923,-0.009690059,-0.017768231,0.011034029,,,,,,,,,,,
2022/11/02/21:16:41.931993,7027072,1667449001,931417069,tool0_controller,0.011126926,0.485032134,0.74012508,-0.008761843,-0.007132115,0.003923307,,,,,,,,,,,
2022/11/02/21:16:41.935278,7027073,1667449001,934745538,tool0_controller,-0.019010186,0.641651248,0.670803408,-0.012127018,-0.013087224,0.009852423,,,,,,,,,,,
2022/11/02/21:16:41.938771,7027074,1667449001,938027383,tool0_controller,-0.009311721,0.591417625,0.752342237,-0.009750783,-0.02498391,0.008120269,,,,,,,,,,,
2022/11/02/21:16:41.943117,7027075,1667449001,940850232,tool0_controller,-0.048973518,0.802348592,0.951099019,-0.006025692,-0.031619514,0.011985745,,,,,,,,,,,
2022/11/02/21:16:41.943328,7027076,1667449001,942794976,tool0_controller,0.030360397,0.603234614,0.830825552,-0.001314159,-0.020547196,0.00981435,,,,,,,,,,,
2022/11/02/21:16:41.944825,7027077,1667449001,944381080,tool0_controller,-0.0127107,0.60177094,0.779531492,-0.01057883,-0.016543669,0.006909812,,,,,,,,,,,
2022/11/02/21:16:41.946939,7027078,1667449001,946303494,tool0_controller,0.126374195,0.408101539,0.987142383,-0.018047714,-0.023803651,0.002971993,,,,,,,,,,,
2022/11/02/21:16:41.948703,7027079,1667449001,948120275,tool0_controller,0.144561443,0.832149238,0.928922777,-0.0098863,-0.022362363,0.016214044,,,,,,,,,,,
2022/11/02/21:16:41.950929,7027080,1667449001,950231533,tool0_controller,-0.013420146,0.46375746,1.16506054,-0.007568186,-0.024582824,0.009319405,,,,,,,,,,,
2022/11/02/21:16:41.952017,7027081,1667449001,951742441,tool0_controller,-0.113300841,0.84780962,0.92217246,-0.008209987,-0.022672508,0.015213379,,,,,,,,,,,
2022/11/02/21:16:41.953700,7027082,1667449001,953099635,tool0_controller,-0.065089634,0.384464347,0.824918641,-0.00843392,-0.016255444,0.004816958,,,,,,,,,,,
2022/11/02/21:16:41.954941,7027083,1667449001,954603119,tool0_controller,-0.01767519,0.51824665,0.452177153,-0.013073271,-0.010197691,0.006212092,,,,,,,,,,,
2022/11/02/21:16:41.956542,7027084,1667449001,955996810,tool0_controller,-0.058221102,0.555709551,0.63514297,-0.011927488,-0.023892468,0.007702431,,,,,,,,,,,
2022/11/02/21:16:41.959447,7027085,1667449001,957561624,tool0_controller,0.079880566,0.611148287,0.524262955,-0.005319355,-0.02762067,0.006737351,,,,,,,,,,,
2022/11/02/21:16:41.961129,7027086,1667449001,960680451,tool0_controller,-0.251186544,0.742188859,0.897163553,-0.013356741,-0.012848603,0.012454159,,,,,,,,,,,
2022/11/02/21:16:41.962240,7027087,1667449001,962030685,tool0_controller,-0.145403226,0.57739586,0.906471007,-0.011003276,-0.015256913,0.011135459,,,,,,,,,,,
2022/11/02/21:16:41.963935,7027088,1667449001,963319033,tool0_controller,0.002010824,0.904659139,0.703780327,-0.012266725,-0.026365254,0.014391685,,,,,,,,,,,
2022/11/02/21:16:41.965055,7027089,1667449001,964662096,tool0_controller,0.056165,0.414560289,0.788217438,-0.007468573,-0.031306972,0.003771958,,,,,,,,,,,
2022/11/02/21:16:41.966170,7027090,1667449001,966006186,tool0_controller,0.018891814,0.506463579,0.842493747,-0.013539219,-0.025684292,0.006853512,,,,,,,,,,,
2022/11/02/21:16:41.967862,7027091,1667449001,967455706,tool0_controller,0.043042026,0.619990683,0.965249348,-0.012574131,-0.021251934,0.014861046,,,,,,,,,,,
2022/11/02/21:16:41.970131,7027092,1667449001,969508751,tool0_controller,0.005551346,0.745009876,0.984461822,-0.016862435,-0.019068451,0.015885319,,,,,,,,,,,
2022/11/02/21:16:41.971837,7027093,1667449001,971486249,tool0_controller,0.254017145,0.462639951,0.774549507,-0.006058906,-0.017210582,0.006515424,,,,,,,,,,,
2022/11/02/21:16:41.974928,7027094,1667449001,973451392,tool0_controller,0.059783313,0.66939626,0.972807173,-0.009523999,-0.021524496,0.001282509,,,,,,,,,,,
2022/11/02/21:16:41.976610,7027095,1667449001,975449738,tool0_controller,0.014808399,0.748361394,0.795468157,-0.011176912,-0.019013585,0.014487284,,,,,,,,,,,
2022/11/02/21:16:41.977840,7027096,1667449001,977518184,tool0_controller,-0.061966926,0.142050325,0.353572832,-0.009360329,-0.010682145,-0.002352863,,,,,,,,,,,
2022/11/02/21:16:41.980003,7027097,1667449001,979529791,tool0_controller,0.254348698,0.638409382,0.734781404,-0.008979422,-0.024423053,0.006846665,,,,,,,,,,,
2022/11/02/21:16:41.982674,7027098,1667449001,981533418,tool0_controller,-0.094369497,0.831190096,0.943258724,-0.002303992,-0.023820755,0.010716021,,,,,,,,,,,
2022/11/02/21:16:41.986630,7027099,1667449001,986307466,tool0_controller,0.022772092,0.658498741,0.808490681,-0.004938151,-0.018963748,0.001488579,,,,,,,,,,,
2022/11/02/21:16:41.992705,7027100,1667449001,991035599,tool0_controller,-0.157854176,0.617209878,0.676553144,-0.007455709,-0.013713175,0.002550636,,,,,,,,,,,
2022/11/02/21:16:41.995416,7027101,1667449001,994893188,tool0_controller,-0.091229974,0.400873214,0.764995145,-0.008780826,-0.01669995,0.007746428,,,,,,,,,,,
2022/11/02/21:16:41.998738,7027102,1667449001,998261446,tool0_controller,-0.091228184,0.675213434,1.044110428,-0.009910798,-0.025015134,0.010293063,,,,,,,,,,,
2022/11/02/21:16:42.001571,7027103,1667449002,1051795,tool0_controller,-0.195514674,0.693501803,1.073101137,-0.013324228,-0.026783185,0.009424729,,,,,,,,,,,
2022/11/02/21:16:42.003785,7027104,1667449002,3242385,tool0_controller,0.022515942,0.421732269,0.927156473,-0.010468092,-0.020815682,-8.85E-05,,,,,,,,,,,
2022/11/02/21:16:42.005962,7027105,1667449002,5418105,tool0_controller,0.080980827,0.562158241,0.674590882,-0.013931337,-0.016517763,0.005497859,,,,,,,,,,,
2022/11/02/21:16:42.008173,7027106,1667449002,7563677,tool0_controller,-0.002693108,0.198797725,0.791525396,-0.014414037,-0.020671356,0.004516408,,,,,,,,,,,
2022/11/02/21:16:42.010629,7027107,1667449002,9916413,tool0_controller,0.083583629,0.339000765,0.813963687,-0.008630395,-0.019804038,0.003278521,,,,,,,,,,,
2022/11/02/21:16:42.012189,7027108,1667449002,11860957,tool0_controller,-0.062264255,0.265140969,0.877142899,-0.009164571,-0.019338804,0.00388506,,,,,,,,,,,
2022/11/02/21:16:42.014585,7027109,1667449002,13739448,tool0_controller,-0.086219666,0.727354218,0.70613874,-0.00848113,-0.022738509,0.009183229,,,,,,,,,,,
2022/11/02/21:16:42.016168,7027110,1667449002,15603173,tool0_controller,0.024288828,0.347662676,0.624878685,-0.00820426,-0.027965287,0.003124286,,,,,,,,,,,
2022/11/02/21:16:42.018053,7027111,1667449002,17470154,tool0_controller,0.106812503,0.496914247,0.370735676,-0.010247406,-0.01971646,0.005413586,,,,,,,,,,,
2022/11/02/21:16:42.019106,7027112,1667449002,18925106,tool0_controller,0.040402191,0.624172815,0.84407743,-0.014679189,-0.020044849,0.004939324,,,,,,,,,,,
2022/11/02/21:16:42.020814,7027113,1667449002,20377213,tool0_controller,-0.135246527,0.889456543,0.979223861,-0.013132236,-0.012565889,0.011152579,,,,,,,,,,,
2022/11/02/21:16:42.023023,7027114,1667449002,22377798,tool0_controller,-0.07307944,0.601204542,0.828513514,-0.017078947,-0.017491509,0.010257938,,,,,,,,,,,
2022/11/02/21:16:42.024142,7027115,1667449002,23999724,tool0_controller,0.001439872,0.110998145,0.467332113,-0.008876795,-0.022400243,0.001989991,,,,,,,,,,,
2022/11/02/21:16:42.028842,7027116,1667449002,25571601,tool0_controller,0.073034754,0.519067135,0.64944866,-0.012638949,-0.031065696,0.008693783,,,,,,,,,,,
2022/11/02/21:16:42.028855,7027117,1667449002,27296774,tool0_controller,0.094887237,0.662224521,0.575515934,-0.004006302,-0.023666226,0.011000903,,,,,,,,,,,
2022/11/02/21:16:42.029745,7027118,1667449002,29038345,tool0_controller,-0.029041119,0.687217582,1.001986022,-0.012793652,-0.016184369,0.00819169,,,,,,,,,,,
2022/11/02/21:16:42.030943,7027119,1667449002,30459781,tool0_controller,0.087691291,0.331772115,1.062587558,-0.010095162,-0.009887709,0.005553333,,,,,,,,,,,
2022/11/02/21:16:42.032614,7027120,1667449002,32130067,tool0_controller,0.143743044,0.489091918,1.002175963,-0.015609239,-0.016876878,0.009417172,,,,,,,,,,,
2022/11/02/21:16:42.034256,7027121,1667449002,33873078,tool0_controller,0.170416504,0.476953212,0.826899943,-0.007384861,-0.024441923,0.005629717,,,,,,,,,,,
2022/11/02/21:16:42.035922,7027122,1667449002,35590315,tool0_controller,0.148081872,0.219578829,0.787176256,-0.006595868,-0.024236335,-0.002423445,,,,,,,,,,,
2022/11/02/21:16:42.037616,7027123,1667449002,37328183,tool0_controller,0.160453792,0.534897971,1.031818043,-0.008791781,-0.025070504,0.004519425,,,,,,,,,,,
2022/11/02/21:16:42.039286,7027124,1667449002,39047389,tool0_controller,0.146672828,0.650931959,0.962247658,-0.009809722,-0.013543885,0.008327855,,,,,,,,,,,
2022/11/02/21:16:42.041065,7027125,1667449002,40732828,tool0_controller,0.183071116,0.376927115,0.988113711,-0.007066308,-0.009859159,0.000776622,,,,,,,,,,,
2022/11/02/21:16:42.042782,7027126,1667449002,42071216,tool0_controller,-0.105314677,0.838419619,1.234122806,-0.006472646,-0.020447062,0.014165923,,,,,,,,,,,
2022/11/02/21:16:42.043873,7027127,1667449002,43411494,tool0_controller,0.069874122,0.365961406,0.758686425,-0.012114495,-0.021244156,0.001556332,,,,,,,,,,,
2022/11/02/21:16:42.044977,7027128,1667449002,44687250,tool0_controller,0.139138542,0.67118668,0.995754375,-0.004865191,-0.034952717,0.005207835,,,,,,,,,,,
2022/11/02/21:16:42.047906,7027129,1667449002,46166208,tool0_controller,-0.041937141,0.801074406,0.96464764,-0.009084925,-0.02778857,0.005101632,,,,,,,,,,,
2022/11/02/21:16:42.048375,7027130,1667449002,47899910,tool0_controller,-0.153074676,0.82282864,0.869703838,-0.011003294,-0.008552187,0.008847674,,,,,,,,,,,
2022/11/02/21:16:42.049463,7027131,1667449002,49241472,tool0_controller,0.083640223,0.504776741,1.070544448,-0.013586513,-0.010925002,0.002940677,,,,,,,,,,,
2022/11/02/21:16:42.051173,7027132,1667449002,50649261,tool0_controller,0.04308848,0.387366419,1.084624214,-0.013492513,-0.024071401,0.00073242,,,,,,,,,,,
2022/11/02/21:16:42.052539,7027133,1667449002,52096922,tool0_controller,0.113011665,0.855865446,0.835356959,-0.014887034,-0.032619829,0.013126441,,,,,,,,,,,
2022/11/02/21:16:42.055115,7027134,1667449002,54842035,tool0_controller,0.040981991,0.876063191,0.592986784,-0.013069994,-0.025129691,0.011341612,,,,,,,,,,,
2022/11/02/21:16:42.056823,7027135,1667449002,56237649,tool0_controller,-0.105125141,0.66023554,0.814515783,-0.015225215,-0.023693148,0.009835136,,,,,,,,,,,
2022/11/02/21:16:42.057936,7027136,1667449002,57622962,tool0_controller,-0.013543639,0.568845343,0.740104565,-0.008493666,-0.017209241,0.010621423,,,,,,,,,,,
2022/11/02/21:16:42.060143,7027137,1667449002,59494674,tool0_controller,0.114514898,0.625296857,0.886534667,-0.015090565,-0.021501579,0.010685662,,,,,,,,,,,
2022/11/02/21:16:42.063536,7027138,1667449002,63244356,tool0_controller,0.028019195,0.482292495,0.845805495,-0.011910633,-0.018878231,0.007049082,,,,,,,,,,,
2022/11/02/21:16:42.070264,7027139,1667449002,66806710,tool0_controller,-0.046350387,0.585494595,0.881712971,-0.005849197,-0.026457965,0.008760629,,,,,,,,,,,
2022/11/02/21:16:42.071349,7027140,1667449002,70929876,tool0_controller,0.048068991,0.538042769,0.877239492,-0.009868736,-0.028532956,0.00900103,,,,,,,,,,,
2022/11/02/21:16:42.073564,7027141,1667449002,73258669,tool0_controller,0.032160646,0.684733108,0.768597929,-0.009056536,-0.024961057,0.011577022,,,,,,,,,,,
2022/11/02/21:16:42.075826,7027142,1667449002,75635819,tool0_controller,0.041740095,0.538981068,1.168137613,-0.013212471,-0.029872455,0.008320545,,,,,,,,,,,
2022/11/02/21:16:42.078051,7027143,1667449002,77741278,tool0_controller,0.127741254,0.489869,0.787115328,-0.010596273,-0.016992383,0.00548995,,,,,,,,,,,
2022/11/02/21:16:42.080826,7027144,1667449002,79821096,tool0_controller,0.028484057,0.285838227,0.83362765,-0.012428713,-0.015835727,0.001041742,,,,,,,,,,,
2022/11/02/21:16:42.081919,7027145,1667449002,81549745,tool0_controller,-0.008088069,0.757572407,0.834103036,-0.00414037,-0.017772843,0.010828102,,,,,,,,,,,
