t,w,x,y,z,ax,ay,az
0,,
1,Revision @ user[16][6] = A5,Checking hardware revision...
2,>*......>......,Resetting memory bank selection to 0...
70,1.00,0.00,0.00,-0.00,7,-45,-3
71,1.00,0.00,0.00,-0.00,13,-17,-25
72,1.00,0.00,0.00,-0.00,16,-38,-18
73,1.00,0.00,0.00,-0.00,7,-66,29
74,1.00,0.00,0.00,-0.00,14,-54,-3
75,1.00,0.00,0.00,-0.00,3,-22,-36
76,1.00,0.00,0.00,-0.00,1,-8,-20
77,1.00,0.00,0.00,-0.00,-8,-9,-18
78,1.00,0.00,0.00,-0.00,-3,-15,-22
79,1.00,0.00,-0.00,-0.00,2,-48,14
80,1.00,0.00,0.00,-0.00,-5,-44,21
81,1.00,0.00,0.00,-0.00,0,-11,-38
82,1.00,0.00,0.00,-0.00,-1,-22,-35
83,1.00,0.00,0.00,-0.00,-20,-21,-1
84,1.00,0.00,-0.00,-0.00,-31,-16,-1
85,1.00,0.00,-0.00,-0.00,-13,2,-18
86,1.00,0.00,-0.00,-0.00,-6,-14,-25
87,1.00,0.00,0.00,-0.00,-16,-28,-1
88,1.00,0.00,0.00,-0.00,10,-17,-18
89,1.00,0.00,-0.00,-0.00,-2,-26,-12
90,1.00,0.00,-0.00,-0.00,-27,-53,0
91,1.00,0.00,0.00,-0.00,4,-24,-23
92,1.00,0.00,0.00,-0.00,0,-14,-11
93,1.00,0.00,0.00,-0.00,-1,-46,-2
94,1.00,0.00,0.00,-0.00,22,-20,-17
95,1.00,0.00,0.00,-0.00,24,-6,-12
96,1.00,0.00,-0.00,-0.00,-16,-27,-1
97,1.00,0.00,0.00,-0.00,-33,-38,-1
98,1.00,0.00,0.00,-0.00,-1,-31,-6
99,1.00,0.00,0.00,-0.00,22,-24,-20
100,1.00,0.00,-0.00,-0.00,-15,-35,24
101,1.00,0.00,0.00,-0.00,-27,-34,34
102,1.00,0.00,0.00,-0.00,21,-24,-22
103,1.00,0.00,0.00,-0.00,12,-44,-42
104,1.00,0.00,-0.00,-0.00,-24,-59,3
105,1.00,0.00,0.00,-0.00,0,-5,8
106,1.00,0.00,-0.00,-0.00,20,-6,-11
107,1.00,0.00,0.00,-0.00,12,-27,-17
108,1.00,0.00,-0.00,-0.00,-4,-31,-31
109,1.00,0.00,-0.00,-0.00,0,-20,-14
110,1.00,0.00,-0.00,-0.00,-12,-38,6
111,1.00,0.00,-0.00,-0.00,-1,-31,-30
112,1.00,0.00,-0.00,-0.00,6,-28,-15
113,1.00,0.00,-0.00,-0.00,5,-42,8
114,1.00,0.00,-0.00,-0.00,-3,-16,-10
115,1.00,0.00,-0.00,-0.00,-9,-1,-3
116,1.00,0.00,0.00,-0.00,4,-30,-11
117,1.00,0.00,-0.00,-0.00,-6,-37,-29
118,1.00,0.00,-0.00,-0.00,9,-28,-20
119,1.00,0.00,-0.00,-0.00,-4,-18,20
120,1.00,0.00,-0.00,-0.00,0,1,10
121,1.00,0.00,-0.00,-0.00,16,-12,-13
122,1.00,0.00,-0.00,-0.00,3,-44,11
123,1.00,0.00,-0.00,-0.00,-1,-16,-5
124,1.00,0.00,-0.00,-0.00,15,-17,-11
125,1.00,0.00,-0.00,-0.00,13,-27,13
126,1.00,0.00,-0.00,-0.00,-8,-39,10
127,1.00,0.00,-0.00,-0.00,-7,-19,-5
128,1.00,0.00,-0.00,-0.00,-11,-16,0
129,1.00,0.00,-0.00,-0.00,-18,-13,-7
130,1.00,0.00,-0.00,-0.00,4,-8,-15
131,1.00,0.00,-0.00,-0.00,8,-37,19
132,1.00,0.00,-0.00,-0.00,-4,-23,-11
133,1.00,0.00,-0.00,-0.00,-12,13,-17
134,1.00,0.00,-0.00,-0.00,-12,2,8
135,1.00,0.00,-0.00,-0.00,-14,-27,24
136,1.00,0.00,-0.00,-0.00,7,-18,-4
137,1.00,0.00,-0.00,-0.00,7,-14,-18
138,1.00,0.00,-0.00,-0.00,-11,-13,-26
139,1.00,0.00,-0.00,-0.00,-9,-4,-36
