w,x,y,z,ax,ay,az
-0.03,-0.87,0.42,0.26,676,2011,668

-0.04,-0.87,0.42,0.26,797,1944,508

-0.05,-0.87,0.42,0.26,866,1776,164

-0.05,-0.87,0.43,0.25,886,1694,92

-0.05,-0.87,0.43,0.25,765,1654,146

-0.06,-0.87,0.43,0.25,612,1601,119

-0.06,-0.86,0.43,0.25,442,1578,134

-0.07,-0.86,0.44,0.24,242,1559,148

-0.07,-0.86,0.44,0.24,160,1472,59

-0.08,-0.86,0.44,0.24,209,1373,0

-0.09,-0.86,0.44,0.24,224,1345,145

-0.10,-0.86,0.45,0.24,238,1429,405

-0.11,-0.85,0.45,0.24,236,1566,636

-0.12,-0.85,0.45,0.24,248,1605,846

-0.13,-0.85,0.46,0.24,373,1627,801

-0.14,-0.85,0.46,0.24,425,1652,833

-0.15,-0.84,0.46,0.24,447,1637,783

-0.17,-0.84,0.47,0.23,519,1654,559

-0.18,-0.83,0.47,0.23,596,1694,101

-0.19,-0.83,0.48,0.22,637,1974,-418

-0.20,-0.83,0.48,0.21,591,2136,-674

-0.22,-0.82,0.49,0.21,490,1936,-516

-0.23,-0.82,0.49,0.20,455,1861,-458

-0.24,-0.81,0.49,0.20,456,1773,-438

-0.25,-0.81,0.49,0.19,514,1632,-483

-0.27,-0.81,0.49,0.19,559,1534,-523

-0.28,-0.80,0.50,0.19,571,1496,-574

-0.29,-0.80,0.50,0.18,585,1404,-583

-0.30,-0.79,0.50,0.18,580,1270,-533

-0.31,-0.79,0.50,0.18,561,1177,-516

-0.33,-0.78,0.50,0.17,547,1137,-593

-0.34,-0.78,0.50,0.17,525,1129,-669

-0.35,-0.77,0.50,0.16,496,1099,-851

-0.36,-0.77,0.50,0.16,482,994,-1153

-0.38,-0.76,0.51,0.15,472,842,-1359

-0.39,-0.76,0.51,0.15,453,732,-1390

-0.40,-0.75,0.50,0.14,429,698,-1384

-0.41,-0.75,0.50,0.14,398,744,-1508

-0.42,-0.74,0.50,0.13,397,685,-1641

-0.43,-0.74,0.50,0.13,397,628,-1745

-0.44,-0.74,0.50,0.12,384,600,-1868

-0.44,-0.74,0.50,0.12,360,541,-2003

-0.45,-0.73,0.50,0.12,320,499,-2006

-0.45,-0.73,0.50,0.11,281,479,-1867

-0.46,-0.73,0.50,0.11,249,441,-1661

-0.46,-0.73,0.49,0.11,221,388,-1493

-0.46,-0.73,0.49,0.10,216,310,-1345

-0.47,-0.73,0.49,0.10,219,259,-1183

-0.48,-0.72,0.49,0.10,200,282,-1101

-0.48,-0.72,0.49,0.09,191,372,-1142

-0.49,-0.72,0.48,0.09,189,470,-1222

-0.49,-0.72,0.48,0.09,199,505,-1289

-0.50,-0.72,0.48,0.09,212,479,-1315

-0.51,-0.71,0.48,0.08,211,459,-1344

-0.51,-0.71,0.48,0.08,212,454,-1405

-0.52,-0.71,0.47,0.08,214,432,-1369

-0.52,-0.71,0.47,0.07,239,391,-1253

-0.53,-0.70,0.47,0.07,280,319,-1077

-0.54,-0.70,0.46,0.06,339,232,-939

-0.55,-0.70,0.46,0.06,381,233,-916

-0.56,-0.69,0.46,0.05,372,355,-975

-0.57,-0.69,0.45,0.05,364,429,-1099

-0.57,-0.68,0.45,0.04,358,446,-1267

-0.58,-0.68,0.44,0.04,341,457,-1405

-0.59,-0.67,0.44,0.03,320,456,-1431

-0.60,-0.67,0.44,0.03,295,480,-1453

-0.61,-0.66,0.43,0.03,249,519,-1473

-0.62,-0.66,0.43,0.02,167,581,-1586

-0.63,-0.65,0.42,0.02,112,581,-1750

-0.64,-0.65,0.42,0.01,75,506,-1829

-0.65,-0.64,0.41,0.01,50,411,-1801

-0.65,-0.64,0.41,0.01,52,272,-1746

-0.66,-0.63,0.40,0.00,2,185,-1762

-0.67,-0.62,0.40,-0.00,-93,164,-1887

-0.68,-0.62,0.39,-0.00,-208,121,-2040

-0.69,-0.61,0.39,-0.01,-311,29,-2184

-0.69,-0.61,0.39,-0.01,-379,-64,-2279

-0.70,-0.61,0.38,-0.01,-411,-157,-2277

-0.70,-0.60,0.38,-0.02,-371,-321,-2176

-0.71,-0.60,0.37,-0.02,-329,-445,-2014

-0.72,-0.59,0.37,-0.02,-293,-511,-1871

-0.72,-0.59,0.36,-0.03,-257,-559,-1739

-0.73,-0.59,0.36,-0.03,-265,-534,-1688

-0.73,-0.58,0.35,-0.03,-312,-463,-1675

-0.74,-0.58,0.35,-0.04,-345,-460,-1708

-0.74,-0.57,0.34,-0.04,-335,-502,-1697

-0.75,-0.57,0.34,-0.04,-316,-501,-1655

-0.75,-0.56,0.33,-0.05,-286,-491,-1584

-0.76,-0.56,0.33,-0.05,-266,-491,-1538

-0.77,-0.55,0.32,-0.05,-284,-511,-1570

-0.77,-0.55,0.32,-0.06,-312,-509,-1626

-0.78,-0.54,0.31,-0.06,-330,-530,-1676

-0.78,-0.54,0.31,-0.06,-303,-627,-1691

-0.79,-0.53,0.30,-0.06,-276,-716,-1678

-0.79,-0.53,0.30,-0.07,-263,-787,-1693

-0.80,-0.52,0.29,-0.07,-238,-893,-1707

-0.80,-0.52,0.29,-0.07,-204,-984,-1686

-0.81,-0.51,0.28,-0.07,-149,-1054,-1616

-0.81,-0.51,0.28,-0.08,-85,-1107,-1464

-0.82,-0.50,0.27,-0.08,-116,-1057,-1401

-0.82,-0.50,0.26,-0.09,-199,-1064,-1424

-0.83,-0.49,0.26,-0.09,-314,-1138,-1515

-0.83,-0.49,0.25,-0.09,-460,-1225,-1679

-0.83,-0.48,0.25,-0.10,-608,-1274,-1790

-0.84,-0.48,0.25,-0.10,-717,-1263,-1801

-0.84,-0.47,0.24,-0.10,-783,-1252,-1719

-0.84,-0.47,0.24,-0.11,-812,-1239,-1633

-0.85,-0.46,0.23,-0.11,-854,-1213,-1575

-0.85,-0.46,0.23,-0.11,-922,-1148,-1564

-0.86,-0.45,0.22,-0.11,-909,-1164,-1486

-0.86,-0.45,0.22,-0.12,-871,-1207,-1396

-0.86,-0.44,0.21,-0.12,-838,-1202,-1338

-0.87,-0.44,0.21,-0.12,-794,-1135,-1252

-0.87,-0.43,0.20,-0.13,-762,-1034,-1153

-0.87,-0.43,0.20,-0.13,-751,-990,-1148

-0.88,-0.42,0.19,-0.13,-735,-1013,-1169

-0.88,-0.41,0.19,-0.14,-717,-1117,-1198

-0.89,-0.41,0.18,-0.14,-655,-1327,-1218

-0.89,-0.40,0.18,-0.14,-635,-1534,-1272

-0.89,-0.39,0.17,-0.14,-716,-1760,-1462

-0.89,-0.39,0.17,-0.15,-710,-1988,-1521

-0.90,-0.38,0.17,-0.15,-684,-2109,-1536

-0.90,-0.38,0.16,-0.15,-684,-2114,-1536

-0.90,-0.38,0.16,-0.15,-647,-1991,-1485

-0.90,-0.37,0.16,-0.16,-597,-1792,-1398

-0.90,-0.37,0.15,-0.16,-475,-1643,-1276

-0.91,-0.36,0.15,-0.17,-398,-1400,-1153

-0.91,-0.36,0.14,-0.17,-400,-1141,-1119

-0.91,-0.35,0.14,-0.18,-407,-1008,-1132

-0.91,-0.34,0.13,-0.18,-395,-1039,-1161

-0.92,-0.33,0.13,-0.19,-377,-1125,-1202

-0.92,-0.32,0.12,-0.20,-331,-1234,-1209

-0.92,-0.32,0.11,-0.20,-266,-1325,-1181

-0.92,-0.31,0.11,-0.21,-177,-1404,-1130

-0.92,-0.30,0.10,-0.21,-83,-1483,-1069

-0.93,-0.29,0.10,-0.22,10,-1578,-982

-0.93,-0.28,0.09,-0.22,41,-1643,-958

-0.93,-0.28,0.09,-0.23,-17,-1708,-1024

-0.93,-0.27,0.08,-0.23,-35,-1775,-1057

-0.93,-0.26,0.08,-0.23,-1,-1808,-988

-0.93,-0.26,0.07,-0.24,11,-1797,-948

-0.94,-0.25,0.07,-0.24,-1,-1766,-951

-0.94,-0.25,0.07,-0.24,85,-1836,-829

-0.94,-0.24,0.07,-0.24,189,-1854,-700

-0.94,-0.24,0.06,-0.24,224,-1762,-624

-0.94,-0.23,0.06,-0.24,291,-1688,-509

-0.94,-0.23,0.06,-0.25,317,-1589,-412

-0.94,-0.23,0.06,-0.25,357,-1554,-328

-0.94,-0.22,0.06,-0.26,342,-1587,-358

-0.94,-0.22,0.06,-0.26,164,-1610,-527

-0.94,-0.21,0.06,-0.27,-69,-1707,-725

-0.94,-0.21,0.06,-0.27,-236,-1730,-853

-0.94,-0.21,0.05,-0.27,-474,-1635,-1028

-0.94,-0.20,0.05,-0.28,-566,-1535,-1022

-0.94,-0.19,0.05,-0.28,-500,-1479,-912

-0.94,-0.19,0.04,-0.28,-457,-1423,-835

-0.94,-0.18,0.04,-0.28,-460,-1320,-815

-0.94,-0.17,0.03,-0.29,-441,-1171,-776

-0.94,-0.16,0.03,-0.29,-394,-1114,-665

-0.94,-0.15,0.02,-0.29,-273,-1199,-495

-0.94,-0.15,0.01,-0.29,-209,-1368,-379

-0.95,-0.14,0.01,-0.29,-206,-1523,-318

-0.95,-0.13,0.01,-0.30,-181,-1639,-256

-0.95,-0.13,0.00,-0.30,-150,-1663,-197

-0.95,-0.12,-0.00,-0.30,-89,-1662,-98

-0.95,-0.12,-0.00,-0.30,-85,-1751,-63

-0.95,-0.12,-0.01,-0.30,-108,-1890,-57

-0.95,-0.11,-0.01,-0.30,-137,-1932,-30

-0.95,-0.11,-0.01,-0.30,-133,-1959,14

-0.95,-0.11,-0.01,-0.30,-106,-1969,67

-0.95,-0.10,-0.01,-0.30,-105,-1971,91

-0.95,-0.10,-0.02,-0.30,-63,-2027,159

-0.95,-0.10,-0.02,-0.30,38,-2102,293

-0.95,-0.10,-0.02,-0.30,74,-2032,374

-0.95,-0.10,-0.02,-0.30,-18,-1834,312

-0.95,-0.09,-0.03,-0.30,-90,-1650,276

-0.95,-0.09,-0.03,-0.30,-118,-1523,253

-0.95,-0.08,-0.03,-0.30,-125,-1387,230

-0.95,-0.08,-0.03,-0.30,-139,-1174,180

-0.95,-0.07,-0.04,-0.30,-237,-884,59

-0.95,-0.07,-0.04,-0.30,-307,-742,-35

-0.95,-0.06,-0.04,-0.30,-194,-876,36

-0.95,-0.06,-0.05,-0.30,-83,-1207,158

-0.95,-0.05,-0.05,-0.30,49,-1665,302

-0.95,-0.05,-0.05,-0.30,51,-2007,336

-0.95,-0.05,-0.06,-0.30,60,-2024,369

-0.95,-0.05,-0.06,-0.30,114,-1931,425

-0.95,-0.04,-0.06,-0.30,116,-1912,470

-0.95,-0.04,-0.06,-0.30,74,-1857,481

-0.95,-0.04,-0.07,-0.30,81,-1683,486

-0.95,-0.04,-0.07,-0.30,59,-1447,487

-0.95,-0.04,-0.07,-0.30,38,-1310,544

-0.95,-0.04,-0.08,-0.30,56,-1338,507

-0.95,-0.04,-0.08,-0.31,115,-1426,519

-0.95,-0.03,-0.08,-0.31,214,-1468,577

-0.95,-0.03,-0.08,-0.31,277,-1542,636

-0.95,-0.02,-0.08,-0.31,263,-1631,641

-0.94,-0.02,-0.08,-0.32,262,-1716,624

-0.94,-0.02,-0.08,-0.32,267,-1820,603

-0.94,-0.01,-0.08,-0.32,219,-1874,492

-0.94,-0.01,-0.08,-0.32,312,-1662,239

-0.94,-0.01,-0.08,-0.32,255,-1536,182

-0.94,-0.01,-0.08,-0.33,90,-1551,73

-0.94,-0.00,-0.09,-0.33,-91,-1647,-4

-0.94,-0.00,-0.09,-0.33,-90,-1729,-23

-0.94,-0.00,-0.09,-0.33,-89,-1783,72

-0.94,0.00,-0.09,-0.33,-129,-1852,204

-0.94,0.00,-0.09,-0.33,-264,-1913,529

-0.94,0.01,-0.09,-0.33,-482,-1964,886

-0.94,0.01,-0.09,-0.33,-772,-2027,1062

-0.94,0.02,-0.09,-0.32,-919,-1999,999

-0.94,0.02,-0.08,-0.32,-774,-1798,796

-0.94,0.03,-0.08,-0.32,-462,-1513,541

-0.94,0.03,-0.08,-0.32,-166,-1152,298

-0.95,0.03,-0.08,-0.31,31,-779,142

-0.94,0.04,-0.08,-0.32,222,-489,170

-0.94,0.04,-0.08,-0.32,299,-422,278

-0.94,0.05,-0.08,-0.32,251,-567,309

-0.94,0.05,-0.08,-0.32,202,-739,280

-0.94,0.06,-0.08,-0.32,191,-845,206

-0.94,0.06,-0.08,-0.33,233,-919,63

-0.94,0.07,-0.08,-0.33,277,-998,-135

-0.94,0.07,-0.09,-0.33,291,-1021,-379

-0.94,0.07,-0.09,-0.33,277,-940,-460

-0.94,0.08,-0.09,-0.33,134,-789,-266

-0.93,0.08,-0.09,-0.34,4,-694,17

-0.93,0.08,-0.09,-0.34,-51,-600,245

-0.93,0.09,-0.09,-0.34,-42,-473,300

-0.93,0.09,-0.09,-0.34,37,-381,148

-0.93,0.10,-0.10,-0.34,174,-321,-208

-0.93,0.11,-0.10,-0.34,373,-236,-591

-0.93,0.12,-0.11,-0.34,564,-125,-835

-0.92,0.12,-0.12,-0.35,805,-76,-818

-0.92,0.13,-0.12,-0.35,990,-146,-605

-0.92,0.13,-0.13,-0.36,999,-284,-356

-0.91,0.14,-0.14,-0.36,884,-388,-125

-0.91,0.14,-0.14,-0.37,749,-265,99

-0.91,0.15,-0.15,-0.37,687,0,302

-0.90,0.15,-0.15,-0.38,707,261,514

-0.90,0.16,-0.16,-0.38,808,451,667

-0.89,0.17,-0.16,-0.39,925,517,673

-0.89,0.18,-0.16,-0.39,1094,530,658

-0.88,0.18,-0.17,-0.40,1048,256,922

-0.88,0.19,-0.17,-0.40,221,-1069,1515

-0.87,0.20,-0.17,-0.41,368,-890,1616

-0.87,0.21,-0.17,-0.41,583,-512,1735

-0.86,0.21,-0.17,-0.42,772,-457,1905

-0.86,0.22,-0.17,-0.43,829,-575,1941

-0.85,0.24,-0.17,-0.43,468,-1012,2255

-0.85,0.25,-0.17,-0.43,279,-1027,2152

-0.85,0.26,-0.17,-0.44,296,-730,1676

-0.84,0.27,-0.16,-0.44,508,-466,1209

-0.84,0.28,-0.16,-0.44,794,-347,1114

-0.83,0.29,-0.16,-0.44,1026,-341,1287

-0.83,0.30,-0.16,-0.45,1238,-625,1522

-0.82,0.31,-0.16,-0.45,1407,-1052,1674

-0.82,0.31,-0.16,-0.45,1463,-1411,1693

-0.82,0.32,-0.16,-0.45,1401,-1627,1631

-0.81,0.33,-0.16,-0.45,1051,-1533,1876

-0.81,0.33,-0.15,-0.45,653,-1394,2213

-0.81,0.34,-0.15,-0.45,427,-1144,2233

-0.81,0.34,-0.15,-0.45,321,-788,2089

-0.81,0.34,-0.15,-0.45,164,-469,2072

-0.81,0.35,-0.14,-0.45,-22,-180,2132

-0.81,0.35,-0.14,-0.45,-111,58,2087

-0.81,0.36,-0.14,-0.45,-31,-141,1867

-0.80,0.36,-0.13,-0.46,3,-317,1979

-0.80,0.36,-0.13,-0.46,-68,-415,2330

-0.80,0.37,-0.12,-0.46,-208,-488,2618

-0.80,0.37,-0.11,-0.45,-309,-473,2611

-0.80,0.38,-0.10,-0.45,-318,-402,2394

-0.80,0.39,-0.09,-0.45,-177,-286,2051

-0.80,0.39,-0.09,-0.45,119,-225,1684

-0.80,0.40,-0.08,-0.44,464,-353,1497

-0.80,0.41,-0.07,-0.44,744,-677,1404

-0.80,0.41,-0.07,-0.44,937,-995,1316

-0.80,0.42,-0.06,-0.43,676,-628,1512

-0.79,0.43,-0.05,-0.43,336,-485,1598

-0.79,0.43,-0.05,-0.42,71,-535,1544

-0.79,0.44,-0.04,-0.42,-65,-697,1417

-0.79,0.45,-0.04,-0.41,-23,-790,1242

-0.79,0.45,-0.03,-0.41,31,-127,748

-0.79,0.45,-0.03,-0.41,-236,878,879

-0.78,0.46,-0.02,-0.42,-551,999,1133

-0.78,0.47,-0.01,-0.42,-613,564,1285

-0.78,0.48,-0.01,-0.42,-538,26,1339

-0.77,0.48,0.00,-0.41,-444,-157,1448

-0.77,0.49,0.01,-0.41,-384,-132,1534

-0.77,0.49,0.02,-0.41,-366,-200,1655

-0.77,0.49,0.03,-0.41,-419,-149,1838

-0.76,0.50,0.03,-0.41,-559,-196,1956

-0.76,0.50,0.04,-0.41,-799,-221,1996

-0.76,0.51,0.05,-0.41,-980,-128,2000

-0.75,0.52,0.06,-0.41,-1045,-141,1836

-0.75,0.52,0.06,-0.40,-726,-549,1323

-0.75,0.53,0.07,-0.40,-424,-796,1046

-0.74,0.53,0.07,-0.40,-218,-1004,1061

-0.74,0.53,0.08,-0.40,-1055,-327,1595

-0.74,0.53,0.08,-0.40,-1047,-253,1707

-0.74,0.53,0.08,-0.40,-854,-382,1601

-0.74,0.54,0.09,-0.40,-807,-471,1580

-0.74,0.54,0.09,-0.40,-732,-569,1531

-0.73,0.54,0.10,-0.40,-614,-580,1524

-0.73,0.54,0.10,-0.41,-543,-576,1534

-0.73,0.54,0.10,-0.41,-549,-549,1518

-0.73,0.54,0.11,-0.41,-711,-573,1477

-0.73,0.54,0.11,-0.41,-804,-619,1271

-0.73,0.54,0.11,-0.41,-755,-615,1038

-0.73,0.54,0.12,-0.40,-534,-619,849

-0.73,0.54,0.12,-0.40,-395,-425,758

-0.73,0.54,0.12,-0.40,-226,-226,709

-0.73,0.54,0.12,-0.40,-112,-175,830

-0.73,0.54,0.12,-0.40,-77,-373,1094

-0.73,0.54,0.12,-0.39,-54,-849,1400

-0.74,0.54,0.12,-0.39,-15,-1046,1467

-0.74,0.54,0.12,-0.38,54,-986,1360

-0.74,0.54,0.12,-0.38,266,-835,1159

-0.74,0.54,0.12,-0.37,608,-688,988

-0.75,0.54,0.11,-0.37,677,-460,910

-0.75,0.54,0.11,-0.37,204,-62,973

-0.75,0.53,0.11,-0.37,89,43,958

-0.75,0.53,0.11,-0.37,23,-59,1015

-0.75,0.53,0.11,-0.38,-197,-245,1037

-0.76,0.53,0.10,-0.38,-488,-380,1210

-0.76,0.52,0.10,-0.38,-644,-441,1361

-0.76,0.52,0.10,-0.38,-768,-481,1373

-0.76,0.52,0.09,-0.38,-827,-513,1382

-0.76,0.51,0.09,-0.39,-954,-481,1452

-0.76,0.51,0.09,-0.39,-1047,-342,1524

-0.76,0.51,0.09,-0.39,-1131,-107,1584

-0.76,0.51,0.09,-0.39,-1159,100,1622

-0.76,0.51,0.09,-0.39,-1144,221,1697

-0.76,0.51,0.10,-0.39,-1160,297,1735

-0.76,0.51,0.10,-0.39,-1220,371,1641

-0.76,0.51,0.11,-0.39,-1217,423,1440

-0.75,0.52,0.11,-0.39,-1069,415,1279

-0.75,0.52,0.12,-0.39,-621,-120,1084

-0.75,0.52,0.12,-0.39,-177,-734,925

-0.75,0.52,0.12,-0.39,-5,-892,839

-0.75,0.52,0.12,-0.38,17,-533,770

-0.75,0.52,0.12,-0.38,-130,190,714

-0.75,0.53,0.13,-0.39,-314,808,751

-0.74,0.53,0.13,-0.39,-385,1014,765

-0.74,0.53,0.14,-0.39,-275,982,759

-0.73,0.54,0.14,-0.39,23,828,763

-0.73,0.54,0.15,-0.39,385,537,815

-0.72,0.55,0.15,-0.39,600,99,921

-0.72,0.55,0.15,-0.40,581,-374,1013

-0.72,0.55,0.15,-0.40,459,-745,1053

-0.72,0.55,0.15,-0.39,-896,-403,1157

-0.71,0.56,0.16,-0.39,-836,-111,1190

-0.71,0.56,0.16,-0.39,-795,0,1052

-0.71,0.57,0.16,-0.39,-711,2,972

-0.71,0.57,0.16,-0.39,-537,-240,1098

-0.71,0.57,0.17,-0.38,-417,-391,1328

-0.70,0.58,0.17,-0.38,-414,-213,1512

-0.70,0.58,0.17,-0.38,-290,-31,1637

-0.70,0.58,0.17,-0.38,-252,82,1745

-0.69,0.59,0.17,-0.38,10,231,1590

-0.69,0.59,0.17,-0.38,-225,202,1606

-0.68,0.60,0.17,-0.38,-546,-95,1900

-0.68,0.60,0.18,-0.38,-868,-255,2246

-0.67,0.61,0.18,-0.38,-864,-188,2394

-0.67,0.61,0.18,-0.38,-493,-132,2315

-0.66,0.61,0.19,-0.38,-367,22,2135

-0.66,0.62,0.19,-0.39,-419,236,1731

-0.65,0.62,0.19,-0.39,-475,324,1412

-0.65,0.63,0.19,-0.39,-305,367,1298

-0.64,0.63,0.19,-0.39,-62,392,1309

-0.63,0.64,0.19,-0.40,-203,308,1452

-0.63,0.64,0.18,-0.40,-445,170,1607

-0.62,0.64,0.18,-0.40,-457,33,1789

-0.62,0.65,0.18,-0.40,-277,23,1893

-0.62,0.65,0.18,-0.41,40,65,1859

-0.61,0.65,0.19,-0.41,288,72,1809

-0.61,0.65,0.19,-0.41,290,19,1700

-0.61,0.65,0.19,-0.41,31,14,1453

-0.61,0.66,0.19,-0.41,-180,6,1209

-0.60,0.66,0.19,-0.41,-383,42,1059

-0.60,0.66,0.19,-0.41,-628,139,1016

-0.60,0.66,0.19,-0.41,-642,135,1085

-0.59,0.67,0.20,-0.40,-639,101,1228

-0.59,0.67,0.20,-0.40,-768,30,1283

-0.59,0.67,0.20,-0.40,-861,90,1155

-0.58,0.68,0.21,-0.40,-988,115,1009

-0.58,0.68,0.21,-0.40,-972,140,924

-0.58,0.68,0.21,-0.39,-733,352,781

-0.58,0.69,0.22,-0.39,-775,538,703

-0.57,0.69,0.22,-0.38,-857,865,638

-0.56,0.70,0.22,-0.38,-897,1353,584

-0.56,0.71,0.22,-0.37,-692,2071,621

-0.55,0.71,0.22,-0.37,-475,2606,699

-0.55,0.72,0.22,-0.36,-470,2550,643

-0.54,0.73,0.22,-0.36,-873,1901,377

-0.53,0.74,0.22,-0.35,-1155,1248,404

-0.52,0.74,0.23,-0.35,-1296,1007,442

-0.51,0.75,0.23,-0.35,-1043,1331,425

-0.50,0.76,0.24,-0.35,-704,1683,659

-0.48,0.77,0.24,-0.34,-481,1855,1103

-0.47,0.78,0.24,-0.34,-408,1905,1572

-0.45,0.79,0.23,-0.33,-370,1584,1899

-0.44,0.81,0.23,-0.32,-349,987,1991

-0.43,0.81,0.23,-0.32,-324,459,1926

-0.41,0.82,0.23,-0.32,-320,178,1677

-0.40,0.83,0.23,-0.31,-392,128,1353

-0.39,0.84,0.23,-0.31,-541,200,1108

-0.38,0.84,0.23,-0.30,-655,365,936

-0.37,0.85,0.24,-0.29,-559,607,1019

-0.36,0.86,0.23,-0.28,-359,598,1407

-0.35,0.86,0.23,-0.27,-349,368,1974

-0.35,0.87,0.23,-0.27,-577,78,2463

-0.34,0.87,0.23,-0.26,-851,-181,2672

-0.33,0.88,0.23,-0.26,-1141,-308,2608

-0.33,0.88,0.23,-0.26,-1133,-49,2355

-0.32,0.88,0.23,-0.25,-870,379,1860

-0.32,0.89,0.22,-0.24,-685,669,1451

-0.31,0.90,0.22,-0.23,-642,786,1210

-0.31,0.91,0.21,-0.21,-678,758,1112

-0.30,0.91,0.20,-0.19,-906,604,1078

-0.30,0.92,0.19,-0.17,-1497,464,1155

-0.30,0.92,0.19,-0.15,-1953,472,1232

-0.30,0.93,0.19,-0.14,-2014,470,1107

-0.29,0.93,0.18,-0.12,-1998,404,893

-0.29,0.93,0.18,-0.11,-2044,332,786

-0.29,0.94,0.18,-0.10,-2147,310,731

-0.28,0.94,0.18,-0.10,-2030,348,733

-0.28,0.94,0.17,-0.09,-1831,348,511

-0.27,0.94,0.17,-0.09,-1932,395,256

-0.26,0.95,0.17,-0.09,-2139,532,173

-0.25,0.95,0.17,-0.09,-2043,689,83

-0.24,0.95,0.17,-0.09,-1866,768,9

-0.23,0.95,0.17,-0.08,-1867,851,-35

-0.22,0.96,0.17,-0.08,-1793,1052,-95

-0.22,0.96,0.17,-0.07,-1546,1435,-53

-0.21,0.96,0.17,-0.07,-1409,1709,-98

-0.20,0.96,0.17,-0.06,-1339,1728,-262

-0.20,0.97,0.16,-0.05,-1204,1633,-509

-0.19,0.97,0.16,-0.04,-1119,1562,-485

-0.18,0.97,0.16,-0.02,-1083,1417,-283

-0.17,0.97,0.16,-0.01,-1178,1252,31

-0.16,0.97,0.16,-0.00,-1357,1028,440

-0.16,0.98,0.16,0.00,-1640,803,606

-0.15,0.98,0.16,0.01,-1861,875,569

-0.14,0.98,0.15,0.01,-1775,1070,490

-0.13,0.98,0.15,0.02,-1452,1149,319

-0.12,0.98,0.15,0.03,-1247,1270,215

-0.11,0.98,0.15,0.04,-1257,1416,131

-0.10,0.98,0.15,0.04,-1250,1570,-22

-0.09,0.98,0.15,0.05,-1089,1632,-156

-0.08,0.98,0.14,0.06,-1097,1573,-327

-0.07,0.98,0.14,0.07,-1308,1490,-573

-0.06,0.99,0.14,0.08,-1498,1444,-644

-0.05,0.99,0.14,0.08,-1573,1332,-380

-0.05,0.99,0.14,0.09,-1500,1212,-189

-0.04,0.98,0.14,0.10,-1267,1151,-178

-0.03,0.98,0.14,0.11,-1097,1232,-308

