t,w,x,y,z,ax,ay,az
73,1.00,0.00,0.00,0.00,8,-38,18
74,1.00,0.00,0.00,-0.00,19,-36,25
75,1.00,0.00,0.00,-0.00,4,-33,17
76,1.00,0.00,0.00,-0.00,5,-32,16
77,1.00,0.00,0.00,-0.00,0,-32,20
78,1.00,0.00,0.00,0.00,-10,-32,11
79,1.00,0.00,0.00,0.00,-4,-33,-10
80,1.00,0.00,0.00,0.00,-7,-46,18
81,1.00,0.00,0.00,0.00,4,-23,6
82,1.00,0.00,0.00,0.00,-9,-13,-4
83,1.00,0.00,0.00,0.00,-9,-31,20
84,1.00,0.00,0.00,0.00,-6,-28,-7
85,1.00,0.00,0.00,0.00,6,-41,-10
86,1.00,0.00,0.00,0.00,0,-47,0
87,1.00,0.00,0.00,0.00,-4,-19,-20
88,1.00,0.00,0.00,-0.00,-5,-22,6
89,1.00,0.00,0.00,0.00,5,-27,11
90,1.00,0.00,0.00,0.00,6,-27,-3
91,1.00,0.00,0.00,0.00,5,-30,14
92,1.00,0.00,0.00,0.00,2,-25,2
93,1.00,0.00,0.00,-0.00,-7,-31,-2
94,1.00,0.00,0.00,-0.00,4,-12,-32
95,1.00,0.00,0.00,-0.00,-10,9,-9
96,1.00,0.00,0.00,-0.00,-27,-8,-10
97,1.00,0.00,0.00,-0.00,-11,-21,-9
98,1.00,0.00,0.00,-0.00,-2,-23,-6
99,1.00,0.00,0.00,-0.00,-7,-45,17
100,1.00,0.00,0.00,-0.00,9,-37,-7
101,1.00,0.00,0.00,-0.00,16,-22,-11
102,1.00,0.00,0.00,-0.00,10,-10,8
103,1.00,0.00,0.00,-0.00,0,-15,12
104,1.00,0.00,0.00,-0.00,0,-22,4
105,1.00,0.00,0.00,-0.00,4,-18,1
106,1.00,0.00,0.00,-0.00,3,-23,17
107,1.00,0.00,0.00,-0.00,8,-31,20
108,1.00,0.00,0.00,-0.00,11,-30,12
109,1.00,0.00,0.00,-0.00,2,-26,10
110,1.00,0.00,0.00,-0.00,-12,-29,20
111,1.00,0.00,0.00,-0.00,-4,-19,2
112,1.00,0.00,0.00,-0.00,3,-15,3
113,1.00,0.00,0.00,-0.00,7,-31,15
114,1.00,0.00,0.00,-0.00,12,-22,-3
115,1.00,0.00,0.00,-0.00,0,-30,24
116,1.00,0.00,0.00,-0.00,-3,-20,6
117,1.00,0.00,0.00,-0.00,4,4,-19
118,1.00,0.00,0.00,-0.00,4,-21,14
119,1.00,0.00,0.00,-0.00,21,-16,0
120,1.00,0.00,-0.00,-0.00,3,-18,25
121,1.00,0.00,0.00,-0.00,-7,-26,30
122,1.00,0.00,0.00,-0.00,-2,-15,0
123,1.00,0.00,0.00,-0.00,-6,-30,23
124,1.00,0.00,0.00,-0.00,5,-26,26
125,1.00,0.00,-0.00,-0.00,-2,-12,5
126,1.00,0.00,0.00,-0.00,-6,-20,16
127,1.00,0.00,0.00,-0.00,-1,-22,8
128,1.00,0.00,-0.00,-0.00,-12,-27,14
129,1.00,0.00,0.00,-0.00,0,-21,-8
130,1.00,0.00,0.00,-0.00,16,-8,-31
131,1.00,0.00,-0.00,-0.00,3,-16,3
132,1.00,0.00,0.00,-0.00,-2,-39,25
133,1.00,0.00,0.00,-0.00,3,-16,-7
134,1.00,0.00,0.00,-0.00,-1,-14,13
135,1.00,0.00,0.00,-0.00,12,-10,12
136,1.00,0.00,-0.00,-0.00,11,-4,-6
137,1.00,0.00,-0.00,-0.00,-4,-31,24
138,1.00,0.00,-0.00,-0.00,2,-14,-2
139,1.00,0.00,-0.00,-0.00,-7,-6,0
140,1.00,0.00,0.00,-0.00,-1,-3,1
141,1.00,0.00,-0.00,-0.00,6,-1,-16
142,1.00,0.00,-0.00,-0.00,-7,-22,0
143,1.00,0.00,-0.00,-0.00,1,-22,-6
144,1.00,0.00,-0.00,-0.00,-8,-29,-3
145,1.00,0.00,0.00,-0.00,-15,-29,23
146,1.00,0.00,0.00,-0.00,7,2,-15
147,1.00,0.00,-0.00,-0.00,3,12,-5
148,1.00,0.00,0.00,-0.00,-9,-17,35
149,1.00,0.00,0.00,-0.00,1,-20,1
150,1.00,0.00,-0.00,-0.00,-9,-35,-20
151,1.00,0.00,-0.00,-0.00,-14,-37,59
152,1.00,0.00,0.00,-0.00,0,-28,35
153,1.00,0.00,0.00,-0.00,12,-11,-18
154,1.00,0.00,0.00,-0.00,16,-25,-19
155,1.00,0.00,0.00,-0.00,15,-28,22
156,1.00,0.00,0.00,-0.00,12,0,7
157,1.00,0.00,-0.00,-0.00,16,-2,0
158,1.00,0.00,-0.00,-0.00,27,-25,-9
159,1.00,0.00,0.00,-0.00,2,-54,15
160,1.00,0.00,0.00,-0.00,2,-16,-7
161,1.00,0.00,-0.00,-0.00,-5,4,-19
162,1.00,0.00,-0.00,-0.00,-15,-6,12
163,1.00,0.00,-0.00,-0.00,-7,-13,5
164,1.00,0.00,-0.00,-0.00,0,-16,-14
165,1.00,0.00,-0.00,-0.00,-4,-36,16
166,1.00,0.00,-0.00,-0.00,-17,-38,31
167,1.00,0.00,0.00,-0.00,-7,3,-17
168,1.00,0.00,-0.00,-0.00,1,-8,0
169,1.00,0.00,-0.00,-0.00,-3,-33,30
170,1.00,0.00,-0.00,-0.00,0,-12,-21
171,1.00,0.00,-0.00,-0.00,0,-8,-9
172,1.00,0.00,-0.00,-0.00,-6,-18,10
173,1.00,0.00,-0.00,-0.00,9,-36,3
174,1.00,0.00,-0.00,-0.00,24,-25,18
175,1.00,0.00,-0.00,-0.00,0,-13,6
176,1.00,0.00,0.00,-0.00,-13,-2,2
177,1.00,0.00,0.00,-0.00,0,-11,9
178,1.00,0.00,0.00,-0.00,10,-27,-2
179,1.00,0.00,-0.00,-0.00,-15,-48,35
180,1.00,0.00,0.00,-0.00,5,-20,11
181,1.00,0.00,0.00,-0.00,11,2,-47
182,1.00,0.00,0.00,-0.00,5,-10,13
183,1.00,0.00,0.00,-0.00,11,-15,31
184,1.00,0.00,-0.00,-0.00,6,6,-8
185,1.00,0.00,-0.00,-0.00,-23,7,26
186,1.00,0.00,0.00,-0.00,-13,-9,15
187,1.00,0.00,0.00,-0.00,12,-9,-54
188,1.00,0.00,0.00,-0.00,19,-7,-32
189,1.00,0.00,-0.00,-0.00,0,-5,32
190,1.00,0.00,-0.00,-0.00,-13,7,24
191,1.00,0.00,0.00,-0.00,2,14,-18
192,1.00,0.00,-0.00,-0.00,-11,-11,1
193,1.00,0.00,0.00,-0.00,-7,-11,7
194,1.00,0.00,0.00,-0.00,0,-3,14
195,1.00,0.00,-0.00,-0.00,9,-11,24
196,1.00,0.00,-0.00,-0.00,-6,-7,2
197,1.00,0.00,-0.00,-0.00,0,1,4
198,1.00,0.00,-0.00,-0.00,1,-17,24
199,1.00,0.00,-0.00,-0.00,3,-16,8
200,1.00,0.00,-0.00,-0.00,3,-3,3
201,1.00,0.00,-0.00,-0.00,3,-8,13
202,1.00,0.00,-0.00,-0.00,5,-3,-4
203,1.00,0.00,-0.00,-0.00,4,-16,15
204,1.00,0.00,-0.00,-0.00,-8,-32,51
205,1.00,0.00,-0.00,-0.00,0,-12,35
206,1.00,0.00,-0.00,-0.00,17,-6,-12
207,1.00,0.00,-0.00,-0.00,20,-10,-13
208,1.00,0.00,-0.00,-0.00,13,-8,-9
209,1.00,0.00,-0.00,-0.00,8,-24,34
210,1.00,0.00,-0.00,-0.00,10,-19,27
211,1.00,0.00,-0.00,-0.00,-6,11,-1
212,1.00,0.00,-0.00,-0.00,-11,0,26
213,1.00,0.00,-0.00,-0.00,1,-36,43
214,1.00,0.00,-0.00,-0.00,8,-14,32
215,1.00,0.00,-0.00,-0.00,0,-21,12
216,1.00,0.00,-0.00,-0.00,-13,-13,11
217,1.00,0.00,-0.00,-0.00,-4,12,-7
218,1.00,0.00,-0.00,-0.00,0,5,12
219,1.00,0.00,-0.00,-0.00,-11,4,25
220,1.00,0.00,0.00,-0.00,-2,-87,-1
221,1.00,0.00,-0.00,-0.00,39,-21,-81
222,1.00,0.00,-0.00,-0.00,0,33,-45
223,1.00,0.00,-0.00,-0.00,-39,31,35
224,1.00,0.00,0.00,-0.00,10,34,-25
225,1.00,0.00,-0.00,-0.00,35,-1,-28
226,1.00,0.00,-0.00,-0.00,9,-30,11
227,1.00,0.00,-0.00,-0.00,-3,9,-22
228,1.00,0.00,-0.00,-0.00,-6,18,-15
229,1.00,0.00,-0.00,-0.00,16,4,-18
230,1.00,0.00,-0.00,-0.00,10,-7,-41
231,1.00,0.00,-0.00,-0.00,-9,-2,15
232,1.00,0.00,-0.00,-0.00,-15,5,26
233,1.00,0.00,-0.00,-0.00,-13,0,-11
234,1.00,0.00,-0.00,-0.00,0,-36,3
235,1.00,0.00,-0.00,-0.00,12,-38,1
236,1.00,0.00,-0.00,-0.00,0,-55,42
237,1.00,0.00,-0.00,-0.00,25,-47,86
238,1.00,0.00,-0.00,-0.00,31,-5,7
239,1.00,0.00,-0.00,-0.00,21,12,-55
240,1.00,0.00,-0.00,-0.00,31,3,0
241,1.00,0.00,-0.00,-0.00,35,-11,8
242,1.00,0.00,-0.00,-0.00,10,2,-11
243,1.00,0.00,-0.00,-0.00,-1,-9,20
244,1.00,0.00,-0.00,-0.00,-9,5,-18
245,1.00,0.00,0.00,-0.00,-12,25,-22
246,1.00,0.00,-0.00,-0.00,6,8,18
247,1.00,0.00,-0.00,-0.00,0,-5,39
248,1.00,0.00,-0.00,-0.00,-15,-9,-3
249,1.00,0.00,-0.00,-0.00,-20,-16,-7
250,1.00,0.00,-0.00,-0.00,-13,-6,1
251,1.00,0.00,-0.00,-0.00,-13,12,62
252,1.00,0.00,-0.00,-0.00,24,77,-77
253,1.00,0.00,-0.00,-0.00,-5,47,-71
254,1.00,0.00,-0.00,-0.00,-51,-5,45
255,1.00,0.00,-0.00,-0.00,-25,-4,23
256,1.00,0.00,-0.00,-0.00,7,2,-12
257,1.00,0.00,-0.00,-0.00,-5,-8,-11
258,1.00,0.00,-0.00,-0.00,-14,15,-28
259,1.00,0.00,-0.00,-0.00,-11,21,-11
260,1.00,0.00,-0.00,-0.00,-2,-11,7
261,1.00,0.00,-0.00,-0.00,0,-5,-10
262,1.00,0.00,-0.00,-0.00,3,39,-89
263,1.00,0.00,-0.00,-0.00,-7,16,-50
264,1.00,0.00,-0.00,-0.00,-16,-23,36
265,1.00,0.00,-0.00,-0.00,5,-35,35
266,1.00,0.00,-0.00,-0.00,22,-6,-10
267,1.00,0.00,-0.00,-0.00,-2,-4,-17
268,1.00,0.00,-0.00,-0.00,-4,-12,-9
269,1.00,0.00,-0.00,-0.00,-2,-11,4
270,1.00,0.00,-0.00,-0.00,-10,-12,11
271,1.00,0.00,-0.00,-0.00,-7,-6,9
272,1.00,0.00,-0.00,-0.00,-3,38,-27
273,1.00,0.00,-0.00,-0.00,-22,33,-70
274,1.00,0.00,-0.00,-0.00,-8,0,7
275,1.00,0.00,0.00,-0.00,-14,-18,47
276,1.00,0.00,-0.00,-0.00,12,3,1
277,1.00,0.00,-0.00,-0.00,12,0,2
278,1.00,0.00,-0.00,-0.00,-4,-9,9
279,1.00,0.00,-0.00,-0.00,12,12,-58
280,1.00,0.00,-0.00,-0.00,-10,-28,24
281,1.00,0.00,-0.00,-0.00,12,-37,79
282,1.00,0.00,-0.00,-0.00,18,-12,7
283,1.00,0.00,-0.00,-0.00,23,-12,-20
284,1.00,0.00,-0.00,-0.00,5,-25,22
285,1.00,0.00,-0.00,-0.00,1,-21,19
286,1.00,0.00,-0.00,-0.00,5,-17,22
287,1.00,0.00,-0.00,-0.00,-2,-9,23
288,1.00,0.00,-0.00,-0.00,-7,0,10
289,1.00,0.00,-0.00,-0.00,0,7,3
290,1.00,0.00,-0.00,-0.00,-4,4,5
291,1.00,0.00,-0.00,-0.00,-15,-11,9
292,1.00,0.00,-0.00,-0.00,0,-23,7
293,1.00,0.00,-0.00,-0.00,4,-1,-5
294,1.00,0.00,-0.00,-0.00,-2,12,-5
295,1.00,0.00,-0.00,-0.00,2,8,5
296,1.00,0.00,-0.00,-0.00,0,-2,1
297,1.00,0.00,-0.00,-0.00,-4,-17,-3
298,1.00,0.00,0.00,-0.00,15,-19,21
299,1.00,0.00,0.00,-0.00,21,-11,19
300,1.00,0.00,-0.00,-0.00,20,-4,-9
301,1.00,0.00,-0.00,-0.00,19,-12,-11
302,1.00,0.00,-0.00,-0.00,-4,-16,-7
303,1.00,0.00,-0.00,-0.00,-11,0,-11
304,1.00,0.00,-0.00,-0.00,-1,28,-22
305,1.00,0.00,-0.00,-0.00,0,26,-19
306,1.00,0.00,-0.00,-0.00,-12,12,-14
307,1.00,0.00,-0.00,-0.00,-17,-14,17
308,1.00,0.00,-0.00,-0.00,-13,-25,38
309,1.00,0.00,-0.00,-0.00,-7,-14,15
310,1.00,0.00,-0.00,-0.00,2,5,-15
311,1.00,0.00,-0.00,-0.00,0,0,-6
312,1.00,0.00,-0.00,-0.00,-1,8,-16
313,1.00,0.00,-0.00,-0.00,-4,-5,19
314,1.00,0.00,-0.00,-0.00,2,-18,50
315,1.00,0.00,0.00,-0.00,17,-11,-5
316,1.00,0.00,-0.00,-0.00,21,14,-59
317,1.00,0.00,-0.00,-0.00,16,13,-7
318,1.00,0.00,-0.00,-0.00,-3,-4,10
319,1.00,0.00,-0.00,-0.00,-2,12,-7
320,1.00,0.00,-0.00,-0.00,0,5,11
321,1.00,0.00,-0.00,-0.00,0,3,5
322,1.00,0.00,-0.00,-0.00,0,-3,2
323,1.00,0.00,-0.00,-0.00,4,-29,2
324,1.00,0.00,-0.00,-0.00,1,0,-25
325,1.00,0.00,-0.00,-0.00,-10,-16,15
326,1.00,0.00,-0.00,-0.00,-4,-17,35
327,1.00,0.00,-0.00,-0.00,5,12,-29
328,1.00,0.00,-0.00,-0.00,0,5,-24
329,1.00,0.00,0.00,-0.00,1,-20,-12
330,1.00,0.00,-0.00,-0.00,2,-16,5
331,1.00,0.00,-0.00,-0.00,5,-20,20
332,1.00,0.00,-0.00,-0.00,15,-5,-4
333,1.00,0.00,-0.00,-0.00,0,13,-34
334,1.00,0.00,-0.00,-0.00,-6,-10,7
335,1.00,0.00,-0.00,-0.00,0,-30,32
336,1.00,0.00,-0.00,-0.00,21,-34,24
337,1.00,0.00,-0.00,-0.00,50,-22,54
338,1.00,0.00,0.00,-0.00,15,-18,7
339,1.00,0.00,0.00,-0.00,5,-22,-34
340,1.00,0.00,-0.00,-0.00,12,-18,-5
341,1.00,0.00,-0.00,-0.00,-4,-14,29
342,1.00,0.00,-0.00,-0.00,0,-1,0
343,1.00,0.00,-0.00,-0.00,39,-30,-2
344,1.00,0.00,-0.00,-0.00,8,-31,55
345,1.00,0.00,0.00,-0.00,-18,-11,32
346,1.00,0.00,0.00,-0.00,-6,19,-18
347,1.00,0.00,-0.00,-0.00,-1,17,0
348,1.00,0.00,-0.00,-0.00,2,-13,30
349,1.00,0.00,-0.00,-0.00,9,-31,36
350,1.00,0.00,-0.00,-0.00,5,-25,9
351,1.00,0.00,-0.00,-0.00,-26,0,9
352,1.00,0.00,-0.00,-0.00,-16,0,13
353,1.00,0.00,-0.00,-0.00,-3,0,10
354,1.00,0.00,-0.00,-0.00,3,10,-1
355,1.00,0.00,-0.00,-0.00,4,-4,5
356,1.00,0.00,-0.00,-0.00,-3,-5,-8
357,1.00,0.00,-0.00,-0.00,-16,-6,2
358,1.00,0.00,-0.00,-0.00,-8,30,-4
359,1.00,0.00,-0.00,-0.00,-8,3,-35
360,1.00,0.00,-0.00,-0.00,-13,20,14
361,1.00,0.00,-0.00,-0.00,-19,2,9
362,1.00,0.00,-0.00,-0.00,-19,0,1
363,1.00,0.00,0.00,-0.00,-10,4,-3
364,1.00,0.00,0.00,-0.00,6,3,3
365,1.00,0.00,-0.00,-0.00,12,-7,23
366,1.00,0.00,-0.00,-0.00,3,0,12
367,1.00,0.00,-0.00,-0.00,-5,-8,8
368,1.00,0.00,-0.00,-0.00,16,-19,20
369,1.00,0.00,0.00,-0.00,34,0,38
370,1.00,0.00,0.00,-0.00,15,-22,35
371,1.00,0.00,0.00,-0.00,10,-23,-8
372,1.00,0.00,0.00,-0.00,6,-3,-5
373,1.00,0.00,0.00,-0.00,-12,-8,47
374,1.00,0.00,0.00,-0.00,-4,11,8
375,1.00,0.00,0.00,-0.00,17,14,-15
376,1.00,0.00,-0.00,-0.00,16,-17,26
377,1.00,0.00,-0.00,-0.00,-1,-31,25
378,1.00,0.00,-0.00,-0.00,-8,-2,2
379,1.00,0.00,0.00,-0.00,-14,3,11
380,1.00,0.00,0.00,-0.00,0,7,5
381,1.00,0.00,-0.00,-0.00,10,0,13
382,1.00,0.00,-0.00,-0.00,10,4,4
383,1.00,0.00,-0.00,-0.00,-23,-8,5
384,1.00,0.00,-0.00,-0.00,-11,-5,26
385,1.00,0.00,0.00,-0.00,7,0,-29
386,1.00,0.00,-0.00,-0.00,3,6,-19
387,1.00,0.00,-0.00,-0.00,-3,-8,28
388,1.00,0.00,-0.00,-0.00,-2,-4,16
389,1.00,0.00,-0.00,-0.00,10,-17,1
390,1.00,0.00,0.00,-0.00,4,-18,25
391,1.00,0.00,0.00,-0.00,-2,0,5
392,1.00,0.00,0.00,-0.00,21,16,-3
393,1.00,0.00,-0.00,-0.00,15,-11,32
394,1.00,0.00,-0.00,-0.00,7,-15,23
395,1.00,0.00,-0.00,-0.00,-1,-5,12
396,1.00,0.00,-0.00,-0.00,-11,-17,35
397,1.00,0.00,-0.00,-0.00,-12,-10,28
398,1.00,0.00,0.00,-0.00,12,6,0
399,1.00,0.00,-0.00,-0.00,8,7,0
400,1.00,0.00,-0.00,-0.00,-11,6,0
401,1.00,0.00,-0.00,-0.00,0,-4,10
402,1.00,0.00,-0.00,-0.00,10,-23,39
403,1.00,0.00,-0.00,-0.00,2,-12,6
404,1.00,0.00,-0.00,-0.00,-8,2,0
405,1.00,0.00,0.00,-0.00,7,6,39
406,1.00,0.00,0.00,-0.00,11,2,2
407,1.00,0.00,0.00,-0.00,-4,0,0
408,1.00,0.00,-0.00,-0.00,4,-5,-12
409,1.00,0.00,-0.00,-0.00,-2,9,-11
410,1.00,0.00,-0.00,-0.00,-8,12,4
411,1.00,0.00,-0.00,-0.00,1,3,-6
412,1.00,0.00,-0.00,-0.00,-3,-11,-13
413,1.00,0.00,-0.00,-0.00,-6,-14,8
414,1.00,0.00,-0.00,-0.00,-12,-11,36
415,1.00,0.00,0.00,-0.00,5,15,-8
416,1.00,0.00,-0.00,-0.00,9,6,-18
417,1.00,0.00,-0.00,-0.00,1,-28,21
418,1.00,0.00,-0.00,-0.00,-5,-22,24
419,1.00,0.00,-0.00,-0.00,7,-3,10
420,1.00,0.00,0.00,-0.00,-1,1,-17
421,1.00,0.00,-0.00,-0.00,4,2,-19
422,1.00,0.00,-0.00,-0.00,20,-15,20
423,1.00,0.00,-0.00,-0.00,16,2,11
424,1.00,0.00,-0.00,-0.00,-4,16,-24
425,1.00,0.00,-0.00,-0.00,-2,25,-8
426,1.00,0.00,-0.00,-0.00,2,6,11
427,1.00,0.00,-0.00,-0.00,-3,-9,12
428,1.00,0.00,-0.00,-0.00,-12,0,8
429,1.00,0.00,-0.00,-0.00,-19,-1,11
430,1.00,0.00,-0.00,-0.00,2,11,-3
431,1.00,0.00,-0.00,-0.00,6,0,-1
432,1.00,0.00,-0.00,-0.00,-5,1,2
433,1.00,0.00,-0.00,-0.00,-14,21,-4
434,1.00,0.00,-0.00,-0.00,-15,-9,50
435,1.00,0.00,-0.00,-0.00,1,-26,18
436,1.00,0.00,-0.00,-0.00,6,-9,-21
437,1.00,0.00,-0.00,-0.00,15,1,-11
438,1.00,0.00,-0.00,-0.00,1,6,15
439,1.00,0.00,-0.00,-0.00,-4,11,24
440,1.00,0.00,-0.00,-0.00,0,-14,34
441,1.00,0.00,-0.00,-0.00,-9,-12,4
442,1.00,0.00,-0.00,-0.00,-2,0,-27
443,1.00,0.00,-0.00,-0.00,0,0,-14
444,1.00,0.00,-0.00,-0.00,10,1,-6
445,1.00,0.00,-0.00,-0.00,21,-7,3
446,1.00,0.00,-0.00,-0.00,4,-30,6
447,1.00,0.00,-0.00,-0.00,0,7,-19
448,1.00,0.00,-0.00,-0.00,-11,5,20
449,1.00,0.00,-0.00,-0.00,0,5,34
450,1.00,0.00,-0.00,-0.00,18,20,-4
451,1.00,0.00,-0.00,-0.00,19,2,-14
452,1.00,0.00,-0.00,-0.00,16,-1,-4
453,1.00,0.00,-0.00,-0.00,-10,-3,4
454,1.00,0.00,-0.00,-0.00,0,-12,12
455,1.00,0.00,-0.00,-0.00,6,-4,-16
456,1.00,0.00,-0.00,-0.00,-16,-6,3
457,1.00,0.00,-0.00,-0.00,-3,-2,11
458,1.00,0.00,-0.00,-0.00,22,30,-25
459,1.00,0.00,-0.00,-0.00,-16,0,36
460,1.00,0.00,-0.00,-0.00,-22,-15,62
461,1.00,0.00,-0.00,-0.00,-12,-7,-6
462,1.00,0.00,-0.00,-0.00,-13,0,-10
463,1.00,0.00,-0.00,-0.00,-12,0,20
464,1.00,0.00,-0.00,-0.00,-2,6,22
465,1.00,0.00,-0.00,-0.00,19,0,5
466,1.00,0.00,-0.00,-0.00,23,9,-21
467,1.00,0.00,-0.00,-0.00,-9,7,4
468,1.00,0.00,-0.00,-0.00,-29,-5,25
469,1.00,0.00,-0.00,-0.00,-7,3,-16
470,1.00,0.00,-0.00,-0.00,7,9,-25
471,1.00,0.00,-0.00,-0.00,-3,10,34
472,1.00,0.00,-0.00,-0.00,-3,11,19
473,1.00,0.00,-0.00,-0.00,-1,-5,1
474,1.00,0.00,-0.00,-0.00,-9,-42,27
475,1.00,0.00,-0.00,-0.00,-22,-1,-5
476,1.00,0.00,-0.00,-0.00,-6,18,9
477,1.00,0.00,-0.00,-0.00,17,-2,23
478,1.00,0.00,-0.00,-0.00,15,1,-14
479,1.00,0.00,-0.00,-0.00,-18,-22,33
480,1.00,0.00,-0.00,-0.00,-20,-2,25
481,1.00,0.00,-0.00,-0.00,-18,18,-15
482,1.00,0.00,-0.00,-0.00,0,26,5
483,1.00,0.00,-0.00,-0.00,5,-3,26
484,1.00,0.00,-0.00,-0.00,4,-5,-1
485,1.00,0.00,-0.00,-0.00,3,-13,0
486,1.00,0.00,-0.00,-0.00,-13,-16,34
487,1.00,0.00,-0.00,-0.00,-5,7,2
488,1.00,0.00,-0.00,-0.00,9,1,0
489,1.00,0.00,-0.00,-0.00,12,9,-19
490,1.00,0.00,-0.00,-0.00,-19,23,-7
491,1.00,0.00,-0.00,-0.00,-36,13,15
492,1.00,0.00,-0.00,-0.00,-19,-5,12
493,1.00,0.00,-0.00,-0.00,13,-27,-12
494,1.00,0.00,-0.00,-0.00,8,-36,4
495,1.00,0.00,-0.00,-0.00,-7,-9,3
496,1.00,0.00,-0.00,-0.00,-18,8,2
497,1.00,0.00,-0.00,-0.00,-21,-24,51
498,1.00,0.00,-0.00,-0.00,6,-18,2
499,1.00,0.00,-0.00,-0.00,14,-6,-11
500,1.00,0.00,-0.00,-0.00,-20,-13,42
501,1.00,0.00,-0.00,-0.00,-13,-9,20
502,1.00,0.00,-0.00,-0.00,14,-6,-5
503,1.00,0.00,-0.00,-0.00,18,-20,24
504,1.00,0.00,-0.00,-0.00,-7,1,11
505,1.00,0.00,-0.00,-0.00,-15,31,19
506,1.00,0.00,-0.00,-0.00,7,12,-1
507,1.00,0.00,-0.00,-0.00,-9,0,-17
508,1.00,0.00,-0.00,-0.00,-11,4,7
509,1.00,0.00,-0.00,-0.00,5,11,12
510,1.00,0.00,-0.00,-0.00,-6,4,1
511,1.00,0.00,-0.00,-0.00,-12,10,-12
512,1.00,0.00,-0.00,-0.00,-7,-12,9
513,1.00,0.00,-0.00,-0.00,0,-8,19
514,1.00,0.00,-0.00,-0.00,9,-2,17
515,1.00,0.00,-0.00,-0.00,10,-18,35
