t,w,x,y,z,ax,ay,az
70,1.00,0.00,0.00,-0.00,-10,-20,13
71,1.00,0.00,0.00,-0.00,-6,-33,1
72,1.00,0.00,0.00,-0.00,8,-46,0
73,1.00,0.00,0.00,-0.00,5,-57,16
74,1.00,0.00,0.00,-0.00,-9,-49,7
75,1.00,0.00,0.00,-0.00,-19,-30,7
76,1.00,0.00,0.00,-0.00,-14,-26,4
77,1.00,0.00,0.00,-0.00,-4,-18,-22
78,1.00,0.00,0.00,-0.00,7,-41,16
79,1.00,0.00,0.00,-0.00,29,-27,35
80,1.00,0.00,0.00,-0.00,12,-10,0
81,1.00,0.00,0.00,-0.00,-30,-41,-11
82,1.00,0.00,0.00,-0.00,30,-33,4
83,1.00,0.00,0.00,-0.00,32,-41,20
84,1.00,0.00,-0.00,-0.00,9,-6,5
85,1.00,0.00,-0.00,-0.00,-25,5,-14
86,1.00,0.00,0.00,-0.00,-24,0,-27
87,1.00,0.00,0.00,-0.00,-21,-35,11
88,1.00,0.00,0.00,-0.00,-18,-58,13
89,1.00,0.00,0.00,-0.00,-3,-26,-10
90,1.00,0.00,0.00,-0.00,3,-27,25
91,1.00,0.00,0.00,-0.00,0,-42,25
92,1.00,0.00,0.00,-0.00,7,-6,-45
93,1.00,0.00,0.00,-0.00,-9,-20,1
94,1.00,0.00,0.00,-0.00,-6,-23,27
95,1.00,0.00,0.00,-0.00,-5,-8,0
96,1.00,0.00,0.00,-0.00,4,-25,-24
97,1.00,0.00,0.00,-0.00,-13,-33,-21
98,1.00,0.00,0.00,-0.00,-6,-1,-4
99,1.00,0.00,-0.00,-0.00,8,0,20
100,1.00,0.00,-0.00,-0.00,13,-30,17
101,1.00,0.00,-0.00,-0.00,13,-34,-33
102,1.00,0.00,0.00,-0.00,-3,-32,-22
103,1.00,0.00,0.00,-0.00,-12,-23,8
104,1.00,0.00,0.00,-0.00,5,-17,5
105,1.00,0.00,0.00,-0.00,12,-14,-18
106,1.00,0.00,0.00,-0.00,-2,-36,0
107,1.00,0.00,0.00,-0.00,-1,-8,-18
108,1.00,0.00,0.00,-0.00,0,-17,-16
109,1.00,0.00,0.00,-0.00,-5,-28,21
110,1.00,0.00,0.00,-0.00,-8,-28,2
111,1.00,0.00,0.00,-0.00,6,-8,-27
112,1.00,0.00,0.00,-0.00,-9,-20,22
113,1.00,0.00,0.00,-0.00,-16,-28,20
114,1.00,0.00,0.00,-0.00,14,-18,-28
115,1.00,0.00,0.00,-0.00,25,-7,-38
116,1.00,0.00,-0.00,-0.00,-2,-19,-6
117,1.00,0.00,0.00,-0.00,-3,-7,3
118,1.00,0.00,0.00,-0.00,-4,2,-13
119,1.00,0.00,-0.00,-0.00,-8,-18,-6
120,1.00,0.00,0.00,-0.00,-27,-43,26
121,1.00,0.00,-0.00,-0.00,-6,-14,9
122,1.00,0.00,-0.00,-0.00,14,5,-16
123,1.00,0.00,-0.00,-0.00,-6,-22,-10
124,1.00,0.00,0.00,-0.00,-7,-18,-17
125,1.00,0.00,-0.00,-0.00,9,6,11
126,1.00,0.00,-0.00,-0.00,6,-5,34
127,1.00,0.00,0.00,-0.00,-32,-35,23
128,1.00,0.00,0.00,-0.00,-4,-11,-17
129,1.00,0.00,0.00,-0.00,5,-20,-24
130,1.00,0.00,-0.00,-0.00,-7,-37,23
131,1.00,0.00,0.00,-0.00,0,-19,3
132,1.00,0.00,0.00,-0.00,2,9,-22
133,1.00,0.00,0.00,-0.00,-38,-33,38
134,1.00,0.00,0.00,-0.00,-28,-16,6
135,1.00,0.00,0.00,-0.00,-1,6,-33
136,1.00,0.00,0.00,-0.00,-1,-37,5
137,1.00,0.00,0.00,-0.00,0,-24,-8
138,1.00,0.00,-0.00,-0.00,0,-12,-10
139,1.00,0.00,-0.00,-0.00,-29,-23,33
140,1.00,0.00,0.00,-0.00,-29,-17,0
141,1.00,0.00,0.00,-0.00,4,6,-52
142,1.00,0.00,0.00,-0.00,10,-36,-2
143,1.00,0.00,0.00,-0.00,-1,-51,19
144,1.00,0.00,0.00,-0.00,0,-25,-19
145,1.00,0.00,0.00,-0.00,0,1,-26
146,1.00,0.00,0.00,-0.00,-11,-3,-13
147,1.00,0.00,0.00,-0.00,0,-7,-24
148,1.00,0.00,0.00,-0.00,19,-24,0
149,1.00,0.00,0.00,-0.00,-5,-29,28
150,1.00,0.00,0.00,-0.00,-12,-25,11
151,1.00,0.00,0.00,-0.00,0,-15,5
152,1.00,0.00,0.00,-0.00,14,-11,-2
153,1.00,0.00,-0.00,-0.00,1,-6,-7
154,1.00,0.00,-0.00,-0.00,-14,-15,36
155,1.00,0.00,0.00,-0.00,0,-12,35
156,1.00,0.00,0.00,-0.00,3,-18,-2
157,1.00,0.00,0.00,-0.00,-7,-28,7
158,1.00,0.00,0.00,-0.00,30,-7,-5
159,1.00,0.00,0.00,-0.00,9,5,3
160,1.00,0.00,-0.00,-0.00,-36,-25,38
161,1.00,0.00,-0.00,-0.00,-19,-29,15
162,1.00,0.00,0.00,-0.00,13,-21,-32
163,1.00,0.00,-0.00,-0.00,13,-11,-12
164,1.00,0.00,0.00,-0.00,19,-18,4
165,1.00,0.00,0.00,-0.00,11,-14,1
166,1.00,0.00,-0.00,-0.00,8,-30,18
167,1.00,0.00,-0.00,-0.00,1,-28,16
168,1.00,0.00,-0.00,-0.00,5,1,-52
169,1.00,0.00,0.00,-0.00,6,9,-50
170,1.00,0.00,-0.00,-0.00,-1,-14,5
171,1.00,0.00,-0.00,-0.00,-15,-32,23
172,1.00,0.00,-0.00,-0.00,-13,-16,-12
173,1.00,0.00,-0.00,-0.00,4,7,-19
174,1.00,0.00,-0.00,-0.00,2,-2,14
175,1.00,0.00,-0.00,-0.00,-11,-12,17
176,1.00,0.00,-0.00,-0.00,9,-11,0
177,1.00,0.00,-0.00,-0.00,-2,-28,20
178,1.00,0.00,0.00,-0.00,-7,-10,-1
179,1.00,0.00,0.00,-0.00,-8,-3,-10
180,1.00,0.00,0.00,-0.00,-9,-30,36
181,1.00,0.00,-0.00,-0.00,3,-10,0
182,1.00,0.00,-0.00,-0.00,-1,7,-26
183,1.00,0.00,-0.00,-0.00,-15,1,-11
184,1.00,0.00,-0.00,-0.00,-13,-25,17
185,1.00,0.00,0.00,-0.00,-3,-37,14
186,1.00,0.00,-0.00,-0.00,14,-15,-11
187,1.00,0.00,-0.00,-0.00,8,1,-19
188,1.00,0.00,-0.00,-0.00,-9,3,-16
189,1.00,0.00,0.00,-0.00,-4,-4,-19
190,1.00,0.00,0.00,-0.00,-16,-37,4
191,1.00,0.00,0.00,-0.00,0,-30,1
192,1.00,0.00,0.00,-0.00,11,1,-4
193,1.00,0.00,0.00,-0.00,0,-11,4
194,1.00,0.00,0.00,-0.00,-13,-16,-6
195,1.00,0.00,0.00,-0.00,-41,-12,-12
196,1.00,0.00,0.00,-0.00,-37,1,-1
197,1.00,0.00,0.00,-0.00,0,0,20
198,1.00,0.00,0.00,-0.00,12,3,24
199,1.00,0.00,0.00,-0.00,23,-22,-2
200,1.00,0.00,0.00,-0.00,17,-9,-19
201,1.00,0.00,0.00,-0.00,-16,-14,5
202,1.00,0.00,0.00,-0.00,5,8,-12
203,1.00,0.00,0.00,-0.00,21,7,-16
204,1.00,0.00,-0.00,-0.00,0,-25,7
205,1.00,0.00,-0.00,-0.00,-5,-12,-6
206,1.00,0.00,0.00,-0.00,-6,-10,-2
207,1.00,0.00,0.00,-0.00,-2,-13,-6
208,1.00,0.00,0.00,-0.00,14,17,-47
209,1.00,0.00,-0.00,-0.00,0,-4,-12
210,1.00,0.00,-0.00,-0.00,-26,-16,22
211,1.00,0.00,-0.00,-0.00,-8,10,-13
212,1.00,0.00,-0.00,-0.00,1,15,-21
213,1.00,0.00,-0.00,-0.00,1,-14,13
214,1.00,0.00,-0.00,-0.00,-10,-21,10
215,1.00,0.00,-0.00,-0.00,0,-5,-5
216,1.00,0.00,-0.00,-0.00,-14,-32,35
217,1.00,0.00,0.00,-0.00,-10,-40,16
218,1.00,0.00,0.00,-0.00,16,-17,-27
219,1.00,0.00,-0.00,-0.00,44,16,-33
220,1.00,0.00,-0.00,-0.00,7,24,0
221,1.00,0.00,-0.00,-0.00,-23,9,21
222,1.00,0.00,-0.00,-0.00,-14,-27,9
223,1.00,0.00,-0.00,-0.00,-10,-45,7
224,1.00,0.00,-0.00,-0.00,-7,-24,21
225,1.00,0.00,-0.00,-0.00,3,19,0
226,1.00,0.00,-0.00,-0.00,10,16,8
227,1.00,0.00,-0.00,-0.00,-20,-35,17
228,1.00,0.00,0.00,-0.00,-32,-46,-4
229,1.00,0.00,-0.00,-0.00,7,-13,-53
230,1.00,0.00,-0.00,-0.00,13,18,0
231,1.00,0.00,-0.00,-0.00,-3,20,39
232,1.00,0.00,-0.00,-0.00,0,-1,-32
233,1.00,0.00,-0.00,-0.00,-3,-24,-43
234,1.00,0.00,-0.00,-0.00,-28,-26,25
235,1.00,0.00,0.00,-0.00,-7,29,-5
236,1.00,0.00,-0.00,-0.00,7,47,-4
237,1.00,0.00,-0.00,-0.00,25,-22,20
238,1.00,0.00,-0.00,-0.00,-6,-64,11
239,1.00,0.00,-0.00,-0.00,-2,-19,-18
240,1.00,0.00,-0.00,-0.00,7,24,9
241,1.00,0.00,-0.00,-0.00,3,14,23
242,1.00,0.00,-0.00,-0.00,2,12,-4
243,1.00,0.00,-0.00,-0.00,0,-22,15
244,1.00,0.00,-0.00,-0.00,0,-26,8
245,1.00,0.00,-0.00,-0.00,-17,1,-9
246,1.00,0.00,-0.00,-0.00,-5,11,12
247,1.00,0.00,-0.00,-0.00,3,-28,20
248,1.00,0.00,-0.00,-0.00,15,-22,-1
249,1.00,0.00,-0.00,-0.00,6,-3,-27
250,1.00,0.00,-0.00,-0.00,-1,3,-13
251,1.00,0.00,-0.00,-0.00,-30,-6,26
252,1.00,0.00,0.00,-0.00,-16,-16,24
253,1.00,0.00,-0.00,-0.00,12,-11,-8
254,1.00,0.00,-0.00,-0.00,1,-18,-5
255,1.00,0.00,-0.00,-0.00,-4,13,-6
256,1.00,0.00,-0.00,-0.00,-3,27,11
257,1.00,0.00,-0.00,-0.00,-2,-12,17
258,1.00,0.00,-0.00,-0.00,16,-18,-29
259,1.00,0.00,-0.00,-0.00,10,-1,-18
260,1.00,0.00,-0.00,-0.00,-21,1,15
261,1.00,0.00,-0.00,-0.00,-10,-8,15
262,1.00,0.00,-0.00,-0.00,13,-9,2
263,1.00,0.00,-0.00,-0.00,10,-19,3
264,1.00,0.00,-0.00,-0.00,-37,-22,32
265,1.00,0.00,0.00,-0.00,-24,-13,25
266,1.00,0.00,-0.00,-0.00,-4,0,13
267,1.00,0.00,-0.00,-0.00,-15,-24,31
268,1.00,0.00,-0.00,-0.00,-14,-38,35
269,1.00,0.00,-0.00,-0.00,26,-8,-18
270,1.00,0.00,-0.00,-0.00,-8,-5,-12
271,1.00,0.00,0.00,-0.00,-18,-23,19
272,1.00,0.00,0.00,-0.00,13,3,-9
273,1.00,0.00,-0.00,-0.00,11,-3,0
274,1.00,0.00,-0.00,-0.00,-22,-45,64
275,1.00,0.00,-0.00,-0.00,-40,-38,28
276,1.00,0.00,0.00,-0.00,6,18,-67
277,1.00,0.00,-0.00,-0.00,10,3,-21
278,1.00,0.00,0.00,-0.00,-5,-37,60
279,1.00,0.00,0.00,-0.00,45,9,-4
280,1.00,0.00,-0.00,-0.00,16,0,-16
281,1.00,0.00,-0.00,-0.00,-54,-52,48
282,1.00,0.00,0.00,-0.00,-26,-9,0
283,1.00,0.00,0.00,-0.00,22,12,-15
284,1.00,0.00,-0.00,-0.00,6,-29,42
285,1.00,0.00,-0.00,-0.00,7,-9,13
286,1.00,0.00,-0.00,-0.00,4,6,13
287,1.00,0.00,-0.00,-0.00,-12,-10,34
288,1.00,0.00,-0.00,-0.00,-1,0,-7
289,1.00,0.00,-0.00,-0.00,4,-17,33
290,1.00,0.00,-0.00,-0.00,37,-5,15
291,1.00,0.00,-0.00,-0.00,27,-8,-26
292,1.00,0.00,-0.00,-0.00,-5,-9,3
293,1.00,0.00,-0.00,-0.00,-12,-1,7
294,1.00,0.00,-0.00,-0.00,0,8,0
295,1.00,0.00,-0.00,-0.00,3,-27,34
296,1.00,0.00,0.00,-0.00,52,16,-31
297,1.00,0.00,-0.00,-0.00,0,19,-26
298,1.00,0.00,-0.00,-0.00,-33,-2,21
299,1.00,0.00,-0.00,-0.00,-39,11,21
300,1.00,0.00,-0.00,-0.00,-39,8,4
301,1.00,0.00,-0.00,-0.00,1,-12,-3
302,1.00,0.00,-0.00,-0.00,17,-11,-8
303,1.00,0.00,-0.00,-0.00,10,5,-4
304,1.00,0.00,-0.00,-0.00,-5,-15,19
305,1.00,0.00,-0.00,-0.00,-22,-32,11
306,1.00,0.00,-0.00,-0.00,0,11,-34
307,1.00,0.00,-0.00,-0.00,-2,10,4
308,1.00,0.00,-0.00,-0.00,-2,-5,42
309,1.00,0.00,-0.00,-0.00,34,-2,-24
310,1.00,0.00,-0.00,-0.00,21,-18,-27
311,1.00,0.00,-0.00,-0.00,-18,-30,14
312,1.00,0.00,-0.00,-0.00,0,18,-5
313,1.00,0.00,-0.00,-0.00,0,19,25
314,1.00,0.00,-0.00,-0.00,3,-18,42
315,1.00,0.00,-0.00,-0.00,19,-10,-29
316,1.00,0.00,-0.00,-0.00,40,-27,-20
317,1.00,0.00,-0.00,-0.00,27,-45,14
318,1.00,0.00,-0.00,-0.00,14,-16,-8
319,1.00,0.00,-0.00,-0.00,8,-4,-1
320,1.00,0.00,-0.00,-0.00,-7,-25,15
321,1.00,0.00,-0.00,-0.00,-14,-11,-10
322,1.00,0.00,-0.00,-0.00,-31,5,-3
323,1.00,0.00,-0.00,-0.00,-45,1,11
324,1.00,0.00,-0.00,-0.00,-22,1,3
325,1.00,0.00,-0.00,-0.00,-3,-13,18
326,1.00,0.00,-0.00,-0.00,0,-19,29
327,1.00,0.00,-0.00,-0.00,-7,12,-1
328,1.00,0.00,-0.00,-0.00,0,10,4
329,1.00,0.00,-0.00,-0.00,11,-17,12
330,1.00,0.00,-0.00,-0.00,24,-15,6
331,1.00,0.00,-0.00,-0.00,14,0,25
332,1.00,0.00,-0.00,-0.00,-7,17,46
333,1.00,0.00,-0.00,-0.00,-23,38,1
334,1.00,0.00,-0.00,-0.00,-27,17,-44
335,1.00,0.00,-0.00,-0.00,24,-24,-69
336,1.00,0.00,-0.00,-0.00,42,-25,-91
337,1.00,0.00,-0.00,-0.00,39,-42,-56
338,1.00,0.00,-0.00,-0.00,13,-54,4
339,1.00,0.00,-0.00,-0.00,14,5,-4
340,1.00,0.00,-0.00,-0.00,-3,37,12
341,1.00,0.00,-0.00,-0.00,-37,18,66
342,1.00,0.00,-0.00,-0.00,-41,16,54
343,1.00,0.00,-0.00,-0.00,8,-6,9
344,1.00,0.00,-0.00,-0.00,-15,-31,25
345,1.00,0.00,-0.00,-0.00,-43,-1,18
346,1.00,0.00,0.00,-0.00,-53,50,3
347,1.00,0.00,0.00,-0.00,-44,36,22
348,1.00,0.00,0.00,-0.00,-9,33,-42
349,1.00,0.00,-0.00,-0.00,21,37,-96
350,1.00,0.00,-0.00,-0.00,2,-23,-23
351,1.00,0.00,-0.00,-0.00,-29,-54,4
352,1.00,0.00,-0.00,-0.00,14,-20,-49
353,1.00,0.00,-0.00,-0.00,47,21,-48
354,1.00,0.00,-0.00,-0.00,39,26,-20
355,1.00,0.00,-0.00,-0.00,24,15,-17
356,1.00,0.00,-0.00,-0.00,12,-13,-22
357,1.00,0.00,-0.00,-0.00,-19,-34,-11
358,1.00,0.00,-0.00,-0.00,-40,-1,-3
359,1.00,0.00,-0.00,-0.00,-28,45,23
360,1.00,0.00,-0.00,-0.00,-18,54,56
361,1.00,0.00,-0.00,-0.00,-16,41,46
362,1.00,0.00,-0.00,-0.00,-5,0,21
363,1.00,0.00,-0.00,-0.00,-19,-23,3
364,1.00,0.00,-0.00,-0.00,-18,-11,-3
365,1.00,0.00,-0.00,-0.00,-12,0,8
366,1.00,0.00,-0.00,-0.00,-8,9,1
367,1.00,0.00,-0.00,-0.00,-12,11,-26
368,1.00,0.00,-0.00,-0.00,-20,-11,-7
369,1.00,0.00,0.00,-0.00,-11,-20,-15
370,1.00,0.00,0.00,-0.00,14,11,-56
371,1.00,0.00,0.00,-0.00,5,-17,-5
372,1.00,0.00,0.00,-0.00,8,-27,23
373,1.00,0.00,0.00,-0.00,21,2,1
374,1.00,0.00,-0.00,-0.00,3,15,34
375,1.00,0.00,0.00,-0.00,2,16,37
376,1.00,0.00,0.00,-0.00,18,27,-3
377,1.00,0.00,0.00,-0.00,10,-16,19
378,1.00,0.00,0.00,-0.00,-20,-28,43
379,1.00,0.00,0.00,-0.00,-11,14,27
380,1.00,0.00,0.00,-0.00,-10,32,34
381,1.00,0.00,0.00,-0.00,-7,21,39
382,1.00,0.00,0.00,-0.00,6,5,10
383,1.00,0.00,-0.00,-0.00,3,-3,13
384,1.00,0.00,-0.00,-0.00,6,-24,-3
385,1.00,0.00,-0.00,-0.00,22,-2,-39
386,1.00,0.00,-0.00,-0.00,33,-11,-25
387,1.00,0.00,-0.00,-0.00,9,-5,0
388,1.00,0.00,-0.00,-0.00,-1,11,-21
389,1.00,0.00,-0.00,-0.00,-7,10,-25
390,1.00,0.00,-0.00,-0.00,-9,7,-25
391,1.00,0.00,0.00,-0.00,7,6,-36
392,1.00,0.00,-0.00,-0.00,17,-9,10
393,1.00,0.00,-0.00,-0.00,-1,-18,42
394,1.00,0.00,-0.00,-0.00,-11,22,4
395,1.00,0.00,-0.00,-0.00,-25,29,5
396,1.00,0.00,-0.00,-0.00,-6,12,46
397,1.00,0.00,-0.00,-0.00,5,3,23
398,1.00,0.00,-0.00,-0.00,0,-9,11
399,1.00,0.00,-0.00,-0.00,-1,-9,11
400,1.00,0.00,-0.00,-0.00,2,17,-17
401,1.00,0.00,-0.00,-0.00,6,2,8
402,1.00,0.00,-0.00,-0.00,23,-9,15
403,1.00,0.00,-0.00,-0.00,27,0,-20
404,1.00,0.00,-0.00,-0.00,0,-14,-6
405,1.00,0.00,-0.00,-0.00,4,-31,0
406,1.00,0.00,-0.00,-0.00,80,16,-47
407,1.00,0.00,-0.00,-0.00,18,-14,-7
408,1.00,0.00,-0.00,-0.00,-34,-22,35
409,1.00,0.00,-0.00,-0.00,-57,9,-20
410,1.00,0.00,-0.00,-0.00,-40,0,-7
411,1.00,0.00,-0.00,-0.00,-14,-13,31
412,1.00,0.00,-0.00,-0.00,-5,18,9
413,1.00,0.00,-0.00,-0.00,1,11,15
414,1.00,0.00,-0.00,-0.00,-26,-13,33
415,1.00,0.00,-0.00,-0.00,-49,-10,17
416,1.00,0.00,-0.00,-0.00,-8,23,-4
417,1.00,0.00,-0.00,-0.00,18,35,4
418,1.00,0.00,-0.00,-0.00,12,12,16
419,1.00,0.00,-0.00,-0.00,6,-4,-5
420,1.00,0.00,-0.00,-0.00,-10,-10,-16
421,1.00,0.00,-0.00,-0.00,-4,13,-26
422,1.00,0.00,-0.00,-0.00,-3,12,4
423,1.00,0.00,-0.00,-0.00,4,5,17
424,1.00,0.00,-0.00,-0.00,9,0,-7
425,1.00,0.00,-0.00,-0.00,-16,-9,7
426,1.00,0.00,-0.00,-0.00,-15,-2,10
427,1.00,0.00,0.00,-0.00,35,35,-25
428,1.00,0.00,-0.00,-0.00,-6,14,30
429,1.00,0.00,-0.00,-0.00,-46,-24,67
430,1.00,0.00,-0.00,-0.00,-54,7,0
431,1.00,0.00,0.00,-0.00,-29,11,9
432,1.00,0.00,0.00,-0.00,0,-4,39
433,1.00,0.00,-0.00,-0.00,25,10,0
434,1.00,0.00,-0.00,-0.00,25,7,4
435,1.00,0.00,-0.00,-0.00,0,-10,28
436,1.00,0.00,-0.00,-0.00,5,6,8
437,1.00,0.00,0.00,-0.00,21,37,-32
438,1.00,0.00,-0.00,-0.00,-18,25,-4
439,1.00,0.00,-0.00,-0.00,-21,7,-11
440,1.00,0.00,-0.00,-0.00,-22,4,-26
441,1.00,0.00,-0.00,-0.00,-39,0,-8
442,1.00,0.00,0.00,-0.00,-19,18,-27
443,1.00,0.00,0.00,-0.00,3,16,-9
444,1.00,0.00,0.00,-0.00,4,0,21
445,1.00,0.00,-0.00,-0.00,6,-6,6
446,1.00,0.00,-0.00,-0.00,14,-8,-13
447,1.00,0.00,0.00,-0.00,23,8,-6
448,1.00,0.00,0.00,-0.00,11,7,-14
449,1.00,0.00,-0.00,-0.00,0,0,1
450,1.00,0.00,-0.00,-0.00,5,-8,9
451,1.00,0.00,-0.00,-0.00,4,26,-40
452,1.00,0.00,-0.00,-0.00,-10,35,6
453,1.00,0.00,-0.00,-0.00,-32,-16,40
454,1.00,0.00,0.00,-0.00,-18,-48,-8
455,1.00,0.00,-0.00,-0.00,12,-45,-26
456,1.00,0.00,-0.00,-0.00,4,-21,6
457,1.00,0.00,-0.00,-0.00,-2,37,-12
458,1.00,0.00,-0.00,-0.00,-17,31,-14
459,1.00,0.00,-0.00,-0.00,-10,-19,-10
460,1.00,0.00,-0.00,-0.00,-30,-31,-5
461,1.00,0.00,-0.00,-0.00,-11,14,2
462,1.00,0.00,-0.00,-0.00,19,34,1
463,1.00,0.00,-0.00,-0.00,8,3,0
464,1.00,0.00,-0.00,-0.00,13,-22,-8
465,1.00,0.00,-0.00,-0.00,17,-18,6
466,1.00,0.00,-0.00,-0.00,0,14,21
467,1.00,0.00,-0.00,-0.00,3,23,1
468,1.00,0.00,-0.00,-0.00,20,-3,2
469,1.00,0.00,-0.00,-0.00,8,-33,14
470,1.00,0.00,-0.00,-0.00,-21,-14,4
471,1.00,0.00,-0.00,-0.00,-28,7,15
472,1.00,0.00,-0.00,-0.00,-15,23,22
473,1.00,0.00,-0.00,-0.00,-3,10,-8
474,1.00,0.00,-0.00,-0.00,11,-9,-11
475,1.00,0.00,-0.00,-0.00,2,-22,5
476,1.00,0.00,-0.00,-0.00,-1,0,-23
477,1.00,0.00,-0.00,-0.00,-13,-15,-11
478,1.00,0.00,-0.00,-0.00,-4,-7,22
479,1.00,0.00,-0.00,-0.00,2,-6,17
480,1.00,0.00,-0.00,-0.00,9,7,12
481,1.00,0.00,-0.00,-0.00,6,2,15
482,1.00,0.00,-0.00,-0.00,14,-1,-37
483,1.00,0.00,-0.00,-0.00,-4,10,-29
484,1.00,0.00,-0.00,-0.00,0,-12,19
485,1.00,0.00,-0.00,-0.00,-2,2,36
486,1.00,0.00,-0.00,-0.00,-2,-8,12
487,1.00,0.00,-0.00,-0.00,0,-23,-4
488,1.00,0.00,-0.00,-0.00,5,-3,-27
489,1.00,0.00,-0.00,-0.00,18,7,-25
490,1.00,0.00,-0.00,-0.00,8,-25,17
491,1.00,0.00,-0.00,-0.00,7,-14,-4
492,1.00,0.00,-0.00,-0.00,7,11,-13
493,1.00,0.00,-0.00,-0.00,-1,5,-6
494,1.00,0.00,-0.00,-0.00,-17,0,10
495,1.00,0.00,-0.00,-0.00,-3,-2,10
496,1.00,0.00,-0.00,-0.00,2,-6,15
497,1.00,0.00,-0.00,-0.00,-6,-11,4
498,1.00,0.00,-0.00,-0.00,-9,6,-27
499,1.00,0.00,-0.00,-0.00,-13,-5,8
500,1.00,0.00,-0.00,-0.00,-13,11,17
501,1.00,0.00,-0.00,-0.00,2,28,-9
502,1.00,0.00,-0.00,-0.00,-11,2,8
503,1.00,0.00,-0.00,-0.00,-19,-18,16
504,1.00,0.00,-0.00,-0.00,4,-7,-6
505,1.00,0.00,-0.00,-0.00,5,-6,14
506,1.00,0.00,-0.00,-0.00,11,3,9
507,1.00,0.00,-0.00,-0.00,16,24,-86
508,1.00,0.00,-0.00,-0.00,-29,-26,-28
509,1.00,0.00,-0.00,-0.00,-44,-14,61
510,1.00,0.00,-0.00,-0.00,-16,-4,-12
511,1.00,0.00,-0.00,-0.00,31,11,-32
