t,w,x,y,z,ax,ay,az
72,1.00,0.00,0.00,0.00,-3,-37,-22
73,1.00,0.00,0.00,0.00,-17,-65,-10
74,1.00,0.00,0.00,0.00,-35,-92,17
75,1.00,0.00,0.00,0.00,6,-34,-53
76,1.00,0.00,0.00,0.00,22,0,-65
77,1.00,0.00,0.00,0.00,6,-61,10
78,1.00,0.00,0.00,0.00,16,-55,-18
79,1.00,0.00,0.00,0.00,22,-49,-54
80,1.00,0.00,0.00,0.00,0,-99,2
81,1.00,0.00,0.00,0.00,-2,-93,-12
82,1.00,0.00,0.00,0.00,17,-75,-17
83,1.00,0.00,-0.00,0.00,16,-87,38
84,1.00,0.00,0.00,0.00,-18,-86,51
85,1.00,0.00,0.00,0.00,-13,-51,-15
86,1.00,0.00,0.00,0.00,12,-60,-14
87,1.00,0.00,0.00,0.00,-1,-117,21
88,1.00,0.00,0.00,-0.00,5,-96,-9
89,1.00,0.00,0.00,-0.00,14,-92,-4
90,1.00,0.00,0.00,-0.00,-20,-124,52
91,1.00,0.00,0.00,-0.00,-36,-93,22
92,1.00,0.00,0.00,-0.00,-23,-42,4
93,1.00,0.00,0.00,-0.00,-22,-22,43
94,1.00,0.00,0.00,-0.00,-42,-15,58
95,1.00,0.00,0.00,-0.00,-30,-23,31
96,1.00,0.00,0.00,-0.00,0,-32,8
97,1.00,0.00,0.00,-0.00,3,-9,2
98,1.00,0.00,0.00,-0.00,-12,9,13
99,1.00,0.00,0.00,-0.00,-5,29,16
100,1.00,0.00,0.00,-0.00,0,41,0
101,1.00,0.00,0.00,-0.00,-1,35,3
102,1.00,0.00,0.00,0.00,-14,16,-8
103,1.00,0.00,0.00,0.00,15,22,-49
104,1.00,0.00,0.00,0.00,47,27,-54
105,1.00,0.00,0.00,0.00,45,22,-33
106,1.00,0.00,0.00,0.00,31,33,-54
107,1.00,0.00,-0.00,0.00,27,15,-41
108,1.00,0.00,-0.00,0.00,22,-20,-10
109,1.00,0.00,-0.00,0.00,9,-12,-20
110,1.00,0.00,-0.00,0.00,20,0,-13
111,1.00,0.00,-0.00,0.00,34,-4,-16
112,1.00,0.00,-0.00,0.00,7,-9,-8
113,1.00,0.00,-0.00,0.00,-19,-25,-11
114,1.00,0.00,0.00,0.00,-23,-48,7
115,1.00,0.00,0.00,0.00,-16,-50,13
116,1.00,0.00,0.00,0.00,-12,-49,12
117,1.00,0.00,0.00,0.00,-7,-67,12
118,1.00,0.00,0.00,0.00,-7,-72,0
119,1.00,0.00,0.00,0.00,-8,-73,3
120,1.00,0.00,0.00,0.00,-11,-71,15
121,1.00,0.00,0.00,-0.00,-1,-23,0
122,1.00,0.00,0.00,-0.00,8,-14,12
123,1.00,0.00,0.00,0.00,-22,-56,87
124,1.00,0.00,-0.00,0.00,35,77,-147
125,1.00,0.00,-0.00,-0.00,-9,106,-92
126,1.00,0.00,-0.00,-0.00,-4,5,103
127,1.00,0.00,0.00,-0.00,-24,-77,122
128,1.00,0.00,0.00,-0.00,20,-84,8
129,1.00,0.00,-0.00,-0.00,16,-68,-9
130,1.00,0.00,0.00,-0.00,-45,-44,24
131,1.00,0.00,0.00,-0.00,-55,-7,37
132,1.00,0.00,0.00,-0.00,5,-10,14
133,1.00,0.00,-0.00,-0.00,24,-43,22
134,1.00,0.00,0.00,-0.00,-33,-82,53
135,1.00,0.00,0.00,-0.00,-49,-57,19
136,1.00,0.00,0.00,-0.00,-13,-18,-26
137,1.00,0.00,0.00,-0.00,5,-27,20
138,1.00,0.00,0.00,-0.00,0,-58,61
139,1.00,0.00,0.00,-0.00,1,-46,8
140,1.00,0.00,0.00,-0.00,15,-6,-30
141,1.00,0.00,0.00,-0.00,-6,9,10
142,1.00,0.00,0.00,-0.00,-20,12,43
143,1.00,0.00,0.00,-0.00,5,22,8
144,1.00,0.00,0.00,-0.00,25,26,-14
145,1.00,0.00,0.00,-0.00,-9,7,1
146,1.00,0.00,0.00,0.00,-32,14,5
147,1.00,0.00,0.00,0.00,6,32,-24
148,1.00,0.00,0.00,0.00,44,25,-26
149,1.00,0.00,0.00,0.00,24,-1,-8
150,1.00,0.00,0.00,0.00,9,9,-31
151,1.00,0.00,0.00,0.00,28,6,-45
152,1.00,0.00,0.00,0.00,7,-37,-5
153,1.00,0.00,0.00,0.00,1,-44,5
154,1.00,0.00,0.00,0.00,22,6,-17
155,1.00,0.00,-0.00,0.00,21,16,-17
156,1.00,0.00,-0.00,0.00,-11,-4,7
157,1.00,0.00,0.00,0.00,-1,5,-24
158,1.00,0.00,-0.00,0.00,34,18,-42
159,1.00,0.00,-0.00,0.00,22,2,0
160,1.00,0.00,-0.00,0.00,2,0,3
161,1.00,0.00,-0.00,0.00,36,49,-85
162,1.00,0.00,-0.00,0.00,15,4,-44
163,1.00,0.00,-0.00,0.00,-23,-62,40
164,1.00,0.00,-0.00,0.00,22,-38,-29
165,1.00,0.00,-0.00,0.00,5,-75,39
166,1.00,0.00,0.00,0.00,11,-93,52
167,1.00,0.00,0.00,0.00,24,-9,-74
168,1.00,0.00,-0.00,0.00,27,0,-35
169,1.00,0.00,-0.00,0.00,0,-79,57
170,1.00,0.00,-0.00,0.00,-14,-79,0
171,1.00,0.00,-0.00,0.00,-1,-69,-14
172,1.00,0.00,-0.00,0.00,-16,-109,50
173,1.00,0.00,0.00,-0.00,-42,-87,38
174,1.00,0.00,0.00,-0.00,-25,-49,21
175,1.00,0.00,0.00,-0.00,-14,-61,73
176,1.00,0.00,0.00,0.00,-20,-51,50
177,1.00,0.00,0.00,0.00,-15,-16,26
178,1.00,0.00,0.00,-0.00,-7,-44,38
179,1.00,0.00,0.00,-0.00,-25,-51,38
180,1.00,0.00,0.00,-0.00,-14,-16,14
181,1.00,0.00,0.00,-0.00,7,0,26
182,1.00,0.00,0.00,-0.00,-9,10,27
183,1.00,0.00,0.00,-0.00,-8,42,0
184,1.00,0.00,0.00,0.00,11,54,-6
185,1.00,0.00,0.00,0.00,28,43,-10
186,1.00,0.00,0.00,0.00,10,32,-11
187,1.00,0.00,0.00,0.00,14,5,-17
188,1.00,0.00,-0.00,0.00,13,-14,-19
189,1.00,0.00,0.00,0.00,-1,-12,-9
190,1.00,0.00,0.00,0.00,2,0,6
191,1.00,0.00,0.00,0.00,11,12,8
192,1.00,0.00,-0.00,0.00,-3,17,0
193,1.00,0.00,0.00,0.00,-4,16,-7
194,1.00,0.00,0.00,0.00,9,8,-23
195,1.00,0.00,-0.00,0.00,-8,-13,4
196,1.00,0.00,0.00,0.00,14,5,-18
197,1.00,0.00,-0.00,0.00,51,53,-83
198,1.00,0.00,-0.00,0.00,53,65,-67
199,1.00,0.00,-0.00,0.00,11,0,3
200,1.00,0.00,-0.00,0.00,1,-52,7
201,1.00,0.00,-0.00,0.00,14,-56,-38
202,1.00,0.00,-0.00,0.00,3,-67,-6
203,1.00,0.00,-0.00,0.00,-2,-78,33
204,1.00,0.00,-0.00,0.00,17,-40,1
205,1.00,0.00,-0.00,0.00,18,-23,-10
206,1.00,0.00,-0.00,0.00,-10,-44,35
207,1.00,0.00,-0.00,0.00,-17,-19,17
208,1.00,0.00,-0.00,0.00,0,0,-13
209,1.00,0.00,-0.00,0.00,-2,-25,17
210,1.00,0.00,-0.00,0.00,-24,-57,47
211,1.00,0.00,-0.00,0.00,-16,-31,9
212,1.00,0.00,-0.00,0.00,-4,-34,-7
213,1.00,0.00,-0.00,0.00,-23,-43,31
214,1.00,0.00,-0.00,0.00,-16,-28,21
215,1.00,0.00,-0.00,-0.00,-1,-11,7
216,1.00,0.00,-0.00,-0.00,-8,-10,29
217,1.00,0.00,-0.00,0.00,-12,15,25
218,1.00,0.00,0.00,0.00,9,41,0
219,1.00,0.00,-0.00,0.00,26,24,4
220,1.00,0.00,-0.00,0.00,9,5,19
221,1.00,0.00,-0.00,0.00,-4,9,7
222,1.00,0.00,-0.00,0.00,-1,18,-15
223,1.00,0.00,-0.00,0.00,-1,4,-3
224,1.00,0.00,-0.00,0.00,-1,-5,10
225,1.00,0.00,-0.00,0.00,0,0,1
226,1.00,0.00,-0.00,0.00,1,1,-2
227,1.00,0.00,-0.00,0.00,6,0,-5
228,1.00,0.00,-0.00,0.00,-4,-5,-3
229,1.00,0.00,-0.00,0.00,-3,-7,-6
230,1.00,0.00,-0.00,0.00,6,-6,-5
231,1.00,0.00,-0.00,0.00,12,-17,-6
232,1.00,0.00,-0.00,0.00,13,-30,-5
233,1.00,0.00,-0.00,0.00,2,-27,3
234,1.00,0.00,-0.00,0.00,-5,-18,9
235,1.00,0.00,-0.00,0.00,-6,-10,8
236,1.00,0.00,-0.00,0.00,-14,-10,12
237,1.00,0.00,0.00,0.00,-6,-10,16
238,1.00,0.00,-0.00,0.00,9,0,11
239,1.00,0.00,-0.00,0.00,6,7,15
240,1.00,0.00,-0.00,0.00,0,3,7
241,1.00,0.00,-0.00,0.00,10,-8,2
242,1.00,0.00,-0.00,0.00,3,-23,6
243,1.00,0.00,-0.00,0.00,0,-37,10
244,1.00,0.00,-0.00,0.00,7,-21,-2
245,1.00,0.00,-0.00,0.00,10,-8,-5
246,1.00,0.00,-0.00,0.00,2,-7,13
247,1.00,0.00,-0.00,0.00,-2,-8,17
248,1.00,0.00,-0.00,0.00,-3,-10,5
249,1.00,0.00,-0.00,0.00,-4,0,2
250,1.00,0.00,-0.00,0.00,-2,7,3
251,1.00,0.00,-0.00,0.00,5,23,-7
252,1.00,0.00,-0.00,0.00,15,32,-17
253,1.00,0.00,-0.00,0.00,0,21,0
254,1.00,0.00,-0.00,0.00,-7,8,0
255,1.00,0.00,-0.00,0.00,-3,14,-9
256,1.00,0.00,-0.00,0.00,6,8,-8
257,1.00,0.00,-0.00,0.00,0,-10,4
258,1.00,0.00,-0.00,0.00,-3,-13,-1
259,1.00,0.00,-0.00,0.00,1,-4,-7
260,1.00,0.00,-0.00,0.00,-3,-3,0
261,1.00,0.00,-0.00,0.00,-9,3,9
262,1.00,0.00,-0.00,0.00,-4,16,6
263,1.00,0.00,-0.00,0.00,11,26,-14
264,1.00,0.00,-0.00,0.00,1,13,3
265,1.00,0.00,-0.00,0.00,-13,-9,20
266,1.00,0.00,-0.00,0.00,-6,-2,1
267,1.00,0.00,-0.00,0.00,-7,0,8
268,1.00,0.00,-0.00,0.00,-28,-18,40
269,1.00,0.00,0.00,0.00,-22,-13,22
270,1.00,0.00,0.00,0.00,-10,-5,9
271,1.00,0.00,0.00,0.00,-3,-14,25
272,1.00,0.00,0.00,0.00,0,-14,8
273,1.00,0.00,0.00,0.00,-1,-8,-9
274,1.00,0.00,-0.00,0.00,11,-24,-11
275,1.00,0.00,-0.00,0.00,9,-32,-15
276,1.00,0.00,-0.00,0.00,0,-40,-26
277,1.00,0.00,-0.00,0.00,5,-32,-30
278,1.00,0.00,-0.00,0.00,7,-27,-8
279,1.00,0.00,-0.00,0.00,-1,-18,6
280,1.00,0.00,-0.00,0.00,-3,-6,-5
281,1.00,0.00,-0.00,0.00,-3,-3,12
282,1.00,0.00,0.00,0.00,-11,9,18
283,1.00,0.00,0.00,0.00,-16,31,0
284,1.00,0.00,0.00,0.00,-14,21,6
285,1.00,0.00,0.00,0.00,-4,-9,22
286,1.00,0.00,0.00,0.00,-4,-29,18
287,1.00,0.00,0.00,0.00,-7,-39,0
288,1.00,0.00,0.00,0.00,-6,-42,4
289,1.00,0.00,0.00,0.00,-7,-50,26
290,1.00,0.00,0.00,0.00,-8,-42,30
291,1.00,0.00,0.00,0.00,-12,-16,15
292,1.00,0.00,0.00,0.00,-9,25,15
293,1.00,0.00,0.00,0.00,-1,45,12
294,1.00,0.00,0.00,0.00,4,61,23
295,1.00,0.00,0.00,0.00,19,172,-15
296,1.00,0.00,0.00,0.00,25,204,-18
297,1.00,0.00,-0.00,0.00,20,156,-12
298,1.00,0.00,-0.00,0.00,16,157,-46
299,1.00,0.00,-0.00,0.00,34,139,-61
300,1.00,0.00,-0.00,0.00,24,78,-9
301,1.00,0.00,-0.00,0.00,1,57,-8
302,1.00,0.00,-0.00,0.00,5,18,-15
303,1.00,0.00,-0.00,0.00,4,-7,5
304,1.00,0.00,-0.00,0.00,14,20,-15
305,1.00,0.00,-0.00,0.00,5,-17,20
306,1.00,0.00,-0.00,0.00,-11,-14,40
307,1.00,0.00,-0.00,0.00,0,0,7
308,1.00,0.00,-0.00,0.00,11,-17,4
309,1.00,0.00,-0.00,0.00,-2,19,-15
310,1.00,0.00,-0.00,0.00,-27,-15,22
311,1.00,0.00,-0.00,0.00,-29,0,18
312,1.00,0.00,-0.00,0.00,5,-13,7
313,1.00,0.00,-0.00,0.00,4,-3,1
314,1.00,0.00,-0.00,0.00,-13,-7,14
315,1.00,0.00,-0.00,0.00,-10,-4,0
316,1.00,0.00,-0.00,0.00,-8,-25,4
317,1.00,0.00,-0.00,0.00,-12,-14,0
318,1.00,0.00,-0.00,0.00,13,-4,-14
319,1.00,0.00,-0.00,0.00,17,-20,0
320,1.00,0.00,-0.00,0.00,28,-7,-29
321,1.00,0.00,-0.00,0.00,30,-31,-19
322,1.00,0.00,-0.00,0.00,17,-18,6
323,1.00,0.00,-0.00,0.00,21,-64,19
324,1.00,0.00,-0.00,0.00,37,0,-33
325,1.00,0.00,-0.00,0.00,26,-11,4
326,1.00,0.00,-0.00,0.00,-5,4,15
327,1.00,0.00,-0.00,0.00,9,-11,-9
328,1.00,0.00,-0.00,0.00,14,-30,4
329,1.00,0.00,-0.00,0.00,4,-14,8
330,1.00,0.00,-0.00,0.00,-18,32,7
331,1.00,0.00,-0.00,0.00,-15,0,31
332,1.00,0.00,-0.00,0.00,-9,-22,33
333,1.00,0.00,-0.00,0.00,-6,-4,10
334,1.00,0.00,-0.00,0.00,-23,-11,13
335,1.00,0.00,-0.00,0.00,-4,3,-20
336,1.00,0.00,-0.00,0.00,-16,-15,3
337,1.00,0.00,-0.00,0.00,13,3,-2
338,1.00,0.00,-0.00,0.00,0,-13,12
339,1.00,0.00,-0.00,0.00,-23,-12,-2
340,1.00,0.00,-0.00,0.00,0,-22,-15
341,1.00,0.00,-0.00,0.00,26,-21,-15
342,1.00,0.00,-0.00,0.00,-9,-13,13
343,1.00,0.00,-0.00,0.00,8,4,-16
344,1.00,0.00,-0.00,0.00,-15,-5,0
345,1.00,0.00,-0.00,0.00,-1,0,-6
346,1.00,0.00,-0.00,0.00,-7,-13,-7
347,1.00,0.00,-0.00,0.00,2,1,-3
348,1.00,0.00,-0.00,0.00,-8,-15,34
349,1.00,0.00,-0.00,0.00,-35,2,22
350,1.00,0.00,-0.00,0.00,-26,-4,6
351,1.00,0.00,-0.00,0.00,4,16,-16
352,1.00,0.00,-0.00,0.00,-2,-2,12
353,1.00,0.00,-0.00,0.00,-6,4,12
354,1.00,0.00,-0.00,0.00,8,-6,0
355,1.00,0.00,-0.00,0.00,-1,0,7
356,1.00,0.00,-0.00,0.00,4,1,18
357,1.00,0.00,-0.00,0.00,24,-9,16
358,1.00,0.00,-0.00,0.00,3,-7,0
359,1.00,0.00,-0.00,0.00,-5,0,-2
360,1.00,0.00,-0.00,0.00,-13,4,-13
361,1.00,0.00,-0.00,0.00,3,-19,-1
362,1.00,0.00,-0.00,0.00,2,11,-10
363,1.00,0.00,-0.00,0.00,0,-21,21
364,1.00,0.00,-0.00,0.00,9,12,-24
365,1.00,0.00,-0.00,0.00,11,-14,-19
366,1.00,0.00,-0.00,0.00,8,-7,-7
367,1.00,0.00,-0.00,0.00,11,-21,5
368,1.00,0.00,-0.00,0.00,0,-2,3
369,1.00,0.00,-0.00,0.00,-17,-12,3
370,1.00,0.00,-0.00,0.00,-10,-9,16
371,1.00,0.00,-0.00,0.00,-1,24,-14
372,1.00,0.00,-0.00,0.00,-27,-14,14
373,1.00,0.00,-0.00,0.00,9,-1,-26
374,1.00,0.00,-0.00,0.00,-4,-30,14
375,1.00,0.00,-0.00,0.00,-5,6,-13
376,1.00,0.00,-0.00,0.00,1,-16,13
377,1.00,0.00,-0.00,0.00,5,-1,21
378,1.00,0.00,-0.00,0.00,-8,-15,15
379,1.00,0.00,-0.00,0.00,-3,-8,1
380,1.00,0.00,-0.00,0.00,-7,-24,22
381,1.00,0.00,-0.00,0.00,13,8,-19
382,1.00,0.00,-0.00,0.00,-13,-33,15
383,1.00,0.00,-0.00,0.00,3,21,-24
384,1.00,0.00,-0.00,0.00,-8,-19,14
385,1.00,0.00,-0.00,0.00,5,0,-21
386,1.00,0.00,-0.00,0.00,11,-19,-4
387,1.00,0.00,-0.00,0.00,15,3,-14
388,1.00,0.00,-0.00,0.00,-8,-17,1
389,1.00,0.00,-0.00,0.00,-9,8,-18
390,1.00,0.00,-0.00,0.00,-7,-6,-10
391,1.00,0.00,-0.00,0.00,-16,-5,-12
392,1.00,0.00,-0.00,0.00,10,0,-13
393,1.00,0.00,-0.00,0.00,4,-16,-4
394,1.00,0.00,-0.00,0.00,-12,0,-10
395,1.00,0.00,-0.00,0.00,-6,11,-18
396,1.00,0.00,-0.00,0.00,-3,17,-25
397,1.00,0.00,-0.00,0.00,-6,-20,8
398,1.00,0.00,-0.00,0.00,-16,-5,-2
399,1.00,0.00,-0.00,0.00,1,-13,-18
400,1.00,0.00,-0.00,0.00,7,-17,5
401,1.00,0.00,-0.00,0.00,14,4,-13
402,1.00,0.00,-0.00,0.00,4,0,-2
403,1.00,0.00,-0.00,0.00,-5,0,-1
404,1.00,0.00,-0.00,0.00,7,11,-34
405,1.00,0.00,-0.00,0.00,7,-20,-11
406,1.00,0.00,-0.00,0.00,16,-4,-9
407,1.00,0.00,-0.00,0.00,8,-24,0
408,1.00,0.00,-0.00,0.00,-9,0,-16
409,1.00,0.00,-0.00,0.00,1,-13,-1
410,1.00,0.00,-0.00,0.00,-12,-3,4
411,1.00,0.00,-0.00,0.00,5,-24,1
412,1.00,0.00,-0.00,0.00,38,-5,-18
413,1.00,0.00,-0.00,0.00,-1,-14,2
414,1.00,0.00,-0.00,0.00,-23,-15,-5
415,1.00,0.00,-0.00,0.00,-7,2,-34
416,1.00,0.00,-0.00,0.00,1,-1,0
417,1.00,0.00,-0.00,0.00,5,10,21
418,1.00,0.00,-0.00,0.00,1,0,5
419,1.00,0.00,-0.00,0.00,-1,-21,-9
420,1.00,0.00,-0.00,0.00,-5,-3,-19
421,1.00,0.00,-0.00,0.00,-13,18,-18
422,1.00,0.00,-0.00,0.00,-12,-2,15
423,1.00,0.00,-0.00,0.00,20,7,16
424,1.00,0.00,-0.00,0.00,11,-11,30
425,1.00,0.00,-0.00,0.00,8,4,-14
426,1.00,0.00,-0.00,0.00,-15,-31,15
427,1.00,0.00,-0.00,0.00,-9,5,-14
428,1.00,0.00,-0.00,0.00,-27,-23,16
429,1.00,0.00,-0.00,0.00,-4,14,-7
430,1.00,0.00,-0.00,0.00,4,-20,14
431,1.00,0.00,-0.00,0.00,8,7,-18
432,1.00,0.00,-0.00,0.00,-136,-25,23
433,1.00,0.00,0.00,0.00,-47,34,-41
434,1.00,0.00,0.00,0.00,19,-50,-132
435,1.00,0.00,0.00,0.00,-68,-12,20
436,1.00,0.00,0.00,0.00,26,-48,-8
437,1.00,0.00,0.00,0.00,-22,-50,56
438,1.00,0.00,-0.00,0.00,-58,-51,24
439,1.00,0.00,0.00,0.00,-49,-52,35
440,1.00,0.00,-0.00,0.00,24,20,-3
441,1.00,0.00,-0.00,0.00,-54,22,86
442,1.00,0.00,0.00,0.00,-122,85,37
443,1.00,0.00,0.00,0.00,-138,58,65
444,1.00,0.00,0.00,0.00,-19,92,8
445,1.00,0.00,0.00,0.00,33,87,-45
446,1.00,0.00,0.00,0.00,45,20,-69
447,1.00,0.00,-0.00,0.00,65,10,-205
448,1.00,0.00,0.00,0.00,-23,-35,-154
449,1.00,0.00,0.00,0.00,122,-45,-89
450,1.00,0.00,-0.00,0.00,145,0,-95
451,1.00,0.00,-0.00,0.00,111,-59,20
452,1.00,0.00,-0.00,0.00,97,-15,-9
453,1.00,0.00,-0.00,0.00,95,-93,-25
454,1.00,0.00,-0.00,0.00,123,-165,83
455,1.00,0.00,-0.00,0.00,139,-62,73
456,1.00,0.00,-0.00,0.00,115,-123,200
457,1.00,0.00,-0.00,0.00,128,-75,160
458,1.00,0.00,-0.00,0.00,31,-98,162
459,1.00,-0.00,-0.00,0.00,29,-172,238
460,1.00,-0.00,-0.00,0.00,123,-96,170
461,1.00,-0.00,-0.00,0.00,202,-87,243
462,1.00,-0.00,-0.00,0.00,145,-147,266
463,1.00,-0.00,-0.00,0.00,43,-59,113
464,1.00,-0.00,-0.00,0.00,81,-185,37
465,1.00,-0.00,-0.00,0.00,178,-113,9
466,1.00,-0.00,-0.00,0.00,159,-62,107
467,1.00,-0.00,-0.00,0.00,190,-111,29
468,1.00,-0.00,-0.00,0.00,133,-77,-105
469,1.00,-0.00,-0.00,0.00,87,-155,-118
470,1.00,-0.00,-0.00,0.00,184,-150,-29
471,1.00,-0.00,-0.00,0.00,243,-26,-140
472,1.00,-0.00,-0.00,0.00,156,-131,-142
473,1.00,-0.00,-0.00,0.00,68,-73,-232
474,1.00,-0.00,-0.00,0.00,81,-125,-195
475,1.00,-0.00,-0.00,0.00,212,-122,-189
476,1.00,-0.00,-0.00,0.00,243,-29,-194
477,1.00,-0.00,-0.00,0.00,130,-63,-131
478,1.00,-0.00,-0.00,0.00,93,-49,-232
479,1.00,-0.00,-0.00,0.00,47,-36,-210
480,1.00,-0.00,-0.00,0.00,133,0,-187
481,1.00,-0.00,-0.00,0.00,107,-19,-115
482,1.00,-0.00,-0.00,0.00,60,39,-242
483,1.00,-0.00,-0.00,0.00,-33,14,-326
484,1.00,-0.00,-0.00,0.00,-80,55,-325
485,1.00,-0.00,-0.00,0.00,15,26,-273
486,1.00,-0.00,-0.00,0.00,50,76,-250
487,1.00,-0.00,-0.00,0.00,53,22,-333
488,1.00,-0.00,-0.00,0.00,-145,58,-329
489,1.00,-0.00,-0.00,0.00,-273,162,-328
490,1.00,-0.00,-0.00,0.00,-152,68,-225
491,1.00,-0.00,-0.00,0.00,-42,133,-242
492,1.00,-0.00,-0.00,0.00,-142,31,-93
493,1.00,-0.00,-0.00,0.00,-221,135,-170
494,1.00,-0.00,-0.00,0.00,-209,124,-225
495,1.00,-0.00,-0.00,0.00,-195,-2,-125
496,1.00,-0.00,-0.00,0.00,-166,100,-72
497,1.00,-0.00,-0.00,0.00,-131,163,-80
498,1.00,0.00,-0.00,0.00,-200,65,5
499,1.00,0.00,-0.00,0.00,-281,131,32
500,1.00,0.00,-0.00,0.00,-172,79,89
501,1.00,0.00,-0.00,0.00,-61,121,112
502,1.00,0.00,-0.00,0.00,-111,130,202
503,1.00,0.00,-0.00,0.00,-140,132,165
504,1.00,0.00,-0.00,0.00,-223,117,181
505,1.00,0.00,-0.00,0.00,-153,89,235
506,1.00,0.00,-0.00,0.00,-2,47,324
507,1.00,0.00,-0.00,0.00,-2,58,343
508,1.00,0.00,-0.00,0.00,-65,-28,400
509,1.00,0.00,-0.00,0.00,-124,17,280
510,1.00,0.00,-0.00,0.00,-66,-89,377
511,1.00,0.00,-0.00,0.00,69,-69,409
512,1.00,0.00,-0.00,0.00,114,-14,360
513,1.00,0.00,-0.00,0.00,103,-95,318
514,1.00,-0.00,-0.00,0.00,-29,-60,174
515,1.00,-0.00,-0.00,0.00,36,-104,105
516,1.00,-0.00,-0.00,0.00,154,-132,165
517,1.00,-0.00,-0.00,0.00,217,-79,89
518,1.00,-0.00,-0.00,0.00,210,-142,35
519,1.00,-0.00,-0.00,0.00,112,-102,-76
520,1.00,-0.00,-0.00,0.00,118,-169,-152
521,1.00,-0.00,-0.00,0.00,183,-176,-116
522,1.00,-0.00,-0.00,0.00,209,-109,-161
523,1.00,-0.00,-0.00,0.00,159,-187,-163
524,1.00,-0.00,-0.00,0.00,142,-120,-313
525,1.00,-0.00,-0.00,0.00,76,-111,-415
526,1.00,-0.00,-0.00,0.00,67,-85,-283
